Brand,Car_Name,Selling_Price,Year,Kms_Driven,Fuel_Type,cc,Location,Ref
MERCEDES-BENZ,MERCEDES-BENZ Clase A A 250 Aut. AMG Line,19.999 €,2013,139.500 km,Gasolina,211 cv,Alicante,https://www.coches.net/mercedes-benz-clase-a-a-250-aut-amg-line-5p-gasolina-2014-en-alicante-70163753-covo.aspx
FIAT,FIAT Grande Panda La Prima MHEV,21.990 €,2025,3800 km,Híbrido,110 cv,Madrid,https://www.coches.net/fiat-grande-panda-la-prima-mhev-81kw-110cv-5p-electrico-hibrido-2025-en-madrid-70164059-covo.aspx
PEUGEOT,PEUGEOT 3008 1.2 PureTech SS Allure,15.990 €,2020,42.520 km,Gasolina,130 cv,Madrid,https://www.coches.net/peugeot-3008-12-puretech-96kw-130cv-ss-allure-5p-gasolina-2020-en-madrid-70164131-covo.aspx
RENAULT,RENAULT Arkana Intens TCe 103kW140CV EDC mild hybrid,18.990 €,2022,127.000 km,Híbrido,140 cv,Murcia,https://www.coches.net/renault-arkana-intens-tce-103kw140cv-edc-mild-hybrid-5p-electrico-hibrido-2021-en-murcia-70164988-covo.aspx
OPEL,OPEL Corsa 1.2T XHL Elegance Auto,10.690 €,2021,114.113 km,Gasolina,100 cv,Castellón,https://www.coches.net/opel-corsa-12t-xhl-74kw-100cv-elegance-auto-5p-gasolina-2022-en-castellon-70165178-covo.aspx
HYUNDAI,HYUNDAI Kona 1.0 TGDI Klass 4X2,13.790 €,2022,90.303 km,Gasolina,120 cv,Castellón,https://www.coches.net/hyundai-kona-10-tgdi-klass-4x2-5p-gasolina-2023-en-castellon-70165179-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Golf Advance 1.6 TDI,13.900 €,2017,143.000 km,Diesel,115 cv,Málaga,https://www.coches.net/volkswagen-golf-advance-16-tdi-85kw-115cv-5p-diesel-2018-en-malaga-70165340-covo.aspx
MITSUBISHI,MITSUBISHI Outlander PHEV Kaiteki 4WD,46.790 €,2025,7480 km,Híbrido enchufable,306 cv,Huelva,https://www.coches.net/mitsubishi-outlander-phev-kaiteki-4wd-5p-electrico-hibrido-2025-en-huelva-70168063-covo.aspx
NISSAN,NISSAN JUKE DIGT 114 CV 6MT NConnecta,23.790 €,2025,3083 km,Gasolina,114 cv,Huelva,https://www.coches.net/nissan-juke-digt-84-kw-114-cv-6mt-nconnecta-5p-gasolina-2025-en-huelva-70168065-covo.aspx
KIA,KIA Sportage 1.6 TGDi MHEV Tech 4x2,26.990 €,2024,27.299 km,Híbrido,160 cv,Madrid,https://www.coches.net/kia-sportage-16-tgdi-118kw-160cv-mhev-tech-4x2-5p-electrico-hibrido-2025-en-madrid-70168474-covo.aspx
CITROEN,CITROEN C3 PureTech SS 97 Edition,8.470 €,2017,99.000 km,Gasolina,110 cv,Madrid,https://www.coches.net/citroen-c3-puretech-81kw-110cv-ss-97-edition-5p-gasolina-2017-en-madrid-70168763-covo.aspx
SKODA,SKODA Fabia 1.0 TSI DSG Monte Carlo,24.900 €,2026,50 km,Gasolina,115 cv,Gipuzkoa,https://www.coches.net/skoda-fabia-10-tsi-85kw-115cv-dsg-monte-carlo-5p-gasolina-2026-en-guipuzcoa-70168828-covo.aspx
SEAT,SEAT León SP 2.0 TDI DSG SS FR,13.470 €,2021,218.000 km,Diesel,150 cv,Madrid,https://www.coches.net/seat-leon-sp-20-tdi-110kw-dsg-ss-fr-5p-diesel-2021-en-madrid-70168929-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase GLC MercedesAMG GLC 63 S 4MATIC,74.990 €,2019,61.000 km,Gasolina,510 cv,Badajoz,https://www.coches.net/mercedes-benz-clase-glc-mercedesamg-glc-63-s-4matic-5p-gasolina-2020-en-badajoz-70169326-covo.aspx
FIAT,FIAT Tipo 1.6 Multijet Business,8.470 €,2019,169.000 km,Diesel,120 cv,Madrid,https://www.coches.net/fiat-tipo-5p-16-multijet-88kw-120cv-business-5p-diesel-2020-en-madrid-70169353-covo.aspx
SEAT,SEAT Ateca 1.5 TSI DSG FR 75 Aniversario,33.600 €,2026,10 km,Gasolina,150 cv,Burgos,https://www.coches.net/km-0/seat/ateca/burgos/15-tsi-110kw-dsg-fr-75-aniversario-gasolina-de-km0-70169468-kovn.aspx
TOYOTA,TOYOTA Land Cruiser 2.8 D4D GX,42.200 €,2020,49.705 km,Diesel,177 cv,A Coruña,https://www.coches.net/toyota-land-cruiser-28-d4d-gx-5p-diesel-2019-en-a-coruna-70170089-covo.aspx
LAND-ROVER,LAND-ROVER Discovery 3.0D I6 350 PS AWD Auto MHEV Dynamic SE,92.900 €,2024,14.765 km,Híbrido,350 cv,Madrid,https://www.coches.net/land-rover-discovery-30d-i6-350-ps-awd-auto-mhev-dynamic-se-5p-electrico-hibrido-2025-en-madrid-70170251-covo.aspx
SEAT,SEAT León 1.5 TSI SS Style EVO Edition,22.900 €,2026,50 km,Gasolina,116 cv,Gipuzkoa,https://www.coches.net/seat-leon-15-tsi-85kw-ss-style-evo-edition-5p-gasolina-2026-en-guipuzcoa-70171075-covo.aspx
PEUGEOT,PEUGEOT 5008 Allure BlueHDi SS EAT8,14.499 €,2019,157.000 km,Diesel,130 cv,Alicante,https://www.coches.net/peugeot-5008-allure-bluehdi-96kw-130cv-ss-eat8-5p-diesel-2019-en-alicante-70173530-covo.aspx
KIA,KIA XCeed 1.0 TGDi Drive,20.990 €,2025,11.276 km,Gasolina,100 cv,Huelva,https://www.coches.net/kia-xceed-10-tgdi-drive-74kw-100cv-5p-gasolina-2025-en-huelva-70178974-covo.aspx
KIA,KIA Stonic 1.0 TGDi MHEV MT Concept,19.290 €,2025,12.021 km,Híbrido,100 cv,Huelva,https://www.coches.net/kia-stonic-10-tgdi-74kw-100cv-mhev-mt-concept-5p-electrico-hibrido-2025-en-huelva-70178976-covo.aspx
KIA,KIA Stonic 1.0 TGDi MHEV MT Concept,19.290 €,2025,9038 km,Híbrido,100 cv,Huelva,https://www.coches.net/kia-stonic-10-tgdi-74kw-100cv-mhev-mt-concept-5p-electrico-hibrido-2025-en-huelva-70178978-covo.aspx
BMW,BMW Serie 1 114d,9.500 €,2015,150.000 km,Diesel,95 cv,Almería,https://www.coches.net/bmw-serie-1-114d-5p-diesel-2015-en-almeria-70179033-covo.aspx
SEAT,SEAT León 1.5 TSI SS FR Special Edition,26.700 €,2026,10 km,Gasolina,116 cv,Burgos,https://www.coches.net/km-0/seat/leon/burgos/15-tsi-85kw-ss-fr-special-edition-gasolina-de-km0-70179282-kovn.aspx
KIA,KIA Ceed 1.0 TGDi Drive,16.590 €,2022,59.838 km,Gasolina,120 cv,Madrid,https://www.coches.net/kia-ceed-10-tgdi-88kw-120cv-drive-5p-gasolina-2023-en-madrid-70180094-covo.aspx
FORD,FORD Focus 1.0 Ecoboost MHEV Trend,17.020 €,2021,40.223 km,Híbrido,125 cv,Madrid,https://www.coches.net/ford-focus-10-ecoboost-mhev-92kw-trend-5p-electrico-hibrido-2022-en-madrid-70180110-covo.aspx
FORD,FORD S-MAX 2.0 TDCi Titanium,6.590 €,2007,299.601 km,Diesel,140 cv,Madrid,https://www.coches.net/ford-s-max-20-tdci-titanium-5p-diesel-2007-en-madrid-70180131-covo.aspx
SEAT,SEAT León SP 1.5 eTSI DSG Style Spec Edition,23.900 €,2025,17.700 km,Híbrido,150 cv,Gipuzkoa,https://www.coches.net/seat-leon-sp-15-etsi-110kw-dsg-style-spec-edition-5p-electrico-hibrido-2025-en-guipuzcoa-70181006-covo.aspx
LAND-ROVER,LAND-ROVER Range Rover Sport 5.0 V8 SC SVR,74.990 €,2018,104.000 km,Gasolina,575 cv,Asturias,https://www.coches.net/land-rover-range-rover-sport-50-v8-sc-423kw-575cv-svr-5p-gasolina-2018-en-asturias-70182791-covo.aspx
HYUNDAI,HYUNDAI Tucson 1.6 TGDI 48V Maxx Safe,24.699 €,2023,57.000 km,Híbrido,150 cv,Murcia,https://www.coches.net/hyundai-tucson-16-tgdi-110kw-150cv-48v-maxx-safe-5p-electrico-hibrido-2023-en-murcia-70183080-covo.aspx
BMW,BMW X3 xDrive20d xLine,36.500 €,2022,124.800 km,Híbrido,190 cv,Murcia,https://www.coches.net/bmw-x3-xdrive20d-xline-5p-electrico-hibrido-2022-en-murcia-70183126-covo.aspx
LAND-ROVER,LAND-ROVER Range Rover Sport 3.0D I6 MHEV HSE AWD Auto.,42.500 €,2021,158.000 km,Híbrido,249 cv,Murcia,https://www.coches.net/land-rover-range-rover-sport-30d-i6-183kw-249cv-mhev-hse-awd-auto-5p-electrico-hibrido-2022-en-murcia-70183289-covo.aspx
SEAT,SEAT Ibiza 1.0 TSI StartStop FR,21.990 €,2026,1218 km,Gasolina,115 cv,A Coruña,https://www.coches.net/km-0/seat/ibiza/a-coruna/10-tsi-85kw-115cv-startstop-fr-gasolina-de-km0-70184503-kovn.aspx
RENAULT,RENAULT Kadjar Zen Blue dCi EDC,15.900 €,2020,119.900 km,Diesel,115 cv,Málaga,https://www.coches.net/renault-kadjar-zen-blue-dci-85kw-115cv-edc-5p-diesel-2020-en-malaga-70185340-covo.aspx
PORSCHE,PORSCHE Taycan 4S Cross Turismo,65.990 €,2021,83.000 km,Eléctrico,571 cv,Asturias,https://www.coches.net/porsche-taycan-4s-cross-turismo-5p-electrico-hibrido-2022-en-asturias-70186113-covo.aspx
AUDI,AUDI Q5 SPORTBACK Black line 35 TDI S tronic,36.900 €,2022,112.587 km,Híbrido,163 cv,Jaén,https://www.coches.net/audi-q5-sportback-black-line-35-tdi-120kw-s-tronic-5p-electrico-hibrido-2022-en-jaen-70186943-covo.aspx
LAND-ROVER,LAND-ROVER Defender 90 SW E,44.900 €,2014,144.822 km,Diesel,122 cv,Madrid,https://www.coches.net/land-rover-defender-90-sw-e-3p-diesel-2014-en-madrid-70187238-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase E Coupe E 350 BlueTEC,22.000 €,2014,185.000 km,Diesel,252 cv,Murcia,https://www.coches.net/mercedes-benz-clase-e-coupe-e-350-bluetec-2p-diesel-2014-en-murcia-70187391-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Golf GTD 2.0 TDI BMT,15.000 €,2014,140.000 km,Diesel,184 cv,Murcia,https://www.coches.net/volkswagen-golf-gtd-20-tdi-184cv-bmt-3p-diesel-2015-en-murcia-70187801-covo.aspx
SEAT,SEAT León 2.0 TDI SS Style XS,12.470 €,2022,216.000 km,Diesel,115 cv,Madrid,https://www.coches.net/seat-leon-20-tdi-85kw-ss-style-xs-5p-diesel-2023-en-madrid-70187808-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Golf R 2.0 TSI BMT 4Motion DSG,22.000 €,2015,120.000 km,Gasolina,300 cv,Murcia,https://www.coches.net/volkswagen-golf-r-20-tsi-300cv-bmt-4motion-dsg-5p-gasolina-2015-en-murcia-70189465-covo.aspx
KIA,KIA Stonic 1.0 TGDi MHEV iMT Concept,11.990 €,2021,112.800 km,Híbrido,100 cv,Madrid,https://www.coches.net/kia-stonic-10-tgdi-74kw-100cv-mhev-imt-concept-5p-electrico-hibrido-2021-en-madrid-70189846-covo.aspx
BMW,BMW Serie 3 M3,52.800 €,2015,89.000 km,Gasolina,431 cv,Murcia,https://www.coches.net/bmw-serie-3-m3-4p-gasolina-2016-en-murcia-70192074-covo.aspx
KIA,KIA Sportage 1.6 MHEV Drive Plus 4x2,18.900 €,2021,147.000 km,Híbrido,136 cv,Asturias,https://www.coches.net/kia-sportage-16-mhev-drive-plus-100kw-136cv-4x2-5p-electrico-hibrido-2021-en-asturias-70193691-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Arteon Elegance 2.0 TDI DSG,22.590 €,2022,182.100 km,Diesel,150 cv,Madrid,https://www.coches.net/volkswagen-arteon-elegance-20-tdi-110kw-150cv-dsg-5p-diesel-2022-en-madrid-70194130-covo.aspx
BMW,BMW Serie 2 Gran Tourer 218d Business,16.500 €,2018,179.000 km,Diesel,150 cv,Murcia,https://www.coches.net/bmw-serie-2-gran-tourer-218d-business-5p-diesel-2018-en-murcia-70195033-covo.aspx
KIA,KIA Carens 1.7 CRDi VGT Drive 5pl,9.750 €,2014,155.700 km,Diesel,115 cv,Pontevedra,https://www.coches.net/kia-carens-17-crdi-vgt-115cv-drive-5pl-5p-diesel-2014-en-pontevedra-70196039-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Golf Sport 1.6 TDI,16.500 €,2019,149.000 km,Diesel,115 cv,Pontevedra,https://www.coches.net/volkswagen-golf-sport-16-tdi-85kw-115cv-5p-diesel-2020-en-pontevedra-70196375-covo.aspx
SEAT,SEAT Ateca 1.0 TSI FR Special Edition,27.900 €,2026,50 km,Gasolina,115 cv,Gipuzkoa,https://www.coches.net/seat-ateca-10-tsi-85kw-115cv-fr-special-edition-5p-gasolina-2026-en-guipuzcoa-70197376-covo.aspx
AUDI,AUDI A3 2.0 TDI DPF Ambition,7.750 €,2006,201.500 km,Diesel,140 cv,Pontevedra,https://www.coches.net/audi-a3-20-tdi-140cv-dpf-ambition-3p-diesel-2010-en-pontevedra-70200930-covo.aspx
HYUNDAI,HYUNDAI Bayon 1.2 MPI Maxx,14.290 €,2022,39.204 km,Gasolina,84 cv,Sevilla,https://www.coches.net/hyundai-bayon-12-mpi-maxx-5p-gasolina-2021-en-sevilla-70201896-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ GLC Coupé GLC 220 d 4MATIC,46.999 €,2022,96.500 km,Diesel,194 cv,Alicante,https://www.coches.net/mercedes-benz-glc-coupe-glc-220-d-4matic-5p-diesel-2022-en-alicante-70203508-covo.aspx
KIA,KIA Niro 1.6 GDi HEV Emotion,21.900 €,2022,57.187 km,Híbrido,141 cv,Madrid,https://www.coches.net/kia-niro-16-gdi-hev-104kw-141cv-emotion-5p-electrico-hibrido-2022-en-madrid-70204431-covo.aspx
KIA,KIA XCeed 1.0 TGDi Tech,18.900 €,2021,78.789 km,Gasolina,120 cv,Madrid,https://www.coches.net/kia-xceed-10-tgdi-tech-88kw-120cv-5p-gasolina-2021-en-madrid-70204433-covo.aspx
KIA,KIA Ceed 1.0 TGDi Tech,15.600 €,2019,51.458 km,Gasolina,120 cv,Madrid,https://www.coches.net/kia-ceed-10-tgdi-88kw-120cv-tech-5p-gasolina-2019-en-madrid-70204435-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ GLE GLE 350 de 4MATIC Hibrido Enchufable,59.990 €,2021,63.850 km,Híbrido enchufable,320 cv,Jaén,https://www.coches.net/mercedes-benz-gle-gle-350-de-4matic-hibrido-enchufable-5p-electrico-hibrido-2022-en-jaen-70207508-covo.aspx
BMW,BMW Serie 3 M3 Competition,87.990 €,2021,29.000 km,Gasolina,510 cv,Badajoz,https://www.coches.net/bmw-serie-3-m3-competition-4p-gasolina-2021-en-badajoz-70208096-covo.aspx
CITROEN,CITROEN C4 BlueHdi 130 SS EAT8 Shine,15.400 €,2021,64.400 km,Diesel,130 cv,Madrid,https://www.coches.net/citroen-c4-bluehdi-130-ss-eat8-shine-5p-diesel-2021-en-madrid-70208472-covo.aspx
FORD,FORD Kuga 2.0 TDCi 2WD Trend,6.980 €,2010,276.000 km,Diesel,140 cv,Jaén,https://www.coches.net/ford-kuga-20-tdci-140cv-2wd-trend-5p-diesel-2011-en-jaen-70208639-covo.aspx
PEUGEOT,PEUGEOT 3008 1.6BLUEHDI ALLURE AUTO SS,12.750 €,2017,179.000 km,Diesel,120 cv,Madrid,https://www.coches.net/peugeot-3008-16bluehdi-88kw-120cv-allure-auto-ss-5p-diesel-2017-en-madrid-70209110-covo.aspx
MITSUBISHI,MITSUBISHI ASX 160 HEV Kaiteki,26.790 €,2025,7545 km,Híbrido,143 cv,Huelva,https://www.coches.net/mitsubishi-asx-160-hev-kaiteki-5p-electrico-hibrido-2025-en-huelva-70210430-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Golf Advance 1.5 TSI EVO,16.400 €,2018,152.356 km,Gasolina,150 cv,Valencia,https://www.coches.net/volkswagen-golf-advance-15-tsi-evo-110kw-150cv-5p-gasolina-2018-en-valencia-70211140-covo.aspx
AUDI,AUDI A6 Avant 4.0 TFSI quattro S tronic S6,27.900 €,2013,186.500 km,Gasolina,420 cv,Murcia,https://www.coches.net/audi-a6-avant-40-tfsi-420cv-quattro-s-tronic-s6-5p-gasolina-2014-en-murcia-70211911-covo.aspx
SEAT,SEAT León ST 1.5 EcoTSI DSG SS FR Fas Ed Pl,16.990 €,2019,73.000 km,Gasolina,150 cv,Barcelona,https://www.coches.net/seat-leon-st-15-ecotsi-110kw-dsg-ss-fr-fas-ed-pl-5p-gasolina-2020-en-barcelona-70212199-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Polo Life 1.0 TSI,16.990 €,2023,59.000 km,Gasolina,95 cv,Las Palmas,https://www.coches.net/volkswagen-polo-life-10-tsi-70kw-95cv-5p-gasolina-2024-en-las-palmas-70214129-covo.aspx
MINI,MINI MINI COOPER 5 PUERTAS,17.990 €,2020,120.000 km,Gasolina,136 cv,Las Palmas,https://www.coches.net/mini-mini-cooper-5-puertas-5p-gasolina-2020-en-las-palmas-70214161-covo.aspx
RENAULT,RENAULT Scénic Emotion 2008 1.5dCi85 EU4 eco2,3.480 €,2009,319.000 km,Diesel,85 cv,Jaén,https://www.coches.net/renault-scenic-emotion-2008-15dci85-eu4-eco2-5p-diesel-2008-en-jaen-70216351-covo.aspx
MAZDA,MAZDA Mazda2 1.5 116 CV CVT Centreline,20.500 €,2025,5089 km,Híbrido,116 cv,Madrid,https://www.coches.net/km-0/mazda/mazda2/madrid/15-85-kw-116-cv-cvt-centreline-electrico-hibrido-de-km0-70218135-kovn.aspx
SKODA,SKODA Fabia 1.0 TSI Ambition Plus,12.900 €,2021,61.579 km,Gasolina,110 cv,Jaén,https://www.coches.net/skoda-fabia-10-tsi-81kw-110cv-ambition-plus-5p-gasolina-2021-en-jaen-70221007-covo.aspx
MG,MG ZS 1.5 Comfort,13.590 €,2022,28.021 km,Gasolina,106 cv,Madrid,https://www.coches.net/mg-zs-15-comfort-5p-gasolina-2022-en-madrid-70222127-covo.aspx
VOLVO,VOLVO XC60 2.0 B4 D RDesign Auto,37.650 €,2021,82.000 km,Híbrido,197 cv,Navarra,https://www.coches.net/volvo-xc60-20-b4-d-rdesign-auto-5p-electrico-hibrido-2021-en-navarra-70222314-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Golf Edition 1.6 TDI,13.470 €,2017,159.000 km,Diesel,115 cv,Madrid,https://www.coches.net/volkswagen-golf-edition-16-tdi-85kw-115cv-5p-diesel-2018-en-madrid-70222411-covo.aspx
RENAULT,RENAULT Kangoo Combi Life Edition One 1.5 Blue dCi 70kW95CV,17.990 €,2021,73.500 km,Diesel,95 cv,Madrid,https://www.coches.net/renault-kangoo-combi-life-edition-one-15-blue-dci-70kw95cv-5p-diesel-2021-en-madrid-70224127-covo.aspx
NISSAN,NISSAN JUKE DIGT 114 CV 6MT NConnecta,18.900 €,2021,30.116 km,Gasolina,114 cv,Albacete,https://www.coches.net/nissan-juke-digt-84-kw-114-cv-6mt-nconnecta-5p-gasolina-2021-en-albacete-70224146-covo.aspx
AUDI,AUDI Q3 35 TDI S tronic,27.990 €,2021,158.722 km,Diesel,150 cv,Albacete,https://www.coches.net/audi-q3-35-tdi-110kw-150cv-s-tronic-5p-diesel-2021-en-albacete-70224340-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase GLC GLC 220 d 4MATIC,23.700 €,2018,193.017 km,Diesel,170 cv,Albacete,https://www.coches.net/mercedes-benz-clase-glc-glc-220-d-4matic-5p-diesel-2018-en-albacete-70224351-covo.aspx
VOLVO,VOLVO XC60 2.0 D4 AWD Momentum Auto,20.990 €,2017,232.000 km,Diesel,190 cv,Albacete,https://www.coches.net/volvo-xc60-20-d4-awd-momentum-auto-5p-diesel-2018-en-albacete-70224367-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase GLA GLA 200 d Style,17.490 €,2016,138.004 km,Diesel,136 cv,Madrid,https://www.coches.net/mercedes-benz-clase-gla-gla-200-d-style-5p-diesel-2017-en-madrid-70224471-covo.aspx
KIA,KIA Rio 1.1 CRDi WGT Concept,8.490 €,2015,140.000 km,Diesel,75 cv,Madrid,https://www.coches.net/kia-rio-11-crdi-wgt-75cv-concept-5p-diesel-2015-en-madrid-70224474-covo.aspx
DS,DS DS 7 Crossback E-Tense 1.6 ETense 225 PERFORMANCE LINE Auto,21.840 €,2021,93.704 km,Híbrido enchufable,225 cv,Madrid,https://www.coches.net/ds-ds-7-crossback-e-tense-16-etense-225-performance-line--auto-5p-electrico-hibrido-2021-en-madrid-70224475-covo.aspx
SKODA,SKODA Kamiq 1.0 TSI Ambition,16.490 €,2020,95.694 km,Gasolina,115 cv,Madrid,https://www.coches.net/skoda-kamiq-10-tsi-85kw-115cv-ambition-5p-gasolina-2020-en-madrid-70224480-covo.aspx
AUDI,AUDI A1 Sportback Adrenalin 30 TFSI,16.590 €,2021,134.593 km,Gasolina,110 cv,Madrid,https://www.coches.net/audi-a1-sportback-adrenalin-30-tfsi-81kw-110cv-5p-gasolina-2022-en-madrid-70224484-covo.aspx
JEEP,JEEP Compass eHybrid 1.5 MHEV Night Eagle Dct,22.390 €,2023,49.307 km,Híbrido,130 cv,Madrid,https://www.coches.net/jeep-compass-ehybrid-15-mhev-96kw-night-eagle-dct-5p-electrico-hibrido-2023-en-madrid-70224485-covo.aspx
DS,DS DS 7 Crossback BlueHDi DE Auto. CHIC,18.890 €,2021,98.163 km,Diesel,130 cv,Madrid,https://www.coches.net/ds-ds-7-crossback-bluehdi-de-96kw-130cv-auto-chic-5p-diesel-2021-en-madrid-70224486-covo.aspx
HYUNDAI,HYUNDAI Tucson 1.6 CRDI Maxx,22.990 €,2023,64.344 km,Diesel,115 cv,Madrid,https://www.coches.net/hyundai-tucson-16-crdi-85kw-115cv-maxx-5p-diesel-2023-en-madrid-70224490-covo.aspx
OPEL,OPEL Insignia 1.6CDTI SS eco Excellence,6.980 €,2017,288.000 km,Diesel,136 cv,Jaén,https://www.coches.net/opel-insignia-16cdti-ss-eco-100kw-136cv-excellence-5p-diesel-2017-en-jaen-70229306-covo.aspx
PEUGEOT,PEUGEOT 308 Allure Hybrid 180 eEAT8,24.990 €,2023,50.000 km,Híbrido enchufable,180 cv,Ciudad Real,https://www.coches.net/peugeot-308-5p-allure-hybrid-180-eeat8-5p-electrico-hibrido-2023-en-ciudad-real-70229536-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ GLC Coupé GLC 220 d 4MATIC,38.990 €,2018,64.000 km,Diesel,170 cv,Almería,https://www.coches.net/mercedes-benz-glc-coupe-glc-220-d-4matic-5p-diesel-2019-en-almeria-70232467-covo.aspx
CITROEN,CITROEN C3 Aircross PureTech SS CSeries,11.400 €,2023,66.000 km,Gasolina,110 cv,Madrid,https://www.coches.net/citroen-c3-aircross-puretech-81kw-110cv-ss-cseries-5p-gasolina-2023-en-madrid-70232607-covo.aspx
SEAT,SEAT León 1.0 eTSI DSG7 SS Style,17.900 €,2021,49.900 km,Híbrido,110 cv,Madrid,https://www.coches.net/seat-leon-10-etsi-81kw-dsg7-ss-style-5p-electrico-hibrido-2021-en-madrid-70232933-covo.aspx
SUBARU,SUBARU XV 2.0i Hybrid CVT Executive Plus,21.300 €,2023,54.000 km,Híbrido,150 cv,Madrid,https://www.coches.net/subaru-xv-20i-hybrid-cvt-executive-plus-5p-electrico-hibrido-2022-en-madrid-70233046-covo.aspx
SEAT,SEAT Ateca 1.5 TSI DSG FR Special Edition,33.100 €,2026,10 km,Gasolina,150 cv,Burgos,https://www.coches.net/km-0/seat/ateca/burgos/15-tsi-110kw-dsg-fr-special-edition-gasolina-de-km0-70233366-kovn.aspx
SEAT,SEAT Ateca 1.5 TSI DSG FR Special Edition,33.800 €,2026,10 km,Gasolina,150 cv,Burgos,https://www.coches.net/km-0/seat/ateca/burgos/15-tsi-110kw-dsg-fr-special-edition-gasolina-de-km0-70233410-kovn.aspx
AUDI,AUDI Q2 Design 35 TFSI S tronic,21.990 €,2020,66.000 km,Gasolina,150 cv,Sta. C. Tenerife,https://www.coches.net/audi-q2-design-35-tfsi-110kw-150cv-s-tronic-5p-gasolina-2020-en-sta-c-tenerife-70233439-covo.aspx
PEUGEOT,PEUGEOT 3008 Hybrid 1.2 Allure eDCS6,29.750 €,2025,9500 km,Híbrido,145 cv,Ciudad Real,https://www.coches.net/peugeot-3008-hybrid-12-107kw-allure-edcs6-5p-electrico-hibrido-2025-en-ciudad-real-70233462-covo.aspx
SEAT,SEAT Ateca 1.5 TSI DSG FR Special Edition,33.300 €,2026,10 km,Gasolina,150 cv,Burgos,https://www.coches.net/km-0/seat/ateca/burgos/15-tsi-110kw-dsg-fr-special-edition-gasolina-de-km0-70233534-kovn.aspx
SEAT,SEAT Ateca 1.5 TSI FR Special Edition,32.200 €,2026,10 km,Gasolina,150 cv,Burgos,https://www.coches.net/km-0/seat/ateca/burgos/15-tsi-110kw-150cv-fr-special-edition-gasolina-de-km0-70233660-kovn.aspx
VOLKSWAGEN,VOLKSWAGEN Polo RLine 1.0 TSI DSG,16.190 €,2021,96.785 km,Gasolina,110 cv,Madrid,https://www.coches.net/volkswagen-polo-rline-10-tsi-81kw-110cv-dsg-5p-gasolina-2022-en-madrid-70234009-covo.aspx
FORD,FORD Mondeo 2.0 Hibrido Trend HEV Auto,14.470 €,2020,158.000 km,Híbrido,187 cv,Madrid,https://www.coches.net/ford-mondeo-20-hibrido-138kw-187cv-trend-hev-auto-4p-electrico-hibrido-2020-en-madrid-70234124-covo.aspx
KIA,KIA Ceed 1.0 TGDi Concept,12.470 €,2021,125.000 km,Gasolina,120 cv,Madrid,https://www.coches.net/kia-ceed-10-tgdi-88kw-120cv-concept-5p-gasolina-2022-en-madrid-70234266-covo.aspx
LAND-ROVER,LAND-ROVER Range Rover Evoque 2.0L TD4 4x4 HSE Dynamic Auto,19.990 €,2015,99.000 km,Diesel,150 cv,Zamora,https://www.coches.net/land-rover-range-rover-evoque-20l-td4-110kw-4x4-hse-dynamic-auto-5p-diesel-2017-en-zamora-70234420-covo.aspx
PEUGEOT,PEUGEOT 3008 1.6BLUEHDI ALLURE SS,9.990 €,2015,154.000 km,Diesel,120 cv,Pontevedra,https://www.coches.net/peugeot-3008-16bluehdi-88kw-120cv-allure-ss-5p-diesel-2016-en-pontevedra-70234737-covo.aspx
BMW,BMW Serie 1 116d,22.490 €,2022,33.594 km,Diesel,116 cv,Madrid,https://www.coches.net/bmw-serie-1-116d-5p-diesel-2023-en-madrid-70235125-covo.aspx
PEUGEOT,PEUGEOT e-Rifter eRifter Active Pack Standard,21.990 €,2023,18.900 km,Eléctrico,136 cv,Bizkaia,https://www.coches.net/peugeot-e-rifter-erifter-active-pack-standard-100kw-4p-electrico-hibrido-2023-en-vizcaya-70236434-covo.aspx
PEUGEOT,PEUGEOT 2008 Allure Puretech 130 SS EAT8,16.990 €,2020,45.300 km,Gasolina,130 cv,Bizkaia,https://www.coches.net/peugeot-2008-allure-puretech-130-ss-eat8-5p-gasolina-2020-en-vizcaya-70236446-covo.aspx
AUDI,AUDI A1 Sportback Adrenalin 30 TFSI S tron,27.900 €,2025,16.649 km,Gasolina,116 cv,Jaén,https://www.coches.net/audi-a1-sportback-adrenalin-30-tfsi-85kw-s-tron-5p-gasolina-2026-en-jaen-70236986-covo.aspx
BMW,BMW Serie 2 218d,19.750 €,2017,141.000 km,Diesel,150 cv,Alicante,https://www.coches.net/bmw-serie-2-218d-2p-diesel-2017-en-alicante-70237081-covo.aspx
