Car_Name,Real_Price,Predicted_Price,URL,Oportunidad_%
OPEL Insignia 2.0 CDTI 160 CV Sport,6280.0,8020.9097,https://www.coches.net/opel-insignia-20-cdti-160-cv-sport-5p-diesel-2011-en-madrid-70281202-covo.aspx,21.704641244384263
MERCEDES-BENZ CLA CLA 200 D DCT Shooting Brake,23990.0,30625.01,https://www.coches.net/mercedes-benz-cla-cla-200-d-dct-shooting-brake-5p-diesel-2021-en-sevilla-70461449-covo.aspx,21.66533110161636
CITROEN C3 BlueHDi SS Feel Pack,9999.0,12747.332,https://www.coches.net/citroen-c3-bluehdi-75kw-100cv-ss-feel-pack-5p-diesel-2022-en-alicante-70273874-covo.aspx,21.560056837873855
TOYOTA Corolla 140H Eco,15900.0,20259.809,https://www.coches.net/toyota-corolla-140h-eco-4p-electrico-hibrido-2023-en-madrid-70475043-covo.aspx,21.51949547586036
TOYOTA Corolla 140H Eco,16900.0,21527.133,https://www.coches.net/toyota-corolla-140h-eco-4p-electrico-hibrido-2023-en-madrid-70484382-covo.aspx,21.494422191761632
MERCEDES-BENZ Clase E E 250 BlueTEC 4MATIC Avantgarde Estate,15999.0,20357.959,https://www.coches.net/mercedes-benz-clase-e-e-250-bluetec-4matic-avantgarde-estate-5p-diesel-2015-en-alicante-70318073-covo.aspx,21.41157169891421
MG MG3 Hybrid+ Luxury,18290.0,23270.305,https://www.coches.net/mg-mg3-hybrid-luxury-5p-electrico-hibrido-2024-en-huelva-70429359-covo.aspx,21.401974552465774
RENAULT Clio Business TCe GLP,10990.0,13969.8,https://www.coches.net/renault-clio-business-tce-74-kw-100cv-glp-5p-otros-2021-en-madrid-70426829-covo.aspx,21.33029711483512
RENAULT Espace Techno ETech full hybrid,27990.0,35556.344,https://www.coches.net/renault-espace-techno-etech-full-hybrid-146kw-7p-5p-electrico-hibrido-2024-en-sta-c-tenerife-62613650-covo.aspx,21.279870065380386
TESLA Model 3 Gran Autonomia AWD,28500.0,36196.098,https://www.coches.net/tesla-model-3-gran-autonomia-awd-4p-electrico-hibrido-2019-en-a-coruna-70020612-covo.aspx,21.262230335819392
MASERATI Ghibli S 3.0 V6 BT RWD,29990.0,38084.465,https://www.coches.net/maserati-ghibli-s-30-v6-bt-410cv-rwd-4p-gasolina-2015-en-barcelona-70485931-covo.aspx,21.25398079494971
LAND-ROVER Range Rover Evoque 1.5 P300e I3 S AUTO 4WD PHEV,30990.0,39328.277,https://www.coches.net/land-rover-range-rover-evoque-15-p300e-i3-s-auto-4wd-phev-5p-electrico-hibrido-2022-en-sta-c-tenerife-62467482-covo.aspx,21.201735511751593
FORD Mondeo 2.0 Hibrido 138kW187CV Titanium HEV AT,15990.0,20283.828,https://www.coches.net/ford-mondeo-20-hibrido-138kw187cv-titanium-hev-at-4p-electrico-hibrido-2020-en-madrid-70347807-covo.aspx,21.168726625660067
MERCEDES-BENZ Clase GLA GLA 45 AMG Edition 1 4M,22000.0,27863.535,https://www.coches.net/mercedes-benz-clase-gla-gla-45-amg-edition-1-4m-5p-gasolina-2015-en-murcia-62496378-covo.aspx,21.043758889061014
MG MG3 Hybrid+ Comfort,17290.0,21890.377,https://www.coches.net/mg-mg3-hybrid-comfort-5p-electrico-hibrido-2024-en-madrid-70317377-covo.aspx,21.015521856823323
BMW Serie 3 320d Gran Turismo,16890.0,21378.55,https://www.coches.net/bmw-serie-3-320d-gran-turismo-5p-diesel-2018-en-madrid-70462567-covo.aspx,20.99558022981928
SKODA Karoq 2.0 TDI DSG 4X4 Ambition,15990.0,20195.906,https://www.coches.net/skoda-karoq-20-tdi-110kw-150cv-dsg-4x4-ambition-5p-diesel-2022-en-madrid-70414787-covo.aspx,20.825538591515297
SEAT León SP 1.5 eTSI DSG Style Spec Edition,23900.0,30172.404,https://www.coches.net/seat-leon-sp-15-etsi-110kw-dsg-style-spec-edition-5p-electrico-hibrido-2025-en-guipuzcoa-70181006-covo.aspx,20.788546498180928
NISSAN X-TRAIL dCi 130kW177 CV Xtronic NCONNECTA,13900.0,17544.225,https://www.coches.net/nissan-x-trail-5p-dci-130-kw177-cv-xtronic-nconnecta-5p-diesel-2017-en-valencia-70431260-covo.aspx,20.771648166358165
SUBARU Forester 2.0 D Sport Plus,7490.0,9448.314,https://www.coches.net/subaru-forester-20-d-sport-plus-5p-diesel-2012-en-madrid-70463748-covo.aspx,20.72660116088001
PEUGEOT 308 Allure Puretech 130 SS EAT8,12900.0,16254.798,https://www.coches.net/peugeot-308-5p-allure-puretech-130-ss-eat8-5p-gasolina-2021-en-madrid-70473959-covo.aspx,20.63881619567492
OPEL Astra 1.4 Turbo Dynamic,13999.0,17632.932,https://www.coches.net/opel-astra-14-turbo-110kw-150cv-dynamic-5p-gasolina-2019-en-alicante-70290366-covo.aspx,20.60877745509252
PEUGEOT 208 BlueHDi Active,10900.0,13720.028,https://www.coches.net/peugeot-208-bluehdi-73kw-100cv-active-5p-diesel-2021-en-pontevedra-70504519-covo.aspx,20.554099849323553
PEUGEOT 208 BlueHDi Active,10900.0,13720.028,https://www.coches.net/peugeot-208-bluehdi-73kw-100cv-active-5p-diesel-2021-en-pontevedra-70504518-covo.aspx,20.554099849323553
VOLKSWAGEN Golf GTI TCR 2.0 TSI 213kW290CV DSG,27500.0,34566.35,https://www.coches.net/volkswagen-golf-gti-tcr-20-tsi-213kw290cv-dsg-3p-gasolina-2019-en-murcia-61677703-covo.aspx,20.442862040916328
MERCEDES-BENZ Clase A A 250 Aut. AMG Line,19999.0,25135.145,https://www.coches.net/mercedes-benz-clase-a-a-250-aut-amg-line-5p-gasolina-2014-en-alicante-70163753-covo.aspx,20.434115765136497
VOLVO V60 2.0 B4 D Momentum Pro Auto,22990.0,28886.414,https://www.coches.net/volvo-v60-20-b4-d-momentum-pro-auto-5p-electrico-hibrido-2022-en-murcia-62579098-covo.aspx,20.4124127340356
VOLVO V60 Cross Country 2.0 D4 Momentum,14999.0,18825.836,https://www.coches.net/volvo-v60-cross-country-20-d4-momentum-5p-diesel-2017-en-sevilla-70507953-covo.aspx,20.32757509522942
BMW Serie 2 Active Tourer 218d,29900.0,37494.39,https://www.coches.net/bmw-serie-2-active-tourer-218d-5p-diesel-2023-en-albacete-62542993-covo.aspx,20.25473810457481
MERCEDES-BENZ Clase C C 300 e,33900.0,42413.938,https://www.coches.net/mercedes-benz-clase-c-c-300-e-4p-electrico-hibrido-2020-en-valencia-70393908-covo.aspx,20.073442839396836
MERCEDES-BENZ Clase C C 220 CDI Coupe,21490.0,26862.14,https://www.coches.net/mercedes-benz-clase-c-c-220-cdi-coupe-2p-diesel-2014-en-madrid-70070094-covo.aspx,19.998929720441815
TOYOTA Rav4 2.5l hybrid 2WD Feel,18890.0,23602.5,https://www.coches.net/toyota-rav4-25l-hybrid-2wd-feel-5p-electrico-hibrido-2016-en-madrid-70068679-covo.aspx,19.96610528545705
VOLKSWAGEN Golf Life 1.5 eTSI DSG,18690.0,23349.7,https://www.coches.net/volkswagen-golf-life-15-etsi-110kw-150cv-dsg-5p-electrico-hibrido-2020-en-madrid-70027143-covo.aspx,19.9561423686701
AUDI Q5 Design 45 TFSI quattro S tronic,26985.0,33694.883,https://www.coches.net/audi-q5-design-45-tfsi-180kw-quattro-s-tronic-5p-electrico-hibrido-2020-en-las-palmas-70497362-covo.aspx,19.91365528658492
RENAULT Scénic Zen Blue dCi,15464.0,19255.746,https://www.coches.net/renault-scenic-zen-blue-dci-110-kw-150cv-5p-diesel-2019-en-barcelona-62597494-covo.aspx,19.691504423091242
MERCEDES-BENZ Clase CLA CLA 220 d Shooting Brake,18990.0,23580.8,https://www.coches.net/mercedes-benz-clase-cla-cla-220-d-shooting-brake-5p-diesel-2016-en-barcelona-70485926-covo.aspx,19.468383723848437
MERCEDES-BENZ Clase A A 250 e,25985.0,32252.861,https://www.coches.net/mercedes-benz-clase-a-a-250-e-5p-electrico-hibrido-2022-en-las-palmas-70497351-covo.aspx,19.433504718724993
RENAULT Mégane Zen ETECH Hibrido Ench. 117kW160CV,19950.0,24716.762,https://www.coches.net/renault-megane-zen-etech-hibrido-ench-117kw160cv-5p-electrico-hibrido-2021-en-madrid-70326945-covo.aspx,19.285543037516767
OPEL Corsa 1.2T XHL Elegance,10985.0,13601.095,https://www.coches.net/opel-corsa-12t-xhl-74kw-100cv-elegance-5p-gasolina-2021-en-sta-c-tenerife-70430309-covo.aspx,19.23444236774082
CITROEN C3 BlueHDi SS Feel Pack,10890.0,13481.681,https://www.coches.net/citroen-c3-bluehdi-75kw-100cv-ss-feel-pack-5p-diesel-2021-en-malaga-70315716-covo.aspx,19.22372090425658
LAND-ROVER Range Rover Evoque 1.5 P300e RDynamic SE AUTO 4WD PHEV,24990.0,30934.33,https://www.coches.net/land-rover-range-rover-evoque-15-p300e-rdynamic-se-auto-4wd-phev-5p-electrico-hibrido-2022-en-las-palmas-62537303-covo.aspx,19.215965120668614
