Brand,Car_Name,Selling_Price,Year,Kms_Driven,Fuel_Type,cc,Location,Ref
VOLKSWAGEN,VOLKSWAGEN Golf GTI Performance 2.0 TSI,23.950 €,2018,132.180 km,Gasolina,245 cv,A Coruña,https://www.coches.net/volkswagen-golf-gti-performance-20-tsi-180kw-245cv-5p-gasolina-2018-en-a-coruna-70200503-covo.aspx
OPEL,OPEL Cabrio 2.0 CDTi 165 CV Excellence Auto,14.499 €,2014,138.000 km,Diesel,165 cv,Alicante,https://www.coches.net/opel-cabrio-20-cdti-165-cv-excellence-auto-2p-diesel-2015-en-alicante-70209751-covo.aspx
MAZDA,MAZDA CX-30 eSKYACTIVX 2.0 Homura,23.900 €,2022,60.754 km,Híbrido,186 cv,Barcelona,https://www.coches.net/mazda-cx-30-eskyactivx-20-137kw-homura-5p-electrico-hibrido-2022-en-barcelona-70212976-covo.aspx
MAZDA,MAZDA CX-30 SKYACTIVG 2.0 AWD Zenith Safety,19.500 €,2021,120.353 km,Híbrido,122 cv,Barcelona,https://www.coches.net/mazda-cx-30-skyactivg-20-90-kw-awd-zenith-safety-5p-electrico-hibrido-2020-en-barcelona-70212984-covo.aspx
SUZUKI,SUZUKI Across 2.5 PHEV 4WD,52.900 €,2025,5 km,Híbrido enchufable,306 cv,Barcelona,https://www.coches.net/km-0/suzuki/across/barcelona/25-phev-4wd-electrico-hibrido-de-km0-70212985-kovn.aspx
DS,DS DS 4 BlueHDi 130 auto PERFORMANCE LINE,24.950 €,2022,21.694 km,Diesel,130 cv,Madrid,https://www.coches.net/ds-ds-4-bluehdi-130-auto-performance-line-5p-diesel-2022-en-madrid-70214077-covo.aspx
NISSAN,NISSAN QASHQAI 1.6 dCi XTRONIC TEKNA PIEL,18.500 €,2016,61.508 km,Diesel,130 cv,Barcelona,https://www.coches.net/nissan-qashqai-16-dci-xtronic-tekna-piel-5p-diesel-2016-en-barcelona-70229079-covo.aspx
PEUGEOT,PEUGEOT 2008 Allure Pack Puretech 130 SS BVM6,15.900 €,2021,69.105 km,Gasolina,130 cv,Barcelona,https://www.coches.net/peugeot-2008-allure-pack-puretech-130-ss-bvm6-5p-gasolina-2021-en-barcelona-70229081-covo.aspx
MAZDA,MAZDA CX-30 eSKYACTIVG 2.0 2WD AT Zenith,22.900 €,2021,77.608 km,Híbrido,122 cv,Barcelona,https://www.coches.net/mazda-cx-30-eskyactivg-20-90-kw-2wd-at-zenith-5p-electrico-hibrido-2021-en-barcelona-70229087-covo.aspx
MAZDA,MAZDA Mazda2 eSKYACTIV G CenterLine,17.900 €,2024,40.701 km,Híbrido,90 cv,Barcelona,https://www.coches.net/mazda-mazda2-eskyactiv-g-66kw-90cv-centerline-5p-electrico-hibrido-2023-en-barcelona-70229089-covo.aspx
SUZUKI,SUZUKI Swift 1.2 GLE Mild Hybrid,17.900 €,2024,15.382 km,Híbrido,83 cv,Barcelona,https://www.coches.net/suzuki-swift-12-gle-mild-hybrid-5p-electrico-hibrido-2021-en-barcelona-70229090-covo.aspx
MAZDA,MAZDA CX-30 eSKY X MHEV Homura,31.500 €,2025,3010 km,Híbrido,186 cv,Barcelona,https://www.coches.net/mazda-cx-30-esky-x-mhev-137-kw-homura-5p-electrico-hibrido-2024-en-barcelona-70229093-covo.aspx
BMW,BMW Serie 2 218iA,34.900 €,2024,7000 km,Gasolina,156 cv,Barcelona,https://www.coches.net/bmw-serie-2-218ia-2p-gasolina-2024-en-barcelona-70229096-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase C Coupe MercedesAMG C 43 4MATIC,41.900 €,2018,100.000 km,Gasolina,390 cv,Barcelona,https://www.coches.net/mercedes-benz-clase-c-coupe-mercedesamg-c-43-4matic-2p-gasolina-2018-en-barcelona-70229097-covo.aspx
PORSCHE,PORSCHE Cayenne S,58.900 €,2018,75.150 km,Gasolina,440 cv,Barcelona,https://www.coches.net/porsche-cayenne-s-5p-gasolina-2021-en-barcelona-70229112-covo.aspx
AUDI,AUDI A6 RS 6 4.0 TFSI quattro tiptronic Avant,45.900 €,2013,137.500 km,Gasolina,560 cv,Barcelona,https://www.coches.net/audi-a6-rs-6-40-tfsi-quattro-tiptronic-avant-5p-gasolina-2014-en-barcelona-70232333-covo.aspx
KIA,KIA Stonic 1.2 DPi Concept,12.900 €,2023,59.900 km,Gasolina,84 cv,Madrid,https://www.coches.net/kia-stonic-12-dpi-62kw-84cv-concept-5p-gasolina-2023-en-madrid-70232927-covo.aspx
HYUNDAI,HYUNDAI Santa Fe 1.6 TGDi HEV Tecno Auto 4x2,28.500 €,2022,113.000 km,Híbrido,230 cv,Sevilla,https://www.coches.net/hyundai-santa-fe-16-tgdi-hev-tecno-auto-4x2-5p-electrico-hibrido-2020-en-sevilla-70236761-covo.aspx
AUDI,AUDI A3 Sportback Advanced 30 TFSI S tronic,22.900 €,2023,69.000 km,Híbrido,110 cv,Madrid,https://www.coches.net/audi-a3-sportback-advanced-30-tfsi-81kw-s-tronic-5p-electrico-hibrido-2023-en-madrid-70237930-covo.aspx
BMW,BMW i3 94ah,15.500 €,2016,69.000 km,Eléctrico,170 cv,Cádiz,https://www.coches.net/bmw-i3-94ah-5p-electrico-hibrido-2017-en-cadiz-70240513-covo.aspx
TOYOTA,TOYOTA Corolla 1.8 125H ACTIVE TECH ECVT,20.990 €,2022,45.799 km,Híbrido,122 cv,Málaga,https://www.coches.net/toyota-corolla-18-125h-active-tech-ecvt-5p-electrico-hibrido-2022-en-malaga-70241280-covo.aspx
HYUNDAI,HYUNDAI i30 1.0 TGDI 48V Tecno Fastback,18.950 €,2023,48.778 km,Híbrido,120 cv,Madrid,https://www.coches.net/hyundai-i30-10-tgdi-48v-tecno-fastback-5p-electrico-hibrido-2020-en-madrid-70244080-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Golf Variant Advance 1.6 TDI BMT,8.950 €,2016,196.847 km,Diesel,110 cv,Madrid,https://www.coches.net/volkswagen-golf-variant-advance-16-tdi-110cv-bmt-5p-diesel-2016-en-madrid-70244129-covo.aspx
CITROEN,CITROEN C3 Aircross PureTech SS CSeries,11.990 €,2022,72.367 km,Gasolina,110 cv,Málaga,https://www.coches.net/citroen-c3-aircross-puretech-81kw-110cv-ss-cseries-5p-gasolina-2022-en-malaga-70247263-covo.aspx
RENAULT,RENAULT Kangoo Combi Life Edition One 1.5 Blue dCi 70kW95CV,14.800 €,2021,144.000 km,Diesel,95 cv,Valencia,https://www.coches.net/renault-kangoo-combi-life-edition-one-15-blue-dci-70kw95cv-5p-diesel-2021-en-valencia-70249839-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Tiguan RLine 2.0 TDI DSG,33.990 €,2021,112.000 km,Diesel,150 cv,Pontevedra,https://www.coches.net/volkswagen-tiguan-rline-20-tdi-110kw-150cv-dsg-5p-diesel-2021-en-pontevedra-70252094-covo.aspx
TOYOTA,TOYOTA Corolla Sedán 1.33 VVTi Dual Active,16.900 €,2023,57.000 km,Gasolina,101 cv,Madrid,https://www.coches.net/toyota-corolla-sedan-133-vvti-dual-active-4p-gasolina-2009-en-madrid-70254242-covo.aspx
FIAT,FIAT 500 Dolcevita 1.0 Hybrid 70 CV,11.390 €,2022,55.137 km,Híbrido,70 cv,Málaga,https://www.coches.net/fiat-500-dolcevita-10-hybrid-51kw-70-cv-3p-electrico-hibrido-2022-en-malaga-70258484-covo.aspx
PEUGEOT,PEUGEOT Rifter GT Line Standard BlueHDi EAT8,20.500 €,2020,90.000 km,Diesel,130 cv,A Coruña,https://www.coches.net/peugeot-rifter-gt-line-standard-bluehdi-96kw-eat8-5p-diesel-2020-en-a-coruna-70264599-covo.aspx
AUDI,AUDI A3 2.0 TDI AMBITION,5.800 €,2003,200.000 km,Diesel,140 cv,A Coruña,https://www.coches.net/audi-a3-20-tdi-ambition-3p-diesel-2004-en-a-coruna-70264601-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase C Cabrio C 200,33.900 €,2019,137.700 km,Híbrido,184 cv,Valencia,https://www.coches.net/mercedes-benz-clase-c-cabrio-c-200-2p-electrico-hibrido-2018-en-valencia-70280409-covo.aspx
CITROEN,CITROEN C5 Aircross HYBRID eDCS6 Max,31.900 €,2025,1 km,Híbrido,145 cv,Asturias,https://www.coches.net/km-0/citroen/c5-aircross/asturias/hybrid-107kw-145cv-edcs6-max-electrico-hibrido-de-km0-70282723-kovn.aspx
RENAULT,RENAULT Arkana Intens TCe 103kW140CV EDC mild hybrid,14.450 €,2022,152.000 km,Híbrido,140 cv,Madrid,https://www.coches.net/renault-arkana-intens-tce-103kw140cv-edc-mild-hybrid-5p-electrico-hibrido-2021-en-madrid-70284253-covo.aspx
FIAT,FIAT 500C Dolcevita 1.0 Hybrid 70 CV,15.900 €,2024,40.000 km,Híbrido,70 cv,Madrid,https://www.coches.net/fiat-500c-dolcevita-10-hybrid-51kw-70-cv-2p-electrico-hibrido-2024-en-madrid-70286711-covo.aspx
AUDI,AUDI A5 Sportback 2.0 TDI multitronic,10.000 €,2011,250.000 km,Diesel,143 cv,Murcia,https://www.coches.net/audi-a5-sportback-20-tdi-143cv-multitronic-5p-diesel-2011-en-murcia-70294942-covo.aspx
FORD,FORD S-MAX 2.0 TDCi Vignale PowerShift,12.990 €,2018,197.000 km,Diesel,150 cv,Alicante,https://www.coches.net/ford-s-max-20-tdci-110kw-vignale-powershift-5p-diesel-2019-en-alicante-70297696-covo.aspx
SEAT,SEAT Ibiza 1.0 TSI Style XL,14.990 €,2023,40.668 km,Gasolina,110 cv,Málaga,https://www.coches.net/seat-ibiza-10-tsi-81kw-110cv-style-xl-5p-gasolina-2023-en-malaga-70301204-covo.aspx
RENAULT,RENAULT Captur techno TCe,19.990 €,2025,9853 km,Gasolina,90 cv,Málaga,https://www.coches.net/renault-captur-techno-tce-67kw-90cv-5p-gasolina-2025-en-malaga-70301206-covo.aspx
RENAULT,RENAULT Captur techno TCe,19.990 €,2025,8510 km,Gasolina,90 cv,Málaga,https://www.coches.net/renault-captur-techno-tce-67kw-90cv-5p-gasolina-2025-en-malaga-70301207-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase G MercedesAMG G 63,295.900 €,2026,10 km,Gasolina,585 cv,Barcelona,https://www.coches.net/km-0/mercedes-benz/clase-g/barcelona/mercedesamg-g-63-gasolina-de-km0-70307546-kovn.aspx
FORD,FORD Mustang 2.3 EcoBoost Mustang Aut. Fastb.,29.950 €,2016,121.000 km,Gasolina,310 cv,Las Palmas,https://www.coches.net/ford-mustang-23-ecoboost-314cv-mustang-aut-fastb-2p-gasolina-2015-en-las-palmas-70310234-covo.aspx
TOYOTA,TOYOTA Highlander 2.5 Advance P. Especial,39.900 €,2021,109.000 km,Híbrido,246 cv,Madrid,https://www.coches.net/toyota-highlander-25-advance-p-especial-5p-electrico-hibrido-2021-en-madrid-70312939-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ GLA GLA 180,29.850 €,2022,60.900 km,Gasolina,136 cv,Valencia,https://www.coches.net/mercedes-benz-gla-gla-180-5p-gasolina-2020-en-valencia-70313240-covo.aspx
MAZDA,MAZDA CX-30 SKYACTIVG 2.0 2WD AT Evolution,17.900 €,2019,101.600 km,Gasolina,122 cv,Madrid,https://www.coches.net/mazda-cx-30-skyactivg-20-90-kw-2wd-at-evolution-5p-gasolina-2019-en-madrid-70322876-covo.aspx
LAND-ROVER,LAND-ROVER Range Rover Evoque 2.0 D163 RDynamic S AUTO 4WD MHEV,28.490 €,2022,38.257 km,Híbrido,163 cv,Madrid,https://www.coches.net/land-rover-range-rover-evoque-20-d163-rdynamic-s-auto-4wd-mhev-5p-electrico-hibrido-2023-en-madrid-70325201-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Golf Sportsvan Advance 1.5 TSI EVO,16.899 €,2018,143.335 km,Gasolina,130 cv,Pontevedra,https://www.coches.net/volkswagen-golf-sportsvan-advance-15-tsi-evo-96kw-130cv-5p-gasolina-2018-en-pontevedra-70329334-covo.aspx
VOLKSWAGEN,VOLKSWAGEN T-Cross Advance 1.0 TSI,16.990 €,2023,62.704 km,Gasolina,110 cv,Málaga,https://www.coches.net/volkswagen-t-cross-advance-10-tsi-81kw-110cv-5p-gasolina-2023-en-malaga-70330177-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase C C 220 d Berlina,55.200 €,2026,15 km,Híbrido,197 cv,Valencia,https://www.coches.net/km-0/mercedes-benz/clase-c/valencia/c-220-d-berlina-electrico-hibrido-de-km0-70332296-kovn.aspx
MERCEDES-BENZ,MERCEDES-BENZ GLE Coupé GLE 300 d 4MATIC,92.800 €,2026,15 km,Híbrido,269 cv,Valencia,https://www.coches.net/km-0/mercedes-benz/gle-coupe/valencia/gle-300-d-4matic-electrico-hibrido-de-km0-70332327-kovn.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase C C 220 d Estate,56.000 €,2026,16 km,Híbrido,197 cv,Valencia,https://www.coches.net/km-0/mercedes-benz/clase-c/valencia/c-220-d-estate-electrico-hibrido-de-km0-70332351-kovn.aspx
MERCEDES-BENZ,MERCEDES-BENZ GLA GLA 200,46.700 €,2026,16 km,Híbrido,163 cv,Valencia,https://www.coches.net/km-0/mercedes-benz/gla/valencia/gla-200-electrico-hibrido-de-km0-70332406-kovn.aspx
MERCEDES-BENZ,MERCEDES-BENZ GLB GLB 250,57.600 €,2026,7 km,Eléctrico,272 cv,Valencia,https://www.coches.net/km-0/mercedes-benz/glb/valencia/glb-250-electrico-hibrido-de-km0-70332526-kovn.aspx
MERCEDES-BENZ,MERCEDES-BENZ CLA CLA 220 con tecnologia hibrida,54.300 €,2026,7 km,Híbrido,190 cv,Valencia,https://www.coches.net/km-0/mercedes-benz/cla/valencia/cla-220-con-tecnologia-hibrida-electrico-hibrido-de-km0-70332602-kovn.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase A A 200 d,42.900 €,2026,16 km,Diesel,150 cv,Valencia,https://www.coches.net/km-0/mercedes-benz/clase-a/valencia/a-200-d-diesel-de-km0-70334449-kovn.aspx
HYUNDAI,HYUNDAI Kona 1.6 GDI HEV Maxx DCT,20.900 €,2024,79.900 km,Híbrido,141 cv,Madrid,https://www.coches.net/hyundai-kona-16-gdi-hev-maxx-dct-5p-electrico-hibrido-2023-en-madrid-70335081-covo.aspx
BMW,BMW Serie 4 420d xDrive Gran Coupe,23.999 €,2015,88.000 km,Diesel,190 cv,Alicante,https://www.coches.net/bmw-serie-4-420d-xdrive-gran-coupe-5p-diesel-2016-en-alicante-70335507-covo.aspx
MINI,MINI MINI Cooper D Clubman,9.500 €,2012,140.000 km,Diesel,112 cv,Murcia,https://www.coches.net/mini-mini-cooper-d-clubman-5p-diesel-2012-en-murcia-70336502-covo.aspx
FIAT,FIAT 500C Sport 1.0 Hybrid 70 CV,10.500 €,2022,68.000 km,Híbrido,70 cv,Madrid,https://www.coches.net/fiat-500c-sport-10-hybrid-51kw-70-cv-2p-electrico-hibrido-2021-en-madrid-70336914-covo.aspx
FORD,FORD Focus 1.0 Ecoboost MHEV STLine,16.590 €,2023,77.747 km,Híbrido,125 cv,Málaga,https://www.coches.net/ford-focus-10-ecoboost-mhev-92kw-stline-5p-electrico-hibrido-2022-en-malaga-70339557-covo.aspx
TOYOTA,TOYOTA Yaris 1.5 120H Active Tech,17.790 €,2021,34.195 km,Híbrido,116 cv,Málaga,https://www.coches.net/toyota-yaris-15-120h-active-tech-5p-electrico-hibrido-2021-en-malaga-70339558-covo.aspx
VOLKSWAGEN,VOLKSWAGEN T-Roc Advance 1.5 TSI DSG,22.290 €,2021,70.544 km,Gasolina,150 cv,Málaga,https://www.coches.net/volkswagen-t-roc-advance-15-tsi-110kw-150cv-dsg-5p-gasolina-2022-en-malaga-70342497-covo.aspx
PEUGEOT,PEUGEOT 2008 Active Puretech 100 SS 6 Vel. MAN,13.700 €,2023,53.000 km,Gasolina,100 cv,Madrid,https://www.coches.net/peugeot-2008-active-puretech-100-ss-6-vel-man-5p-gasolina-2023-en-madrid-70350846-covo.aspx
MINI,MINI MINI ONE,15.890 €,2019,77.000 km,Gasolina,102 cv,Málaga,https://www.coches.net/mini-mini-one-3p-gasolina-2020-en-malaga-70350930-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ CLE CLE 220 d Coupe,62.900 €,2026,16 km,Híbrido,197 cv,Valencia,https://www.coches.net/km-0/mercedes-benz/cle/valencia/cle-220-d-coupe-electrico-hibrido-de-km0-70354241-kovn.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase E E 220 d,25.900 €,2017,116.500 km,Diesel,194 cv,Valencia,https://www.coches.net/mercedes-benz-clase-e-e-220-d-4p-diesel-2017-en-valencia-70355058-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ CLA CLA MercedesAMG S 45 4MATIC,53.900 €,2020,75.000 km,Gasolina,422 cv,Valencia,https://www.coches.net/mercedes-benz-cla-cla-mercedesamg-s-45-4matic-4p-gasolina-2020-en-valencia-70355682-covo.aspx
SSANGYONG,SSANGYONG Tivoli G12T Urban Plus,12.500 €,2023,53.000 km,Gasolina,128 cv,Madrid,https://www.coches.net/ssangyong-tivoli-g12t-urban-plus-5p-gasolina-2023-en-madrid-70355872-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase GLA GLA 220 CDI AMG Line,17.690 €,2015,174.000 km,Diesel,170 cv,Valencia,https://www.coches.net/mercedes-benz-clase-gla-gla-220-cdi-amg-line-5p-diesel-2015-en-valencia-70356121-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ Vito 220 d Marco Polo Activity Largo,54.900 €,2023,6900 km,Diesel,163 cv,Valencia,https://www.coches.net/mercedes-benz-vito-220-d-marco-polo-activity-largo-4p-diesel-2022-en-valencia-70356223-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase B B 200,25.900 €,2020,93.000 km,Gasolina,163 cv,Valencia,https://www.coches.net/mercedes-benz-clase-b-b-200-5p-gasolina-2020-en-valencia-70357987-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase A A 180 d,41.900 €,2026,17 km,Diesel,116 cv,Valencia,https://www.coches.net/km-0/mercedes-benz/clase-a/valencia/a-180-d-diesel-de-km0-70363036-kovn.aspx
BMW,BMW X2 sDrive18i,25.990 €,2022,48.286 km,Gasolina,136 cv,Cádiz,https://www.coches.net/bmw-x2-sdrive18i-5p-gasolina-2022-en-cadiz-70363551-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ CLA CLA 250 con tecnologia EQ,55.900 €,2025,7 km,Eléctrico,272 cv,Valencia,https://www.coches.net/km-0/mercedes-benz/cla/valencia/cla-250-con-tecnologia-eq-electrico-hibrido-de-km0-70363616-kovn.aspx
MERCEDES-BENZ,MERCEDES-BENZ GLE Coupé GLE 350 de 4MATIC,105.900 €,2025,8 km,Híbrido enchufable,333 cv,Valencia,https://www.coches.net/km-0/mercedes-benz/gle-coupe/valencia/gle-350-de-4matic-electrico-hibrido-de-km0-70363735-kovn.aspx
MERCEDES-BENZ,MERCEDES-BENZ GLC GLC 400 4MATIC con tecnologia EQ,81.900 €,2025,5 km,Eléctrico,489 cv,Valencia,https://www.coches.net/km-0/mercedes-benz/glc/valencia/glc-400-4matic-con-tecnologia-eq-electrico-hibrido-de-km0-70363865-kovn.aspx
MERCEDES-BENZ,MERCEDES-BENZ GLE GLE 450 d 4MATIC,116.900 €,2025,15 km,Híbrido,367 cv,Valencia,https://www.coches.net/km-0/mercedes-benz/gle/valencia/gle-450-d-4matic-electrico-hibrido-de-km0-70364230-kovn.aspx
MERCEDES-BENZ,MERCEDES-BENZ Mercedes-AMG SL MercedesAMG SL 55 4MATIC,189.900 €,2025,1 km,Gasolina,476 cv,Valencia,https://www.coches.net/mercedes-benz-mercedes-amg-sl-mercedesamg-sl-55-4matic-2p-gasolina-2025-en-valencia-70364564-covo.aspx
BMW,BMW X5 M,51.900 €,2018,90.300 km,Gasolina,575 cv,Barcelona,https://www.coches.net/bmw-x5-m-5p-gasolina-2018-en-barcelona-70366728-covo.aspx
MAZDA,MAZDA CX-5 2.0 GE Zenith,20.900 €,2019,70.952 km,Gasolina,165 cv,Barcelona,https://www.coches.net/mazda-cx-5-20-ge-121kw-165cv-zenith-5p-gasolina-2021-en-barcelona-70366731-covo.aspx
HONDA,HONDA CR-V 2.0 iMMD 4x2 LIFESTYLE,30.900 €,2022,37.500 km,Híbrido,184 cv,Barcelona,https://www.coches.net/honda-cr-v-20-immd-4x2-lifestyle-5p-electrico-hibrido-2020-en-barcelona-70366732-covo.aspx
MAZDA,MAZDA MX-30 eSKYACTIV REV ADVANTAGE Mod.Conf,23.900 €,2024,22.235 km,Híbrido enchufable,170 cv,Barcelona,https://www.coches.net/mazda-mx-30-eskyactiv-rev-125kw-advantage-modconf-5p-electrico-hibrido-2022-en-barcelona-70366735-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ EQE EQE 350 AMG Night Edition,74.900 €,2026,7 km,Eléctrico,320 cv,Valencia,https://www.coches.net/km-0/mercedes-benz/eqe/valencia/eqe-350-amg-night-edition-electrico-hibrido-de-km0-70371988-kovn.aspx
PEUGEOT,PEUGEOT Rifter Allure BlueHDi 100 SS 6 Vel. MAN Long,22.990 €,2024,3726 km,Diesel,100 cv,Madrid,https://www.coches.net/peugeot-rifter-allure-bluehdi-100-ss-6-vel-man-long-5p-diesel-2025-en-madrid-70373163-covo.aspx
VOLVO,VOLVO XC60 2.0 T8 AWD Polestar Auto,41.900 €,2021,72.725 km,Híbrido enchufable,405 cv,Madrid,https://www.coches.net/volvo-xc60-20-t8-awd-polestar-auto-5p-electrico-hibrido-2021-en-madrid-70374832-covo.aspx
OPEL,OPEL Corsa 1.2T XHL GS,15.990 €,2024,17.000 km,Gasolina,100 cv,Las Palmas,https://www.coches.net/opel-corsa-12t-xhl-74kw-100cv-gs-5p-gasolina-2023-en-las-palmas-70377206-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Touran 1.6 TDI DSG Advance Bmotion Tech,8.490 €,2013,254.000 km,Diesel,105 cv,Alicante,https://www.coches.net/volkswagen-touran-16-tdi-105cv-dsg-advance-bmotion-tech-5p-diesel-2014-en-alicante-70377648-covo.aspx
PEUGEOT,PEUGEOT 2008 GT Line 1.6 BlueHDi,9.500 €,2017,124.000 km,Diesel,100 cv,Barcelona,https://www.coches.net/peugeot-2008-gt-line-16-bluehdi-73kw-100cv-5p-diesel-2018-en-barcelona-70380611-covo.aspx
NISSAN,NISSAN X-TRAIL dCi E6D CVT 4X4i TEKNA,18.900 €,2021,172.974 km,Diesel,150 cv,Barcelona,https://www.coches.net/nissan-x-trail-7p-dci-110-kw-e6d-cvt-4x4i-tekna-5p-diesel-2019-en-barcelona-70380612-covo.aspx
CITROEN,CITROEN C4 Cactus BlueHDi Shine,11.750 €,2019,104.115 km,Diesel,99 cv,Madrid,https://www.coches.net/citroen-c4-cactus-bluehdi-73kw-100cv-shine-5p-diesel-2018-en-madrid-70381894-covo.aspx
OPEL,OPEL Mokka 1.2 T 100 CV Business Elegance,13.450 €,2021,122.884 km,Gasolina,100 cv,Madrid,https://www.coches.net/opel-mokka-12-t-74kw-100-cv-business-elegance-5p-gasolina-2021-en-madrid-70381902-covo.aspx
AUDI,AUDI A3 Sportback Advanced 30 TDI,19.450 €,2021,185.558 km,Diesel,116 cv,Madrid,https://www.coches.net/audi-a3-sportback-advanced-30-tdi-85kw-116cv-5p-diesel-2021-en-madrid-70381905-covo.aspx
FORD,FORD Kuga STLine 1.5T EcoBoost,18.990 €,2022,60.140 km,Gasolina,150 cv,Madrid,https://www.coches.net/ford-kuga-stline-15t-ecoboost-110kw-150cv-5p-gasolina-2022-en-madrid-70383391-covo.aspx
NISSAN,NISSAN QASHQAI DIGT mHEV 4x2 Acenta,20.950 €,2023,92.786 km,Híbrido,140 cv,Madrid,https://www.coches.net/nissan-qashqai-digt-103kw-140cv-mhev-4x2-acenta-5p-electrico-hibrido-2024-en-madrid-70384001-covo.aspx
JEEP,JEEP Avenger 1.2 eHybrid Longitude,21.950 €,2024,15.000 km,Híbrido,100 cv,Las Palmas,https://www.coches.net/jeep-avenger-12-ehybrid-74kw-100cv-longitude-5p-electrico-hibrido-2024-en-las-palmas-70385566-covo.aspx
PORSCHE,PORSCHE 911 Carrera Cabriolet,175.900 €,2024,6900 km,Gasolina,394 cv,Barcelona,https://www.coches.net/porsche-911-carrera-cabriolet-2p-gasolina-2025-en-barcelona-70387425-covo.aspx
AUDI,AUDI A6 Avant 40 TDI quattroult. S tronic,27.500 €,2020,159.980 km,Híbrido,204 cv,Asturias,https://www.coches.net/audi-a6-avant-40-tdi-150kw-quattroult-s-tronic-5p-electrico-hibrido-2021-en-asturias-70387731-covo.aspx
MAZDA,MAZDA Mazda3 2.0 SKYACTIVG ZENITH,15.450 €,2017,158.066 km,Gasolina,165 cv,Madrid,https://www.coches.net/mazda-mazda3-20-skyactivg-121kw-zenith-5p-gasolina-2017-en-madrid-70388607-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Golf RLine 2.0 TDI DSG Variant,13.990 €,2021,125.000 km,Diesel,150 cv,Las Palmas,https://www.coches.net/volkswagen-golf-rline-20-tdi-110kw-150cv-dsg-variant-5p-diesel-2021-en-las-palmas-70388645-covo.aspx
OPEL,OPEL Astra 1.4 Turbo SS 125 CV Excellence,8.995 €,2016,112.000 km,Gasolina,125 cv,Sta. C. Tenerife,https://www.coches.net/opel-astra-14-turbo-ss-125-cv-excellence-5p-gasolina-2016-en-sta-c-tenerife-70388731-covo.aspx
TOYOTA,TOYOTA Proace City Verso 1.2 Family Active L1,21.995 €,2023,20.000 km,Gasolina,110 cv,Las Palmas,https://www.coches.net/toyota-proace-city-verso-12-81kw-110cv-family-active-l1-5p-gasolina-2022-en-las-palmas-70393927-covo.aspx
VOLVO,VOLVO V60 2.0 B4 G Plus Dark Auto,36.500 €,2025,20.767 km,Híbrido,197 cv,Barcelona,https://www.coches.net/volvo-v60-20-b4-g-plus-dark-auto-5p-electrico-hibrido-2025-en-barcelona-70397591-covo.aspx
KIA,KIA Sportage 1.6 MHEV Business 4x4,18.990 €,2021,73.964 km,Híbrido,136 cv,Málaga,https://www.coches.net/kia-sportage-16-mhev-business-100kw-136cv-4x4-5p-electrico-hibrido-2021-en-malaga-70401304-covo.aspx
FORD,FORD Puma 1.0 EcoBoost STLine X MHEV,18.890 €,2023,55.647 km,Híbrido,125 cv,Málaga,https://www.coches.net/ford-puma-10-ecoboost-125cv-stline-x-mhev-5p-electrico-hibrido-2023-en-malaga-70401306-covo.aspx
BMW,BMW Serie 5 BMW M5,159.900 €,2025,6900 km,Híbrido enchufable,727 cv,Barcelona,https://www.coches.net/km-0/bmw/serie-5/barcelona/bmw-m5-electrico-hibrido-de-km0-70401344-kovn.aspx
AUDI,AUDI A6 RS6 Avant Performance,164.900 €,2026,10 km,Gasolina,630 cv,Barcelona,https://www.coches.net/km-0/audi/a6/barcelona/rs6-avant-performance-gasolina-de-km0-70401356-kovn.aspx
AUDI,AUDI A6 RS6 Avant Performance,166.900 €,2026,10 km,Gasolina,630 cv,Barcelona,https://www.coches.net/km-0/audi/a6/barcelona/rs6-avant-performance-gasolina-de-km0-70401499-kovn.aspx
AUDI,AUDI Q8 RS Q8 performance quattro tiptron,187.900 €,2026,10 km,Gasolina,640 cv,Barcelona,https://www.coches.net/audi-q8-rs-q8-performance-471kw-quattro-tiptron-5p-gasolina-2026-en-barcelona-70401581-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ CLA CLA 250 e,26.900 €,2022,53.000 km,Híbrido enchufable,218 cv,Madrid,https://www.coches.net/mercedes-benz-cla-cla-250-e-4p-electrico-hibrido-2021-en-madrid-70402225-covo.aspx
