Brand,Car_Name,Selling_Price,Year,Kms_Driven,Fuel_Type,cc,Location,Ref
MINI,MINI COUNTRYMAN Cooper S E ALL4,20.990 €,2020,67.000 km,Híbrido enchufable,224 cv,Sta. C. Tenerife,https://www.coches.net/mini-countryman-cooper-s-e-all4-5p-electrico-hibrido-2020-en-sta-c-tenerife-62344199-covo.aspx
RENAULT,RENAULT Clio Zen ETech Hibrido,15.990 €,2022,74.000 km,Híbrido,140 cv,Sta. C. Tenerife,https://www.coches.net/renault-clio-zen-etech-hibrido-104-kw-140cv-5p-electrico-hibrido-2021-en-sta-c-tenerife-62344203-covo.aspx
RENAULT,RENAULT Trafic SL LIMITED Energy dCi 120 CV SS,18.990 €,2021,95.000 km,Diesel,120 cv,Sta. C. Tenerife,https://www.coches.net/renault-trafic-sl-limited-energy-dci-88-kw-120-cv-ss-4p-diesel-2019-en-sta-c-tenerife-62344205-covo.aspx
TOYOTA,TOYOTA Prius PlugIn 125PH Advance,18.990 €,2022,78.000 km,Híbrido enchufable,122 cv,Sta. C. Tenerife,https://www.coches.net/toyota-prius-plugin-125ph-advance-5p-electrico-hibrido-2021-en-sta-c-tenerife-62344210-covo.aspx
RENAULT,RENAULT Mégane Intens ETECH Hibrido Ench. 117kW160CV,15.990 €,2022,68.000 km,Híbrido enchufable,160 cv,Sta. C. Tenerife,https://www.coches.net/renault-megane-intens-etech-hibrido-ench-117kw160cv-5p-electrico-hibrido-2021-en-sta-c-tenerife-62352476-covo.aspx
SEAT,SEAT Ateca 1.0 TSI StSp Style XL,18.990 €,2023,73.500 km,Gasolina,110 cv,Sta. C. Tenerife,https://www.coches.net/seat-ateca-10-tsi-81kw-stsp-style-xl-5p-gasolina-2023-en-sta-c-tenerife-62352477-covo.aspx
KIA,KIA e-Niro eNiro Drive Long Range,33.640 €,2023,10.536 km,Eléctrico,204 cv,Sevilla,https://www.coches.net/kia-e-niro-eniro-150kw-204cv-drive-long-range-5p-electrico-hibrido-2024-en-sevilla-62353437-covo.aspx
FIAT,FIAT 500 Dolcevita 1.0 Hybrid 70 CV,9.990 €,2021,82.896 km,Híbrido,70 cv,Las Palmas,https://www.coches.net/fiat-500-dolcevita-10-hybrid-51kw-70-cv-3p-electrico-hibrido-2021-en-las-palmas-62354356-covo.aspx
FIAT,FIAT 500 Dolcevita 1.0 Hybrid 70 CV,10.990 €,2021,95.948 km,Híbrido,70 cv,Las Palmas,https://www.coches.net/fiat-500-dolcevita-10-hybrid-51kw-70-cv-3p-electrico-hibrido-2021-en-las-palmas-62362117-covo.aspx
DS,DS DS 3 Crossback PureTech PERFORMANCE LINE,13.990 €,2022,75.000 km,Gasolina,130 cv,Sta. C. Tenerife,https://www.coches.net/ds-ds-3-crossback-puretech-96kw-130cv-performance-line-5p-gasolina-2022-en-sta-c-tenerife-62364777-covo.aspx
AUDI,AUDI A3 Sportback S line 35 TFSI S tronic,37.300 €,2025,15.084 km,Híbrido,150 cv,Gipuzkoa,https://www.coches.net/audi-a3-sportback-s-line-35-tfsi-110kw-s-tronic-5p-electrico-hibrido-2025-en-guipuzcoa-62364796-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Arteon R 2.0 TSI DSG 4Motion,44.900 €,2021,60.000 km,Gasolina,320 cv,Bizkaia,https://www.coches.net/volkswagen-arteon-r-20-tsi-235kw-320cv-dsg-4motion-5p-gasolina-2022-en-vizcaya-62373072-covo.aspx
BMW,BMW Serie 1 116i,13.990 €,2017,74.000 km,Gasolina,109 cv,Valencia,https://www.coches.net/bmw-serie-1-116i-3p-gasolina-2017-en-valencia-62375523-covo.aspx
KIA,KIA e-Niro eNiro Drive Long Range,33.900 €,2023,1535 km,Eléctrico,204 cv,Sevilla,https://www.coches.net/kia-e-niro-eniro-150kw-204cv-drive-long-range-5p-electrico-hibrido-2023-en-sevilla-62387411-covo.aspx
OPEL,OPEL Grandland X PHEV 1.6 Turbo Edition Auto 4x2,17.990 €,2022,60.500 km,Híbrido enchufable,224 cv,Las Palmas,https://www.coches.net/opel-grandland-x-phev-16-turbo-edition-auto-4x2-5p-electrico-hibrido-2021-en-las-palmas-62438281-covo.aspx
JEEP,JEEP Compass 1.4 Mair Longitude 4x2,14.990 €,2020,102.500 km,Gasolina,140 cv,Las Palmas,https://www.coches.net/jeep-compass-14-mair-103kw-longitude-4x2-5p-gasolina-2020-en-las-palmas-62438284-covo.aspx
KIA,KIA XCeed 1.6 GDi PHEV eDrive,16.990 €,2021,76.000 km,Híbrido enchufable,141 cv,Las Palmas,https://www.coches.net/kia-xceed-16-gdi-phev-104kw-141cv-edrive-5p-electrico-hibrido-2021-en-las-palmas-62438286-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase A A 250 e,22.990 €,2023,75.500 km,Híbrido enchufable,218 cv,Las Palmas,https://www.coches.net/mercedes-benz-clase-a-a-250-e-5p-electrico-hibrido-2022-en-las-palmas-62438288-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase A A 250 e,24.990 €,2021,70.500 km,Híbrido enchufable,218 cv,Las Palmas,https://www.coches.net/mercedes-benz-clase-a-a-250-e-5p-electrico-hibrido-2020-en-las-palmas-62438289-covo.aspx
AUDI,AUDI A1 Sportback 25 TFSI,16.990 €,2022,59.000 km,Gasolina,95 cv,Las Palmas,https://www.coches.net/audi-a1-sportback-25-tfsi-70kw-95cv-5p-gasolina-2022-en-las-palmas-62438294-covo.aspx
FIAT,FIAT 500C Dolcevita 1.0 Hybrid 70 CV,11.990 €,2023,70.000 km,Híbrido,70 cv,Las Palmas,https://www.coches.net/fiat-500c-dolcevita-10-hybrid-51kw-70-cv-2p-electrico-hibrido-2022-en-las-palmas-62438301-covo.aspx
HYUNDAI,HYUNDAI i10 1.0 Klass,10.990 €,2023,73.000 km,Gasolina,67 cv,Las Palmas,https://www.coches.net/hyundai-i10-10-klass-5p-gasolina-2023-en-las-palmas-62438304-covo.aspx
KIA,KIA XCeed 1.6 GDi PHEV eMotion,18.990 €,2021,47.000 km,Híbrido enchufable,141 cv,Las Palmas,https://www.coches.net/kia-xceed-16-gdi-phev-104kw-141cv-emotion-5p-electrico-hibrido-2022-en-las-palmas-62438307-covo.aspx
RENAULT,RENAULT Arkana Zen TCe 103kW140CV EDC mild hybrid,19.990 €,2021,72.000 km,Híbrido,140 cv,Las Palmas,https://www.coches.net/renault-arkana-zen-tce-103kw140cv-edc-mild-hybrid-5p-electrico-hibrido-2021-en-las-palmas-62438308-covo.aspx
RENAULT,RENAULT Clio Intens ETech Hibrido,15.990 €,2021,66.000 km,Híbrido,140 cv,Las Palmas,https://www.coches.net/renault-clio-intens-etech-hibrido-104-kw-140cv-5p-electrico-hibrido-2021-en-las-palmas-62438309-covo.aspx
AUDI,AUDI A6 Avant 3.0 TDI quattro S tronic,19.900 €,2014,206.000 km,Diesel,245 cv,Burgos,https://www.coches.net/audi-a6-avant-30-tdi-245cv-quattro-s-tronic-5p-diesel-2014-en-burgos-62441786-covo.aspx
PEUGEOT,PEUGEOT 3008 Hybrid 225 eEAT8 Allure,19.990 €,2021,18.800 km,Híbrido enchufable,225 cv,Sta. C. Tenerife,https://www.coches.net/peugeot-3008-hybrid-225-eeat8-allure-5p-electrico-hibrido-2020-en-sta-c-tenerife-62451018-covo.aspx
FORD,FORD Puma 1.0 EcoBoost STLine MHEV,21.990 €,2024,1100 km,Híbrido,125 cv,Sta. C. Tenerife,https://www.coches.net/ford-puma-10-ecoboost-125cv-stline-mhev-5p-electrico-hibrido-2023-en-sta-c-tenerife-62451023-covo.aspx
VOLKSWAGEN,VOLKSWAGEN T-Roc Advance 1.5 TSI DSG,19.990 €,2022,71.000 km,Gasolina,150 cv,Sta. C. Tenerife,https://www.coches.net/volkswagen-t-roc-advance-15-tsi-110kw-150cv-dsg-5p-gasolina-2022-en-sta-c-tenerife-62451024-covo.aspx
JEEP,JEEP Wrangler Unlimited 2.8 CRD Moab Auto,34.990 €,2013,94.126 km,Diesel,200 cv,Las Palmas,https://www.coches.net/jeep-wrangler-unlimited-28-crd-moab-auto-4p-diesel-2013-en-las-palmas-62458020-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Golf GTD 2.0 TDI DSG,28.500 €,2021,113.000 km,Diesel,184 cv,Barcelona,https://www.coches.net/volkswagen-golf-gtd-20-tdi-135kw-184cv-dsg-5p-diesel-2019-en-barcelona-62459782-covo.aspx
JEEP,JEEP Compass 4Xe 1.3 PHEV S AT AWD,26.990 €,2023,22.000 km,Híbrido enchufable,240 cv,Sta. C. Tenerife,https://www.coches.net/jeep-compass-4xe-13-phev-177kw-240cv-s-at-awd-5p-electrico-hibrido-2023-en-sta-c-tenerife-62460920-covo.aspx
JEEP,JEEP Avenger 1.2 G Altitude,16.990 €,2024,70.000 km,Gasolina,100 cv,Sta. C. Tenerife,https://www.coches.net/jeep-avenger-12-g-74kw-100cv-altitude-5p-gasolina-2023-en-sta-c-tenerife-62460923-covo.aspx
TOYOTA,TOYOTA Corolla 1.8 125H ACTIVE TECH ECVT TOU SPORT,19.990 €,2022,58.000 km,Híbrido,122 cv,Sta. C. Tenerife,https://www.coches.net/toyota-corolla-18-125h-active-tech-ecvt-tou-sport-5p-electrico-hibrido-2021-en-sta-c-tenerife-62460924-covo.aspx
RENAULT,RENAULT Scénic Zen Energy TCe,14.194 €,2017,74.434 km,Gasolina,130 cv,Barcelona,https://www.coches.net/renault-scenic-zen-energy-tce-97kw-130cv-5p-gasolina-2017-en-barcelona-62463206-covo.aspx
VOLVO,VOLVO XC60 2.0 T6 AWD Recharge RDesign Auto,31.990 €,2022,79.000 km,Híbrido enchufable,340 cv,Sta. C. Tenerife,https://www.coches.net/volvo-xc60-20-t6-awd-recharge-rdesign-auto-5p-electrico-hibrido-2021-en-sta-c-tenerife-62467478-covo.aspx
LAND-ROVER,LAND-ROVER Range Rover Evoque 1.5 P300e I3 S AUTO 4WD PHEV,30.990 €,2021,33.000 km,Híbrido enchufable,309 cv,Sta. C. Tenerife,https://www.coches.net/land-rover-range-rover-evoque-15-p300e-i3-s-auto-4wd-phev-5p-electrico-hibrido-2022-en-sta-c-tenerife-62467482-covo.aspx
NISSAN,NISSAN QASHQAI DIGT mHEV Xtronic Tekna,24.990 €,2024,52.000 km,Híbrido,158 cv,Sta. C. Tenerife,https://www.coches.net/nissan-qashqai-digt-116kw-mhev-xtronic-tekna-5p-electrico-hibrido-2024-en-sta-c-tenerife-62467483-covo.aspx
NISSAN,NISSAN Micra IGT 92 CV E6DF CVT Acenta,14.990 €,2022,70.000 km,Gasolina,92 cv,Sta. C. Tenerife,https://www.coches.net/nissan-micra-igt-68-kw-92-cv-e6df-cvt-acenta-5p-gasolina-2022-en-sta-c-tenerife-62487776-covo.aspx
SKODA,SKODA Kamiq 1.0 TSI DSG Style,14.990 €,2021,86.000 km,Gasolina,110 cv,Sta. C. Tenerife,https://www.coches.net/skoda-kamiq-10-tsi-81kw-110cv-dsg-style-5p-gasolina-2021-en-sta-c-tenerife-62487780-covo.aspx
AUDI,AUDI Q3 Sportback 45 TFSI e S tronic,29.990 €,2022,78.000 km,Híbrido enchufable,245 cv,Sta. C. Tenerife,https://www.coches.net/audi-q3-sportback-45-tfsi-e-180kw-245cv-s-tronic-5p-electrico-hibrido-2022-en-sta-c-tenerife-62602980-covo.aspx
AUDI,AUDI Q3 35 TDI S tronic,27.390 €,2020,51.033 km,Diesel,150 cv,Cádiz,https://www.coches.net/audi-q3-35-tdi-110kw-150cv-s-tronic-5p-diesel-2020-en-cadiz-62608337-covo.aspx
OPEL,OPEL Combo Life 1.5 TD SS Elegance L,19.990 €,2023,23.000 km,Diesel,102 cv,Sta. C. Tenerife,https://www.coches.net/opel-combo-life-15-td-75kw-100cv-ss-elegance-l-5p-diesel-2022-en-sta-c-tenerife-62613634-covo.aspx
RENAULT,RENAULT Clio Zen TCe,12.990 €,2021,45.000 km,Gasolina,100 cv,Sta. C. Tenerife,https://www.coches.net/renault-clio-zen-tce-74-kw-100cv-5p-gasolina-2019-en-sta-c-tenerife-62613636-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Taigo Life 1.0 TSI,16.490 €,2023,46.500 km,Gasolina,95 cv,Sta. C. Tenerife,https://www.coches.net/volkswagen-taigo-life-10-tsi-70kw-95cv-5p-gasolina-2024-en-sta-c-tenerife-62613644-covo.aspx
MAZDA,MAZDA CX-30 eSKYACTIVG 2.0 2WD Zenith,21.990 €,2023,72.500 km,Híbrido,122 cv,Sta. C. Tenerife,https://www.coches.net/mazda-cx-30-eskyactivg-20-90-kw-2wd-zenith-5p-electrico-hibrido-2021-en-sta-c-tenerife-62613647-covo.aspx
VOLKSWAGEN,VOLKSWAGEN T-Cross Life 1.0 TSI,15.990 €,2023,72.500 km,Gasolina,95 cv,Sta. C. Tenerife,https://www.coches.net/volkswagen-t-cross-life-10-tsi-70kw-95cv-5p-gasolina-2024-en-sta-c-tenerife-62613665-covo.aspx
BMW,BMW X4 M Competition,52.900 €,2020,156.000 km,Gasolina,510 cv,Málaga,https://www.coches.net/bmw-x4-m-competition-5p-gasolina-2020-en-malaga-62624879-covo.aspx
FIAT,FIAT 500 Monotrim 1.0 Hybrid 70 CV,11.390 €,2023,85.788 km,Híbrido,70 cv,A Coruña,https://www.coches.net/fiat-500-monotrim-10-hybrid-51kw-70-cv-3p-electrico-hibrido-2023-en-a-coruna-62639988-covo.aspx
RENAULT,RENAULT Twingo Zen Energy TCe 90 MY 2015,7.500 €,2015,129.000 km,Gasolina,90 cv,Barcelona,https://www.coches.net/renault-twingo-zen-energy-tce-90-my-2015-5p-gasolina-2015-en-barcelona-62642983-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Polo 1.8 GTI,8.990 €,2006,173.000 km,Gasolina,150 cv,A Coruña,https://www.coches.net/volkswagen-polo-18-gti-150cv-3p-gasolina-2007-en-a-coruna-62643118-covo.aspx
HYUNDAI,HYUNDAI Kona 1.0 TGDI 48V Flexx,20.990 €,2024,35.670 km,Híbrido,120 cv,Las Palmas,https://www.coches.net/hyundai-kona-10-tgdi-48v-flexx-5p-electrico-hibrido-2023-en-las-palmas-62653915-covo.aspx
OPEL,OPEL Corsa 1.2 XEL Edition,7.990 €,2021,149.500 km,Gasolina,75 cv,Castellón,https://www.coches.net/opel-corsa-12-xel-55kw-75cv-edition-5p-gasolina-2021-en-castellon-62656713-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Golf Edition 1.2 TSI BMT,9.700 €,2013,173.000 km,Gasolina,105 cv,Castellón,https://www.coches.net/volkswagen-golf-edition-12-tsi-105cv-bmt-5p-gasolina-2014-en-castellon-62656962-covo.aspx
AUDI,AUDI A3 30 TDI Sportback,17.990 €,2019,73.023 km,Diesel,116 cv,Cádiz,https://www.coches.net/audi-a3-30-tdi-85kw-116cv-sportback-5p-diesel-2019-en-cadiz-62662005-covo.aspx
MINI,MINI CLUBMAN COOPER D,15.990 €,2019,102.167 km,Diesel,150 cv,Bizkaia,https://www.coches.net/mini-clubman-cooper-d-5p-diesel-2019-en-vizcaya-70001926-covo.aspx
AUDI,AUDI Q3 Sport edition 2.0 TDI S tronic,18.000 €,2016,214.000 km,Diesel,150 cv,A Coruña,https://www.coches.net/audi-q3-sport-edition-20-tdi-150cv-s-tronic-5p-diesel-2017-en-a-coruna-70006207-covo.aspx
SKODA,SKODA Kamiq 1.0 TSI Ambition,17.990 €,2021,28.000 km,Gasolina,115 cv,Sta. C. Tenerife,https://www.coches.net/skoda-kamiq-10-tsi-85kw-115cv-ambition-5p-gasolina-2021-en-sta-c-tenerife-70006343-covo.aspx
OPEL,OPEL Crossland 1.2 GS Line,13.400 €,2021,69.259 km,Gasolina,110 cv,Valencia,https://www.coches.net/opel-crossland-12-81kw-110cv-gs-line-5p-gasolina-2021-en-valencia-70006915-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase GLA GLA 200 AMG Line,16.990 €,2015,105.000 km,Gasolina,156 cv,Valencia,https://www.coches.net/mercedes-benz-clase-gla-gla-200-amg-line-5p-gasolina-2015-en-valencia-70007468-covo.aspx
HONDA,HONDA Civic 2.0 IVTEC TURBO TYPE R GT,39.990 €,2018,70.000 km,Gasolina,320 cv,Valencia,https://www.coches.net/honda-civic-20-ivtec-turbo-type-r-gt-5p-gasolina-2018-en-valencia-70009809-covo.aspx
KIA,KIA XCeed 1.0 TGDi Drive,18.400 €,2024,42.185 km,Gasolina,100 cv,Valencia,https://www.coches.net/kia-xceed-10-tgdi-drive-74kw-100cv-5p-gasolina-2025-en-valencia-70013139-covo.aspx
HYUNDAI,HYUNDAI Kona 1.0 TGDI 48V Flexx,20.990 €,2024,37.336 km,Híbrido,120 cv,Las Palmas,https://www.coches.net/hyundai-kona-10-tgdi-48v-flexx-5p-electrico-hibrido-2023-en-las-palmas-70014339-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ GLE GLE 350 de 4MATIC Hibrido Enchufable,49.990 €,2022,72.000 km,Híbrido enchufable,320 cv,Sta. C. Tenerife,https://www.coches.net/mercedes-benz-gle-gle-350-de-4matic-hibrido-enchufable-5p-electrico-hibrido-2022-en-sta-c-tenerife-70017050-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Polo Life 1.0 TSI,16.900 €,2022,78.530 km,Gasolina,95 cv,Gipuzkoa,https://www.coches.net/volkswagen-polo-life-10-tsi-70kw-95cv-5p-gasolina-2022-en-guipuzcoa-70019768-covo.aspx
HYUNDAI,HYUNDAI i10 1.0 Klass,10.990 €,2022,76.929 km,Gasolina,67 cv,Las Palmas,https://www.coches.net/hyundai-i10-10-klass-5p-gasolina-2021-en-las-palmas-70019840-covo.aspx
HYUNDAI,HYUNDAI Bayon 1.2 MPI Maxx,13.990 €,2022,77.432 km,Gasolina,84 cv,Las Palmas,https://www.coches.net/hyundai-bayon-12-mpi-maxx-5p-gasolina-2021-en-las-palmas-70019846-covo.aspx
SEAT,SEAT Arona 1.0 TSI Style XL Edition,14.990 €,2023,72.248 km,Gasolina,110 cv,Sta. C. Tenerife,https://www.coches.net/seat-arona-10-tsi-81kw-110cv-style-xl-edition-5p-gasolina-2023-en-sta-c-tenerife-70019869-covo.aspx
RENAULT,RENAULT Espace Zen Energy dCi TT EDC,17.350 €,2016,77.588 km,Diesel,160 cv,Madrid,https://www.coches.net/renault-espace-zen-energy-dci-118kw-160cv-tt-edc-5p-diesel-2016-en-madrid-70023904-covo.aspx
BMW,BMW X6 xDrive30d,61.900 €,2021,92.000 km,Híbrido,286 cv,Alicante,https://www.coches.net/bmw-x6-xdrive30d-5p-electrico-hibrido-2022-en-alicante-70025944-covo.aspx
RENAULT,RENAULT Captur Intens TCe 90,14.800 €,2022,99.014 km,Gasolina,90 cv,Valencia,https://www.coches.net/renault-captur-intens-tce-90-5p-gasolina-2021-en-valencia-70033624-covo.aspx
PEUGEOT,PEUGEOT 3008 1.5 BlueHDi SS Active,14.800 €,2019,126.037 km,Diesel,130 cv,Valencia,https://www.coches.net/peugeot-3008-15-bluehdi-96kw-130cv-ss-active-5p-diesel-2019-en-valencia-70033631-covo.aspx
KIA,KIA e-Soul eSoul Emotion Long Range,25.990 €,2021,10.442 km,Eléctrico,204 cv,Sevilla,https://www.coches.net/kia-e-soul-esoul-150kw-emotion-long-range-5p-electrico-hibrido-2022-en-sevilla-70034518-covo.aspx
KIA,KIA XCeed 1.6 GDi PHEV eTech,25.440 €,2023,32.127 km,Híbrido enchufable,141 cv,Sevilla,https://www.coches.net/kia-xceed-16-gdi-phev-104kw-141cv-etech-5p-electrico-hibrido-2023-en-sevilla-70039347-covo.aspx
SEAT,SEAT León 2.0 TDI DSG7 SS FR XL Vision,25.375 €,2024,33.033 km,Diesel,150 cv,A Coruña,https://www.coches.net/seat-leon-20-tdi-110kw-dsg7-ss-fr-xl-vision-5p-diesel-2024-en-a-coruna-70040821-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Golf Life 2.0 TDI DSG,25.300 €,2022,90.000 km,Diesel,150 cv,A Coruña,https://www.coches.net/volkswagen-golf-life-20-tdi-110kw-150cv-dsg-5p-diesel-2022-en-a-coruna-70042241-covo.aspx
SEAT,SEAT Arona 1.0 TSI FR XM,18.900 €,2022,24.200 km,Gasolina,110 cv,A Coruña,https://www.coches.net/seat-arona-10-tsi-81kw-110cv-fr-xm-5p-gasolina-2023-en-a-coruna-70042246-covo.aspx
SEAT,SEAT Arona 1.0 TSI DSG FR XM,21.700 €,2024,17.769 km,Gasolina,110 cv,A Coruña,https://www.coches.net/seat-arona-10-tsi-81kw-110cv-dsg-fr-xm-5p-gasolina-2024-en-a-coruna-70042253-covo.aspx
VOLKSWAGEN,VOLKSWAGEN T-Cross Advance 1.0 TSI,17.500 €,2021,57.783 km,Gasolina,95 cv,A Coruña,https://www.coches.net/volkswagen-t-cross-advance-10-tsi-70kw-95cv-5p-gasolina-2021-en-a-coruna-70042255-covo.aspx
VOLKSWAGEN,VOLKSWAGEN T-Cross Sport 1.0 TSI DSG,22.100 €,2022,44.000 km,Gasolina,110 cv,A Coruña,https://www.coches.net/volkswagen-t-cross-sport-10-tsi-81kw-110cv-dsg-5p-gasolina-2022-en-a-coruna-70042258-covo.aspx
VOLKSWAGEN,VOLKSWAGEN T-Roc Sport 1.5 TSI,24.900 €,2021,39.000 km,Gasolina,150 cv,A Coruña,https://www.coches.net/volkswagen-t-roc-sport-15-tsi-110kw-150cv-5p-gasolina-2022-en-a-coruna-70042264-covo.aspx
MAZDA,MAZDA CX-5 eSky G MHEV 2.0 Advantage,33.900 €,2024,19.000 km,Híbrido,165 cv,A Coruña,https://www.coches.net/mazda-cx-5-esky-g-mhev-20-121kw-advantage-5p-electrico-hibrido-2023-en-a-coruna-70042265-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Golf Business 1.0 TSI,17.900 €,2020,75.000 km,Gasolina,115 cv,A Coruña,https://www.coches.net/volkswagen-golf-business-10-tsi-85kw-115cv-5p-gasolina-2019-en-a-coruna-70042268-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Touareg RLine 3.0 V6 TDI Tip 4M,42.390 €,2021,137.000 km,Diesel,286 cv,A Coruña,https://www.coches.net/volkswagen-touareg-rline-30-v6-tdi-210kw-tip-4m-5p-diesel-2021-en-a-coruna-70042294-covo.aspx
MAZDA,MAZDA MX-30 eSKYACTIV REV EXCLUSIVELINE,31.900 €,2025,250 km,Híbrido enchufable,170 cv,A Coruña,https://www.coches.net/mazda-mx-30-eskyactiv-rev-125kw-exclusiveline-5p-electrico-hibrido-2022-en-a-coruna-70042686-covo.aspx
MAZDA,MAZDA Mazda3 2.0 eSKYACTIVG EXCLUSIVELINE,27.900 €,2023,9500 km,Híbrido,122 cv,A Coruña,https://www.coches.net/mazda-mazda3-20-eskyactivg-90kw-exclusiveline-5p-electrico-hibrido-2024-en-a-coruna-70042688-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ CLA CLA 200,38.900 €,2025,19.000 km,Híbrido,163 cv,Alicante,https://www.coches.net/mercedes-benz-cla-cla-200-4p-electrico-hibrido-2025-en-alicante-70045200-covo.aspx
OPEL,OPEL Grandland 1.2 Turbo GS,15.990 €,2023,50.475 km,Gasolina,130 cv,Valencia,https://www.coches.net/opel-grandland-12-turbo-gs-5p-gasolina-2023-en-valencia-70047077-covo.aspx
AUDI,AUDI Q5 Black line 40 TDI quattro S tronic,37.300 €,2020,71.575 km,Diesel,190 cv,A Coruña,https://www.coches.net/audi-q5-black-line-40-tdi-140kw-quattro-s-tronic-5p-diesel-2020-en-a-coruna-70047269-covo.aspx
SUZUKI,SUZUKI S-Cross 1.4T S2 Mild Hybrid,25.900 €,2022,45.600 km,Híbrido,129 cv,A Coruña,https://www.coches.net/suzuki-s-cross-14t-s2-mild-hybrid-5p-electrico-hibrido-2022-en-a-coruna-70047276-covo.aspx
VOLKSWAGEN,VOLKSWAGEN T-Roc Life 2.0 TDI,26.200 €,2023,70.000 km,Diesel,115 cv,A Coruña,https://www.coches.net/volkswagen-t-roc-life-20-tdi-85kw-115cv-5p-diesel-2023-en-a-coruna-70047279-covo.aspx
TOYOTA,TOYOTA Rav4 2.5l PLUGIN 300PH eCVT Style Plus,29.990 €,2021,115.416 km,Híbrido enchufable,306 cv,Sta. C. Tenerife,https://www.coches.net/toyota-rav4-25l-plugin-300ph-ecvt-style-plus-5p-electrico-hibrido-2021-en-sta-c-tenerife-70049443-covo.aspx
BMW,BMW Serie 1 116d,16.990 €,2020,112.676 km,Diesel,116 cv,Las Palmas,https://www.coches.net/bmw-serie-1-116d-5p-diesel-2020-en-las-palmas-70049465-covo.aspx
KIA,KIA e-Niro eNiro Winter Edition,34.900 €,2025,16 km,Eléctrico,204 cv,Sevilla,https://www.coches.net/kia-e-niro-eniro-150kw-204cv-winter-edition-5p-electrico-hibrido-2024-en-sevilla-70050437-covo.aspx
KIA,KIA EV6 GTLine 774kWh RWD Long Range,39.990 €,2024,549 km,Eléctrico,229 cv,Sevilla,https://www.coches.net/kia-ev6-gtline-774kwh-168kw-rwd-long-range-5p-electrico-hibrido-2024-en-sevilla-70050439-covo.aspx
VOLVO,VOLVO V60 2.0 B4 D Plus Dark Auto,37.900 €,2023,59.000 km,Híbrido,197 cv,Navarra,https://www.coches.net/volvo-v60-20-b4-d-plus-dark-auto-5p-electrico-hibrido-2024-en-navarra-70051527-covo.aspx
AUDI,AUDI A3 1.6 Ambition,6.500 €,2008,165.000 km,Gasolina,102 cv,Castellón,https://www.coches.net/audi-a3-16-ambition-3p-gasolina-2008-en-castellon-70057342-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Tiguan Allspace RLine 2.0 TDI DSG,43.400 €,2024,15.550 km,Diesel,150 cv,Gipuzkoa,https://www.coches.net/volkswagen-tiguan-allspace-rline-20-tdi-110kw-150cv-dsg-5p-diesel-2024-en-guipuzcoa-70067772-covo.aspx
FORD,FORD Kuga STLine 1.5 EcoBoost,17.990 €,2021,74.600 km,Gasolina,150 cv,Las Palmas,https://www.coches.net/ford-kuga-stline-15-ecoboost-110kw-150cv-5p-gasolina-2021-en-las-palmas-70068158-covo.aspx
BMW,BMW X3 xDrive20d,33.990 €,2020,102.000 km,Diesel,190 cv,Albacete,https://www.coches.net/bmw-x3-xdrive20d-5p-diesel-2020-en-albacete-70071105-covo.aspx
BMW,BMW Serie 1 116d,9.990 €,2014,179.000 km,Diesel,116 cv,Valencia,https://www.coches.net/bmw-serie-1-116d-5p-diesel-2015-en-valencia-70074504-covo.aspx
OPEL,OPEL Corsa 1.2 XEL Edition,9.990 €,2021,15.000 km,Gasolina,75 cv,Valencia,https://www.coches.net/opel-corsa-12-xel-55kw-75cv-edition-5p-gasolina-2021-en-valencia-70074707-covo.aspx
BMW,BMW X1 xDrive25e,37.900 €,2024,24.500 km,Híbrido enchufable,245 cv,Sta. C. Tenerife,https://www.coches.net/bmw-x1-xdrive25e-5p-electrico-hibrido-2024-en-sta-c-tenerife-70106761-covo.aspx
MINI,MINI COUNTRYMAN C,34.900 €,2024,24.200 km,Híbrido,170 cv,Sta. C. Tenerife,https://www.coches.net/mini-countryman-c-5p-electrico-hibrido-2024-en-sta-c-tenerife-70106765-covo.aspx
BMW,BMW X1 xDrive25e,21.990 €,2020,66.000 km,Híbrido enchufable,220 cv,Las Palmas,https://www.coches.net/bmw-x1-xdrive25e-5p-electrico-hibrido-2020-en-las-palmas-70109639-covo.aspx
VOLVO,VOLVO XC40 1.5 T5 Recharge PHEV Plus Dark Auto,25.990 €,2022,95.000 km,Híbrido enchufable,262 cv,Sta. C. Tenerife,https://www.coches.net/volvo-xc40-15-t5-recharge-phev-plus-dark-auto-5p-electrico-hibrido-2023-en-sta-c-tenerife-70109736-covo.aspx
