Brand,Car_Name,Selling_Price,Year,Kms_Driven,Fuel_Type,cc,Location,Date Scraping,Etiqueta,Ref
MERCEDES-BENZ,MERCEDES-BENZ Clase M ML 250 BlueTEC 4MATIC Edition 1,15.990 €,2012,260.000 km,Diesel,204 cv,Salamanca,2026-05-06 13:53:40,B,https://www.coches.net/mercedes-benz-clase-m-ml-250-bluetec-4matic-edition-1-5p-diesel-2012-en-salamanca-70534173-covo.aspx
AUDI,AUDI Q5 S line 2.0 TDI quattro S tronic,29.295 €,2020,74.072 km,Diesel,190 cv,Madrid,2026-05-06 13:53:40,C,https://www.coches.net/audi-q5-s-line-20-tdi-140kw-quattro-s-tronic-5p-diesel-2018-en-madrid-70564087-covo.aspx
FORD,FORD Grand Tourneo Custom 2.0 EcoBlue L2 Titanium Auto,47.990 €,2026,18 km,Diesel,170 cv,Madrid,2026-05-06 13:53:40,C,https://www.coches.net/ford-grand-tourneo-custom-20-ecoblue-125kw-l2-titanium-auto-4p-diesel-2026-en-madrid-70530700-covo.aspx
BMW,BMW Serie 4 430d xDrive Gran Coupe,43.900 €,2022,109.880 km,Híbrido,286 cv,Badajoz,2026-05-06 13:53:40,ECO,https://www.coches.net/bmw-serie-4-430d-xdrive-gran-coupe-5p-electrico-hibrido-2023-en-badajoz-70225342-covo.aspx
FORD,FORD Focus 2.3 Ecoboost ST 3,26.099 €,2019,42.491 km,Gasolina,280 cv,Madrid,2026-05-06 13:53:40,C,https://www.coches.net/ford-focus-23-ecoboost-206kw-st-3-5p-gasolina-2019-en-madrid-70207372-covo.aspx
KIA,KIA Sportage 1.6 GDi Concept 4x2,12.800 €,2018,119.323 km,Gasolina,132 cv,Granada,2026-05-06 13:53:40,C,https://www.coches.net/kia-sportage-16-gdi-97kw-132cv-concept-4x2-5p-gasolina-2017-en-granada-70526935-covo.aspx
SEAT,SEAT Ibiza 1.0 MPI Reference,10.900 €,2022,101.900 km,Gasolina,80 cv,Baleares,2026-05-06 13:53:40,B,https://www.coches.net/seat-ibiza-10-mpi-59kw-80cv-reference-5p-gasolina-2023-en-baleares-70512654-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase A A 250 e con tecnologia hibrida EQ,36.490 €,2025,13.065 km,Híbrido enchufable,218 cv,Madrid,2026-05-06 13:53:40,B,https://www.coches.net/mercedes-benz-clase-a-a-250-e-con-tecnologia-hibrida-eq-5p-electrico-hibrido-2025-en-madrid-70118821-covo.aspx
BMW,BMW Serie 1 116d,19.699 €,2020,67.295 km,Diesel,116 cv,Sevilla,2026-05-06 13:53:40,C,https://www.coches.net/bmw-serie-1-116d-5p-diesel-2021-en-sevilla-62515008-covo.aspx
VOLVO,VOLVO S60 T6 Recharge Inscription aut,32.900 €,2020,63.329 km,Híbrido enchufable,340 cv,Valladolid,2026-05-06 13:53:40,CERO,https://www.coches.net/volvo-s60-t6-recharge-inscription-aut-4p-electrico-hibrido-2021-en-valladolid-70421671-covo.aspx
SKODA,SKODA Scout 2.0 TDI CR DSG 4x4,16.490 €,2017,147.889 km,Diesel,184 cv,Valencia,2026-05-06 13:53:40,C,https://www.coches.net/skoda-scout-20-tdi-cr-135kw-184cv-dsg-4x4-5p-diesel-2018-en-valencia-70397347-covo.aspx
CUPRA,CUPRA Terramar 1.5 TSI eHybrid 272 CV VZ DSG,37.490 €,2025,35.100 km,Híbrido enchufable,272 cv,Madrid,2026-05-06 13:53:40,CERO,https://www.coches.net/cupra-terramar-15-tsi-ehybrid-200kw-272-cv-vz-dsg-5p-electrico-hibrido-2025-en-madrid-70485172-covo.aspx
CUPRA,CUPRA Terramar 1.5 TSI eHybrid 272 CV VZ DSG,40.990 €,2025,12.618 km,Híbrido enchufable,272 cv,Madrid,2026-05-06 13:53:40,CERO,https://www.coches.net/cupra-terramar-15-tsi-ehybrid-200kw-272-cv-vz-dsg-5p-electrico-hibrido-2026-en-madrid-70485346-covo.aspx
BMW,BMW Serie 3 318d Auto.,41.100 €,2025,22.245 km,Híbrido,150 cv,Albacete,2026-05-06 13:53:40,ECO,https://www.coches.net/bmw-serie-3-318d-auto-4p-electrico-hibrido-2025-en-albacete-70128793-covo.aspx
VOLKSWAGEN,VOLKSWAGEN T-Roc Advance Style 2.0 TDI,18.250 €,2021,125.000 km,Diesel,115 cv,Madrid,2026-05-06 13:53:40,C,https://www.coches.net/volkswagen-t-roc-advance-style-20-tdi-85kw-115cv-5p-diesel-2022-en-madrid-70164650-covo.aspx
CITROEN,CITROEN C3 PureTech Feel Pack,11.500 €,2022,44.000 km,Gasolina,83 cv,Castellón,2026-05-06 13:53:40,B,https://www.coches.net/citroen-c3-puretech-60kw-83cv-feel-pack-5p-gasolina-2021-en-castellon-70255012-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Golf Match 1.5 PHEV DSG,32.800 €,2025,100 km,Híbrido enchufable,204 cv,León,2026-05-06 13:53:40,CERO,https://www.coches.net/volkswagen-golf-match-15-phev-110kw--85kw-dsg-5p-electrico-hibrido-2025-en-leon-70461958-covo.aspx
AUDI,AUDI A4 1.4 TFSI,17.999 €,2017,99.415 km,Gasolina,150 cv,Castellón,2026-05-06 13:53:40,C,https://www.coches.net/audi-a4-14-tfsi-110kw-150cv-4p-gasolina-2018-en-castellon-70206874-covo.aspx
JEEP,JEEP Renegade 1.0G Longitude 4x2,15.490 €,2020,48.900 km,Gasolina,120 cv,Barcelona,2026-05-06 13:53:40,C,https://www.coches.net/jeep-renegade-10g-88kw-longitude-4x2-5p-gasolina-2020-en-barcelona-70456853-covo.aspx
FORD,FORD Puma 1.0 EcoBoost STLine X MHEV,15.730 €,2022,78.350 km,Híbrido,125 cv,Barcelona,2026-05-06 13:53:40,B,https://www.coches.net/ford-puma-10-ecoboost-125cv-stline-x-mhev-5p-electrico-hibrido-2022-en-barcelona-62491738-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase A A 180 d,12.750 €,2017,205.000 km,Diesel,109 cv,Cuenca,2026-05-06 13:53:40,C,https://www.coches.net/mercedes-benz-clase-a-a-180-d-5p-diesel-2018-en-cuenca-70165712-covo.aspx
PEUGEOT,PEUGEOT 3008 1.5 BlueHDi SS Active Pack,17.990 €,2021,62.967 km,Diesel,130 cv,Gipuzkoa,2026-05-06 13:53:40,B,https://www.coches.net/peugeot-3008-15-bluehdi-96kw-130cv-ss-active-pack-5p-diesel-2021-en-guipuzcoa-70302988-covo.aspx
PEUGEOT,PEUGEOT 508 Active BlueHDi 130 SS EAT8,14.000 €,2021,119.500 km,Diesel,130 cv,Alicante,2026-05-06 13:53:40,B,https://www.coches.net/peugeot-508-5p-active-bluehdi-130-ss-eat8-5p-diesel-2021-en-alicante-62260807-covo.aspx
PEUGEOT,PEUGEOT 2008 Allure Pack Puretech 130 SS EAT8,18.990 €,2024,19.900 km,Gasolina,130 cv,Madrid,2026-05-06 13:53:40,C,https://www.coches.net/peugeot-2008-allure-pack-puretech-130-ss-eat8-5p-gasolina-2023-en-madrid-70527916-covo.aspx
FORD,FORD Kuga Active 2.5 Duratec PHEV Auto,30.900 €,2024,990 km,Híbrido enchufable,243 cv,Madrid,2026-05-06 13:53:40,CERO,https://www.coches.net/ford-kuga-active-25-duratec-phev-178kw-auto-5p-electrico-hibrido-2024-en-madrid-70528713-covo.aspx
SEAT,SEAT Arona 1.6 TDI FR Ecomotive,13.900 €,2019,205.437 km,Diesel,115 cv,Sevilla,2026-05-06 13:53:40,B,https://www.coches.net/seat-arona-16-tdi-85kw-115cv-fr-ecomotive-5p-diesel-2019-en-sevilla-70533367-covo.aspx
DACIA,DACIA Duster Prestige Bl. dCi 85kW115CV 4X4,18.995 €,2022,85.000 km,Diesel,115 cv,Sevilla,2026-05-06 13:53:40,C,https://www.coches.net/dacia-duster-prestige-bl-dci-85kw115cv-4x4-5p-diesel-2022-en-sevilla-70535848-covo.aspx
DACIA,DACIA Spring Extreme Electric,14.962 €,2025,4655 km,Eléctrico,65 cv,Barcelona,2026-05-06 13:53:40,B,https://www.coches.net/dacia-spring-extreme-electric-48kw-65cv-5p-electrico-hibrido-2024-en-barcelona-61212983-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Passat Variant GTE 1.4 TSI DSG,13.990 €,2016,238.250 km,Híbrido enchufable,218 cv,Salamanca,2026-05-06 13:53:40,CERO,https://www.coches.net/volkswagen-passat-variant-gte-14-tsi-dsg-5p-electrico-hibrido-2017-en-salamanca-70126423-covo.aspx
SEAT,SEAT León 2.0 TSI DSG7 StSp Cupra,28.500 €,2019,"55,000 km",Gasolina,290 cv,Barcelona,2026-05-06 13:53:40,C,https://www.coches.net/seat-leon-20-tsi-213kw-290cv-dsg7-stsp-cupra-5p-gasolina-2019-en-barcelona-70525695-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase GLC GLC 300 de 4MATIC,34.900 €,2021,119.000 km,Híbrido enchufable,306 cv,A Coruña,2026-05-06 13:53:40,CERO,https://www.coches.net/mercedes-benz-clase-glc-glc-300-de-4matic-5p-electrico-hibrido-2021-en-a-coruna-70240340-covo.aspx
FORD,FORD C-Max 1.5 TDCi Business,12.500 €,2018,167.000 km,Diesel,120 cv,Sevilla,2026-05-06 13:53:40,C,https://www.coches.net/ford-c-max-15-tdci-88kw-120cv-business-5p-diesel-2019-en-sevilla-70435870-covo.aspx
DS,DS DS 7 Crossback E-Tense 1.6 ETense 225 GRAND CHIC Auto,22.999 €,2021,64.103 km,Híbrido enchufable,225 cv,Madrid,2026-05-06 13:53:40,CERO,https://www.coches.net/ds-ds-7-crossback-e-tense-16-etense-225-grand-chic-auto-5p-electrico-hibrido-2021-en-madrid-70517520-covo.aspx
SEAT,SEAT León 1.0 eTSI DSG7 SS FR,22.950 €,2022,61.000 km,Híbrido,110 cv,Barcelona,2026-05-06 13:53:40,ECO,https://www.coches.net/seat-leon-10-etsi-81kw-dsg7-ss-fr-5p-electrico-hibrido-2023-en-barcelona-70414535-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ GLA GLA 200 D,40.900 €,2024,32.020 km,Diesel,150 cv,Sevilla,2026-05-06 13:53:40,C,https://www.coches.net/mercedes-benz-gla-gla-200-d-5p-diesel-2025-en-sevilla-70371177-covo.aspx
KIA,KIA Sportage 1.6 TGDi Concept 4x2,22.290 €,2022,43.001 km,Gasolina,150 cv,Barcelona,2026-05-06 13:53:40,C,https://www.coches.net/kia-sportage-16-tgdi-110kw-150cv-concept-4x2-5p-gasolina-2022-en-barcelona-70220913-covo.aspx
CITROEN,CITROEN C4 1.6 HDi 110 Collection,2.799 €,2007,395.600 km,Diesel,110 cv,Madrid,2026-05-06 13:53:40,B,https://www.coches.net/citroen-c4-16-hdi-110-collection-3p-diesel-2004-en-madrid-70459393-covo.aspx
CITROEN,CITROEN C4 Spacetourer BlueHDi Shine,13.190 €,2019,112.140 km,Diesel,130 cv,Cantabria,2026-05-06 13:53:40,C,https://www.coches.net/citroen-c4-spacetourer-bluehdi-96kw-130cv-shine-5p-diesel-2019-en-cantabria-61862085-covo.aspx
TOYOTA,TOYOTA C-HR 1.8 125H Style Plus,18.990 €,2019,96.967 km,Híbrido,122 cv,Sta. C. Tenerife,2026-05-06 13:53:40,ECO,https://www.coches.net/toyota-c-hr-18-125h-style-plus-5p-electrico-hibrido-2019-en-sta-c-tenerife-70518407-covo.aspx
AUDI,AUDI A1 1.6 TDI Adrenalin2,9.999 €,2015,139.000 km,Diesel,116 cv,Madrid,2026-05-06 13:53:40,C,https://www.coches.net/audi-a1-16-tdi-116cv-adrenalin2-3p-diesel-2016-en-madrid-70522056-covo.aspx
FORD,FORD Ka Urban 1.2 Duratec AutoStartStop,5.950 €,2013,97.175 km,Gasolina,69 cv,Barcelona,2026-05-06 13:53:40,C,https://www.coches.net/ford-ka-urban-12-duratec-autostartstop-3p-gasolina-2012-en-barcelona-70229651-covo.aspx
FIAT,FIAT 600 600 MHEV La prima 1.2 DDCT,21.900 €,2024,16.291 km,Híbrido,100 cv,Pontevedra,2026-05-06 13:53:40,ECO,https://www.coches.net/fiat-600-600-mhev-la-prima-12-74kw-100cv-ddct-5p-electrico-hibrido-2024-en-pontevedra-70485854-covo.aspx
JAGUAR,JAGUAR X-Type 2.5 V6,5.490 €,2002,135.200 km,Gasolina,196 cv,Tarragona,2026-05-06 13:53:40,B,https://www.coches.net/jaguar-x-type-25-v6-4p-gasolina-2003-en-tarragona-70564134-covo.aspx
KIA,KIA Sportage 1.7 CRDI VGT xTech EcoDynam 4x2,11.990 €,2015,131.251 km,Diesel,115 cv,Barcelona,2026-05-06 13:53:40,B,https://www.coches.net/kia-sportage-17-crdi-vgt-115cv-xtech-ecodynam-4x2-5p-diesel-2015-en-barcelona-70500141-covo.aspx
KIA,KIA Sportage 1.7 CRDI VGT xTech EcoDynam 4x2,11.890 €,2015,122.476 km,Diesel,115 cv,Barcelona,2026-05-06 13:53:40,B,https://www.coches.net/kia-sportage-17-crdi-vgt-115cv-xtech-ecodynam-4x2-5p-diesel-2014-en-barcelona-70500690-covo.aspx
KIA,KIA cee'd 1.6 CRDi Drive,3.199 €,2011,259.500 km,Diesel,90 cv,Madrid,2026-05-06 13:53:40,B,https://www.coches.net/kia-ceed-16-crdi-90cv-drive-5p-diesel-2011-en-madrid-70475048-covo.aspx
SEAT,SEAT Arona 1.0 TSI FR Special Edition,19.700 €,2025,15.897 km,Gasolina,115 cv,Girona,2026-05-06 13:53:40,B,https://www.coches.net/seat-arona-10-tsi-85kw-115cv-fr-special-edition-5p-gasolina-2025-en-girona-70174110-covo.aspx
NISSAN,NISSAN QASHQAI DIGT NConnecta,21.300 €,2023,79.125 km,Híbrido,140 cv,Pontevedra,2026-05-06 13:53:40,ECO,https://www.coches.net/nissan-qashqai-digt-103kw-nconnecta-5p-electrico-hibrido-2024-en-pontevedra-70313340-covo.aspx
PORSCHE,PORSCHE 911 Carrera GTS Cabriolet,214.900 €,2025,18.160 km,Gasolina,541 cv,Barcelona,2026-05-06 13:53:40,B,https://www.coches.net/porsche-911-carrera-gts-cabriolet-2p-gasolina-2025-en-barcelona-70465900-covo.aspx
PEUGEOT,PEUGEOT Rifter Active Pack Standard BlueHDi,18.990 €,2022,18.746 km,Diesel,100 cv,Madrid,2026-05-06 13:53:40,C,https://www.coches.net/peugeot-rifter-active-pack-standard-bluehdi-73kw-5p-diesel-2021-en-madrid-70151136-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Touareg Prem Eleg 3.0 V6 TDI Tip 4M,46.990 €,2022,56.348 km,Diesel,286 cv,Madrid,2026-05-06 13:53:40,C,https://www.coches.net/volkswagen-touareg-prem-eleg-30-v6-tdi-210kw-tip-4m-5p-diesel-2022-en-madrid-62544216-covo.aspx
DACIA,DACIA Duster Comfort Bl. dCi 85kW115CV 4X2,15.490 €,2021,76.000 km,Diesel,115 cv,Valencia,2026-05-06 13:53:40,C,https://www.coches.net/dacia-duster-comfort-bl-dci-85kw115cv-4x2-5p-diesel-2020-en-valencia-70329920-covo.aspx
OPEL,OPEL Mokka 1.5 D Ultimate,17.900 €,2022,50.488 km,Diesel,110 cv,Navarra,2026-05-06 13:53:40,C,https://www.coches.net/opel-mokka-15-d-ultimate-5p-diesel-2022-en-navarra-70456877-covo.aspx
KIA,KIA Picanto 1.0 DPi Concept,12.990 €,2023,22.000 km,Gasolina,67 cv,Barcelona,2026-05-06 13:53:40,C,https://www.coches.net/kia-picanto-10-dpi-49kw-67cv-concept-5p-gasolina-2023-en-barcelona-70429382-covo.aspx
AUDI,AUDI A6 RS 6 Avant TFSI quattro,90.900 €,2020,100.000 km,Gasolina,600 cv,Barcelona,2026-05-06 13:53:40,B,https://www.coches.net/audi-a6-rs-6-avant-tfsi-quattro-5p-gasolina-2020-en-barcelona-70204384-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Tiguan Allspace Sport 2.0 TDI 4Motion DSG,28.900 €,2019,91.000 km,Diesel,150 cv,Bizkaia,2026-05-06 13:53:40,C,https://www.coches.net/volkswagen-tiguan-allspace-sport-20-tdi-110kw-150cv-4motion-dsg-5p-diesel-2019-en-vizcaya-70508289-covo.aspx
HYUNDAI,HYUNDAI Tucson 1.6T Klass,26.790 €,2025,32.027 km,Gasolina,160 cv,Navarra,2026-05-06 13:53:40,C,https://www.coches.net/hyundai-tucson-16t-118kw-160cv-klass-5p-gasolina-2025-en-navarra-70516337-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Passat 2.0 TDI DPF Advance,7.500 €,2008,154.000 km,Diesel,140 cv,Córdoba,2026-05-06 13:53:40,B,https://www.coches.net/volkswagen-passat-20-tdi-140cv-dpf-advance-4p-diesel-2008-en-cordoba-62559908-covo.aspx
AUDI,AUDI Q7 S line 50 TDI quattro tip,35.000 €,2019,220.000 km,Diesel,286 cv,Asturias,2026-05-06 13:53:40,C,https://www.coches.net/audi-q7-s-line-50-tdi-210kw-286cv-quattro-tip-5p-diesel-2020-en-asturias-70163725-covo.aspx
HYUNDAI,HYUNDAI i20 1.2 MPI Klass,15.700 €,2024,8400 km,Gasolina,84 cv,Valladolid,2026-05-06 13:53:40,C,https://www.coches.net/hyundai-i20-12-mpi-klass-5p-gasolina-2024-en-valladolid-70431757-covo.aspx
NISSAN,NISSAN QASHQAI DIGT mHEV Xtronic 4x4 NConnecta,21.890 €,2022,65.691 km,Híbrido,158 cv,Madrid,2026-05-06 13:53:40,ECO,https://www.coches.net/nissan-qashqai-digt-116kw-mhev-xtronic-4x4-nconnecta-5p-electrico-hibrido-2021-en-madrid-62536336-covo.aspx
ALFA,ALFA ROMEO Giulietta 1.6 JTDm Distinctive,6.490 €,2012,194.500 km,Diesel,105 cv,Madrid,2026-05-06 13:53:40,B,https://www.coches.net/alfa-romeo-giulietta-16-jtdm-105cv-distinctive-5p-diesel-2011-en-madrid-62549157-covo.aspx
SEAT,SEAT Tarraco 2.0 TDI 4Drive DSG SS FR,30.990 €,2020,128.000 km,Diesel,200 cv,A Coruña,2026-05-06 13:53:40,C,https://www.coches.net/seat-tarraco-20-tdi-147kw-4drive-dsg-ss-fr-5p-diesel-2021-en-a-coruna-70375549-covo.aspx
RENAULT,RENAULT Arkana Evolution TCe 103kW140CV EDC mild hybr,26.310 €,2025,12 km,Híbrido,140 cv,Barcelona,2026-05-06 13:53:40,ECO,https://www.coches.net/renault-arkana-evolution-tce-103kw140cv-edc-mild-hybr-5p-electrico-hibrido-2024-en-barcelona-70380245-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase E MercedesAMG E 53 4MATIC,64.990 €,2022,100.000 km,Híbrido,435 cv,Madrid,2026-05-06 13:53:40,ECO,https://www.coches.net/mercedes-benz-clase-e-mercedesamg-e-53-4matic-4p-electrico-hibrido-2022-en-madrid-70525458-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ GLA GLA 200 D,37.900 €,2024,38.503 km,Diesel,150 cv,Baleares,2026-05-06 13:53:40,C,https://www.coches.net/mercedes-benz-gla-gla-200-d-5p-diesel-2024-en-baleares-70528516-covo.aspx
FIAT,FIAT 500 Lounge 1.2 8v 69 CV,8.478 €,2019,88.863 km,Gasolina,69 cv,Madrid,2026-05-06 13:53:40,C,https://www.coches.net/fiat-500-lounge-12-8v-51kw-69-cv-3p-gasolina-2018-en-madrid-70401520-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Golf Life 2.0 TDI DSG,25.690 €,2024,31.802 km,Diesel,115 cv,Barcelona,2026-05-06 13:53:40,C,https://www.coches.net/volkswagen-golf-life-20-tdi-85kw-115cv-dsg-5p-diesel-2024-en-barcelona-70287680-covo.aspx
PEUGEOT,PEUGEOT 508 Allure 2.0 BlueHDi,9.990 €,2017,188.000 km,Diesel,150 cv,Bizkaia,2026-05-06 13:53:40,C,https://www.coches.net/peugeot-508-allure-20-bluehdi-110kw-150cv-4p-diesel-2016-en-vizcaya-70415097-covo.aspx
RENAULT,RENAULT Captur evolution TCe,20.000 €,2025,30.987 km,Gasolina,90 cv,Baleares,2026-05-06 13:53:40,C,https://www.coches.net/renault-captur-evolution-tce-67kw-90cv-5p-gasolina-2024-en-baleares-70520471-covo.aspx
FORD,FORD Kuga 2.0 TDCi 140 4x2 Titanium,11.350 €,2014,122.500 km,Diesel,140 cv,Madrid,2026-05-06 13:53:40,B,https://www.coches.net/ford-kuga-20-tdci-140-4x2-titanium-5p-diesel-2014-en-madrid-70525762-covo.aspx
JEEP,JEEP Grand Cherokee Limited 4xe 2.0 PHEV,69.990 €,2024,18.944 km,Híbrido enchufable,381 cv,Madrid,2026-05-06 13:53:40,CERO,https://www.coches.net/jeep-grand-cherokee-limited-4xe-20-phev-5p-electrico-hibrido-2023-en-madrid-70527469-covo.aspx
BMW,BMW Serie 2 M2 Competition,55.990 €,2019,89.935 km,Gasolina,410 cv,Valencia,2026-05-06 13:53:40,C,https://www.coches.net/bmw-serie-2-m2-competition-2p-gasolina-2019-en-valencia-61866995-covo.aspx
VOLVO,VOLVO V60 2.0 B4 G Plus Dark Auto,40.500 €,2025,10.582 km,Híbrido,197 cv,A Coruña,2026-05-06 13:53:40,ECO,https://www.coches.net/volvo-v60-20-b4-g-plus-dark-auto-5p-electrico-hibrido-2025-en-a-coruna-70221541-covo.aspx
SUBARU,SUBARU Outback 2.5i Field CVT Lineartronic AWD,43.900 €,2026,10 km,Gasolina,169 cv,Murcia,2026-05-06 13:53:40,ECO,https://www.coches.net/km-0/subaru/outback/murcia/25i-field-cvt-lineartronic-awd-gasolina-de-km0-70222796-kovn.aspx
PEUGEOT,PEUGEOT 508 Allure Pack BlueHDi 130 SS EAT8,13.950 €,2020,177.000 km,Diesel,130 cv,Valencia,2026-05-06 13:53:40,C,https://www.coches.net/peugeot-508-5p-allure-pack-bluehdi-130-ss-eat8-5p-diesel-2020-en-valencia-70333524-covo.aspx
DACIA,DACIA Sandero Stepway Essential ECOG,13.500 €,2023,58.000 km,Gas licuado (GLP),101 cv,Valencia,2026-05-06 13:53:40,ECO,https://www.coches.net/dacia-sandero-stepway-essential-74kw-100cv-ecog-5p-otros-2023-en-valencia-70336846-covo.aspx
PEUGEOT,PEUGEOT e-208 Electrico Allure Pack,12.990 €,2021,83.436 km,Eléctrico,136 cv,Madrid,2026-05-06 13:53:40,CERO,https://www.coches.net/peugeot-e-208-electrico-allure-pack-5p-electrico-hibrido-2020-en-madrid-70446523-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ CLA CLA 200,30.490 €,2020,25.121 km,Gasolina,163 cv,Madrid,2026-05-06 13:53:40,C,https://www.coches.net/mercedes-benz-cla-cla-200-4p-gasolina-2020-en-madrid-70486597-covo.aspx
BMW,BMW X4 xDrive20d xLine,59.500 €,2025,18.267 km,Híbrido,190 cv,Málaga,2026-05-06 13:53:40,ECO,https://www.coches.net/bmw-x4-xdrive20d-xline-5p-electrico-hibrido-2025-en-malaga-70358683-covo.aspx
BMW,BMW Serie 3 320d Auto.,25.500 €,2019,119.598 km,Diesel,190 cv,Valladolid,2026-05-06 13:53:40,C,https://www.coches.net/bmw-serie-3-320d-auto-4p-diesel-2019-en-valladolid-70218783-covo.aspx
TOYOTA,TOYOTA Rav4 2.5l 220H Style,35.500 €,2022,69.990 km,Híbrido,218 cv,Madrid,2026-05-06 13:53:40,ECO,https://www.coches.net/toyota-rav4-25l-220h-style-5p-electrico-hibrido-2023-en-madrid-70533721-covo.aspx
BMW,BMW X3 3.0d,3.900 €,2005,380.000 km,Diesel,204 cv,Murcia,2026-05-06 13:53:40,B,https://www.coches.net/bmw-x3-30d-5p-diesel-2005-en-murcia-70479867-covo.aspx
TOYOTA,TOYOTA C-HR 2.0 220PH Advance,31.250 €,2025,8856 km,Híbrido enchufable,223 cv,Valencia,2026-05-06 13:53:40,CERO,https://www.coches.net/toyota-c-hr-20-220ph-advance-5p-electrico-hibrido-2024-en-valencia-62564219-covo.aspx
TOYOTA,TOYOTA C-HR 2.0 220PH Advance,32.500 €,2025,10.446 km,Híbrido enchufable,223 cv,Valencia,2026-05-06 13:53:40,CERO,https://www.coches.net/toyota-c-hr-20-220ph-advance-5p-electrico-hibrido-2025-en-valencia-62564329-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase CLA CLA 200 d AMG Line Shooting Brake,12.990 €,2016,299.000 km,Diesel,136 cv,Sevilla,2026-05-06 13:53:40,B,https://www.coches.net/mercedes-benz-clase-cla-cla-200-d-amg-line-shooting-brake-5p-diesel-2016-en-sevilla-62214768-covo.aspx
VOLVO,VOLVO XC60 2.0 T6 AWD Recharge Inscription Exp Auto,27.500 €,2022,119.900 km,Híbrido enchufable,350 cv,Madrid,2026-05-06 13:53:40,CERO,https://www.coches.net/volvo-xc60-20-t6-awd-recharge-inscription-exp-auto-5p-electrico-hibrido-2022-en-madrid-70425075-covo.aspx
RENAULT,RENAULT Captur techno EcoG,22.490 €,2025,21.425 km,Gas licuado (GLP),100 cv,Valencia,2026-05-06 13:53:40,ECO,https://www.coches.net/renault-captur-techno-ecog-100cv-74-kw-5p-otros-2024-en-valencia-70421340-covo.aspx
BMW,BMW X2 sDrive16d,29.600 €,2023,19.644 km,Diesel,116 cv,Valladolid,2026-05-06 13:53:40,C,https://www.coches.net/bmw-x2-sdrive16d-5p-diesel-2024-en-valladolid-70465397-covo.aspx
DACIA,DACIA Sandero Comfort TCe,12.990 €,2023,71.000 km,Gasolina,91 cv,Sta. C. Tenerife,2026-05-06 13:53:40,C,https://www.coches.net/dacia-sandero-comfort-tce-67kw-90cv-5p-gasolina-2022-en-sta-c-tenerife-70327193-covo.aspx
RENAULT,RENAULT 4 E-Tech Iconic Autonomia Conf,31.660 €,2025,9700 km,Eléctrico,150 cv,Madrid,2026-05-06 13:53:40,CERO,https://www.coches.net/renault-4-e-tech-iconic-10kw-150cv-autonomia-conf-5p-electrico-hibrido-2025-en-madrid-70477813-covo.aspx
HYUNDAI,HYUNDAI Inster 49KWH Tecno 2C,27.999 €,2025,100 km,Eléctrico,115 cv,Madrid,2026-05-06 13:53:40,CERO,https://www.coches.net/km-0/hyundai/inster/madrid/49kwh-85kw-115cv-tecno-2c-electrico-hibrido-de-km0-70479270-kovn.aspx
SSANGYONG,SSANGYONG Tivoli G15T Urban,12.255 €,2019,118.866 km,Gasolina,163 cv,Madrid,2026-05-06 13:53:40,C,https://www.coches.net/ssangyong-tivoli-g15t-urban-5p-gasolina-2019-en-madrid-70434612-covo.aspx
FORD,FORD Kuga STLine X 2.5 Duratec PHEV Auto,24.990 €,2021,21.100 km,Híbrido enchufable,225 cv,Madrid,2026-05-06 13:53:40,CERO,https://www.coches.net/ford-kuga-stline-x-25-duratec-phev-165kw-auto-5p-electrico-hibrido-2021-en-madrid-70307869-covo.aspx
PEUGEOT,PEUGEOT 208 BlueHDi Active Pack,13.880 €,2023,38.091 km,Diesel,100 cv,Madrid,2026-05-06 13:53:40,B,https://www.coches.net/peugeot-208-bluehdi-73kw-100cv-active-pack-5p-diesel-2021-en-madrid-70438602-covo.aspx
KIA,KIA e-Niro eNiro Drive Long Range,19.390 €,2022,99.270 km,Eléctrico,204 cv,Madrid,2026-05-06 13:53:40,CERO,https://www.coches.net/kia-e-niro-eniro-150kw-204cv-drive-long-range-5p-electrico-hibrido-2022-en-madrid-70349826-covo.aspx
MASERATI,MASERATI Ghibli 3.0 V6 DS RWD,29.450 €,2016,130.484 km,Diesel,275 cv,Madrid,2026-05-06 13:53:40,C,https://www.coches.net/maserati-ghibli-30-v6-ds-275cv-rwd-4p-diesel-2016-en-madrid-70350875-covo.aspx
