Brand,Car_Name,Selling_Price,Year,Kms_Driven,Fuel_Type,cc,Location,Date Scraping,Etiqueta,Ref
JAGUAR,JAGUAR XF 3.0 V6 Diesel Luxury,7.500 €,2010,230.000 km,Diesel,211 cv,Madrid,2026-05-11 13:41:28,B,https://www.coches.net/jaguar-xf-30-v6-diesel-luxury-211cv-4p-diesel-2011-en-madrid-70595053-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Polo Advance 1.0 TSI DSG,10.900 €,2019,211.668 km,Gasolina,95 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/volkswagen-polo-advance-10-tsi-70kw-95cv-dsg-5p-gasolina-2020-en-madrid-70570918-covo.aspx
HYUNDAI,HYUNDAI i20 1.0 TGDI Klass,13.990 €,2022,66.525 km,Gasolina,100 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/hyundai-i20-10-tgdi-74kw-100cv-klass-5p-gasolina-2023-en-madrid-70484683-covo.aspx
RENAULT,RENAULT Scénic Emotion 1.6 16V EU4,3.700 €,2007,206.000 km,Gasolina,110 cv,Murcia,2026-05-11 13:41:28,C,https://www.coches.net/renault-scenic-emotion-16-16v-eu4-5p-gasolina-2007-en-murcia-70599641-covo.aspx
PEUGEOT,PEUGEOT 2008 Active BlueHDI,15.990 €,2022,60.077 km,Diesel,110 cv,Zaragoza,2026-05-11 13:41:28,C,https://www.coches.net/peugeot-2008-active-bluehdi-81kw-110cv-5p-diesel-2022-en-zaragoza-70590025-covo.aspx
TOYOTA,TOYOTA C-HR 1.8 125H Advance,19.199 €,2017,90.388 km,Híbrido,122 cv,Sevilla,2026-05-11 13:41:28,ECO,https://www.coches.net/toyota-c-hr-18-125h-advance-5p-electrico-hibrido-2017-en-sevilla-70566518-covo.aspx
SKODA,SKODA Fabia 1.0 TSI DSG Selection,18.490 €,2025,19.485 km,Gasolina,115 cv,Barcelona,2026-05-11 13:41:28,C,https://www.coches.net/skoda-fabia-10-tsi-85kw-115cv-dsg-selection-5p-gasolina-2025-en-barcelona-70507780-covo.aspx
TOYOTA,TOYOTA Corolla 140H GRSport,28.995 €,2025,5759 km,Híbrido,140 cv,Valencia,2026-05-11 13:41:28,ECO,https://www.coches.net/toyota-corolla-140h-grsport-5p-electrico-hibrido-2025-en-valencia-70572695-covo.aspx
KIA,KIA Rio 1.2 DPi Concept,12.585 €,2022,70.037 km,Gasolina,84 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/kia-rio-12-dpi-62kw-84cv-concept-5p-gasolina-2022-en-madrid-70574282-covo.aspx
BMW,BMW Serie 3 330e xDrive Touring,39.840 €,2023,60.720 km,Híbrido enchufable,292 cv,Asturias,2026-05-11 13:41:28,CERO,https://www.coches.net/bmw-serie-3-330e-xdrive-touring-5p-electrico-hibrido-2023-en-asturias-70590078-covo.aspx
FORD,FORD Kuga Titanium 1.5 EcoBlue,19.399 €,2021,67.265 km,Diesel,120 cv,Sevilla,2026-05-11 13:41:28,C,https://www.coches.net/ford-kuga-titanium-15-ecoblue-88kw-120cv-5p-diesel-2022-en-sevilla-70550276-covo.aspx
LAND-ROVER,LAND-ROVER Range Rover Evoque 2.0 D150 FWD,19.699 €,2020,109.428 km,Diesel,150 cv,Sevilla,2026-05-11 13:41:28,C,https://www.coches.net/land-rover-range-rover-evoque-20-d150-fwd-5p-diesel-2020-en-sevilla-70550354-covo.aspx
NISSAN,NISSAN NV200 1.5dCi COMFORT 7,14.490 €,2016,140.172 km,Diesel,90 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/nissan-nv200-15dci-90cv-comfort-7-5p-diesel-2015-en-madrid-70549675-covo.aspx
OPEL,OPEL Insignia 2.0CDTI ecoFLEX StarStop 140 Excellence,7.990 €,2015,150.000 km,Diesel,140 cv,Valencia,2026-05-11 13:41:28,B,https://www.coches.net/opel-insignia-20cdti-ecoflex-starstop-140-excellence-5p-diesel-2015-en-valencia-70541897-covo.aspx
CITROEN,CITROEN Berlingo Talla M BlueHDi 100 SS LIVE PACK,12.990 €,2021,80.085 km,Diesel,102 cv,Valencia,2026-05-11 13:41:28,C,https://www.coches.net/citroen-berlingo-talla-m-bluehdi-100-ss-live-pack-5p-diesel-2021-en-valencia-70541203-covo.aspx
AUDI,AUDI Q7 45 TDI quattro tiptronic,48.200 €,2023,107.791 km,Híbrido,231 cv,Madrid,2026-05-11 13:41:28,ECO,https://www.coches.net/audi-q7-45-tdi-170kw-232cv-quattro-tiptronic-5p-electrico-hibrido-2023-en-madrid-70601058-covo.aspx
OPEL,OPEL Crossland X 1.2 Opel 2020,12.750 €,2020,69.000 km,Gasolina,110 cv,Barcelona,2026-05-11 13:41:28,C,https://www.coches.net/opel-crossland-x-12-81kw-110cv-opel-2020-5p-gasolina-2020-en-barcelona-70603503-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Touareg R 3.0 V6 TSI Tip 4M,53.900 €,2022,52.000 km,Híbrido enchufable,462 cv,Madrid,2026-05-11 13:41:28,CERO,https://www.coches.net/volkswagen-touareg-r-30-v6-tsi-340kw-tip-4m-5p-electrico-hibrido-2022-en-madrid-70604679-covo.aspx
AUDI,AUDI Q7 S line 55 TFSIe 280kW381CV quattro tip,64.990 €,2023,26.298 km,Híbrido enchufable,381 cv,Valencia,2026-05-11 13:41:28,CERO,https://www.coches.net/audi-q7-s-line-55-tfsie-280kw381cv-quattro-tip-5p-electrico-hibrido-2023-en-valencia-70605012-covo.aspx
HYUNDAI,HYUNDAI Kona 1.0 TGDI Tecno,26.900 €,2024,15.000 km,Gasolina,120 cv,Girona,2026-05-11 13:41:28,C,https://www.coches.net/hyundai-kona-10-tgdi-tecno-5p-gasolina-2023-en-girona-59242249-covo.aspx
HYUNDAI,HYUNDAI Kona 1.6 GDI HEV N Line DCT,29.500 €,2024,20.000 km,Híbrido,141 cv,Girona,2026-05-11 13:41:28,ECO,https://www.coches.net/hyundai-kona-16-gdi-hev-n-line-dct-5p-electrico-hibrido-2023-en-girona-60109438-covo.aspx
HYUNDAI,HYUNDAI Kona 1.6 GDI HEV Maxx DCT,25.900 €,2024,33.310 km,Híbrido,141 cv,Girona,2026-05-11 13:41:28,ECO,https://www.coches.net/hyundai-kona-16-gdi-hev-maxx-dct-5p-electrico-hibrido-2023-en-girona-60285772-covo.aspx
HONDA,HONDA CR-V 2.0 iMMD 4x2 ELEGANCE NAVI,26.500 €,2021,90.500 km,Híbrido,184 cv,Girona,2026-05-11 13:41:28,ECO,https://www.coches.net/honda-cr-v-20-immd-4x2-elegance-navi-5p-electrico-hibrido-2020-en-girona-60528283-covo.aspx
HYUNDAI,HYUNDAI i20 1.0 TGDI 48V Tecno,19.500 €,2023,28.000 km,Híbrido,100 cv,Girona,2026-05-11 13:41:28,ECO,https://www.coches.net/hyundai-i20-10-tgdi-74kw-100cv-48v-tecno-5p-electrico-hibrido-2023-en-girona-60892642-covo.aspx
CITROEN,CITROEN C4 Cactus PureTech Feel Edition,8.500 €,2015,170.000 km,Gasolina,82 cv,A Coruña,2026-05-11 13:41:28,C,https://www.coches.net/citroen-c4-cactus-puretech-82cv-feel-edition-5p-gasolina-2015-en-a-coruna-61414370-covo.aspx
PEUGEOT,PEUGEOT 5008 Active 1.6 BlueHDi 120 EAT6,7.990 €,2015,169.990 km,Diesel,120 cv,León,2026-05-11 13:41:28,C,https://www.coches.net/peugeot-5008-active-16-bluehdi-120-eat6-5p-diesel-2015-en-leon-62012244-covo.aspx
BMW,BMW X1 xDrive18d,15.990 €,2015,180.000 km,Diesel,150 cv,A Coruña,2026-05-11 13:41:28,B,https://www.coches.net/bmw-x1-xdrive18d-5p-diesel-2016-en-a-coruna-62067346-covo.aspx
PEUGEOT,PEUGEOT 508 SW Allure 2.0 BlueHDi 150,8.989 €,2016,190.000 km,Diesel,150 cv,A Coruña,2026-05-11 13:41:28,C,https://www.coches.net/peugeot-508-sw-allure-20-bluehdi-150-5p-diesel-2016-en-a-coruna-62104412-covo.aspx
HYUNDAI,HYUNDAI i20 1.0 TGDI Klass,16.800 €,2024,27.288 km,Gasolina,100 cv,Girona,2026-05-11 13:41:28,C,https://www.coches.net/hyundai-i20-10-tgdi-74kw-100cv-klass-5p-gasolina-2024-en-girona-62372547-covo.aspx
FORD,FORD Puma 1.0 EcoBoost STLine X MHEV,15.730 €,2022,78.350 km,Híbrido,125 cv,Barcelona,2026-05-11 13:41:28,ECO,https://www.coches.net/ford-puma-10-ecoboost-125cv-stline-x-mhev-5p-electrico-hibrido-2022-en-barcelona-62491738-covo.aspx
BMW,BMW Serie 4 420d,19.500 €,2017,200.000 km,Diesel,190 cv,A Coruña,2026-05-11 13:41:28,C,https://www.coches.net/bmw-serie-4-420d-2p-diesel-2017-en-a-coruna-62643121-covo.aspx
HYUNDAI,HYUNDAI Inster 49KWH Tecno 2C,27.500 €,2025,10.000 km,Eléctrico,115 cv,Girona,2026-05-11 13:41:28,CERO,https://www.coches.net/hyundai-inster-49kwh-85kw-115cv-tecno-2c-5p-electrico-hibrido-2024-en-girona-62662681-covo.aspx
LYNK,LYNK & CO 08 1.5 PHEV Core,45.500 €,2025,12.000 km,Híbrido enchufable,350 cv,Madrid,2026-05-11 13:41:28,CERO,https://www.coches.net/lynk--co-08-15-phev-core-5p-electrico-hibrido-2026-en-madrid-70003745-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase CLA CLA 200,22.490 €,2018,66.073 km,Gasolina,156 cv,Salamanca,2026-05-11 13:41:28,C,https://www.coches.net/mercedes-benz-clase-cla-cla-200-4p-gasolina-2018-en-salamanca-70126417-covo.aspx
SKODA,SKODA Kamiq 1.0 TSI STYLE,15.990 €,2023,123.098 km,Gasolina,110 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/skoda-kamiq-10-tsi-81kw-110cv-style-5p-gasolina-2023-en-madrid-70178967-covo.aspx
PEUGEOT,PEUGEOT 2008 Allure BlueHDI 130 SS EAT8,17.290 €,2023,86.155 km,Diesel,130 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/peugeot-2008-allure-bluehdi-130-ss-eat8-5p-diesel-2023-en-madrid-70194131-covo.aspx
AUDI,AUDI Q3 2.0 TDI quattro S tronic,16.990 €,2015,164.450 km,Diesel,184 cv,Valencia,2026-05-11 13:41:28,C,https://www.coches.net/audi-q3-20-tdi-184cv-quattro-s-tronic-5p-diesel-2016-en-valencia-70260916-covo.aspx
HYUNDAI,HYUNDAI Kona 1.0 TGDI Essence 4X2,14.490 €,2019,52.000 km,Gasolina,120 cv,Valencia,2026-05-11 13:41:28,C,https://www.coches.net/hyundai-kona-10-tgdi-essence-4x2-5p-gasolina-2019-en-valencia-70269561-covo.aspx
LYNK,LYNK & CO 08 1.5 PHEV More,48.900 €,2026,9000 km,Híbrido enchufable,350 cv,Madrid,2026-05-11 13:41:28,CERO,https://www.coches.net/km-0/lynk--co/08/madrid/15-phev-more-electrico-hibrido-de-km0-70303090-kovn.aspx
VOLVO,VOLVO XC60 2.0 B4 D Core Auto,29.700 €,2023,105.000 km,Híbrido,197 cv,Sevilla,2026-05-11 13:41:28,ECO,https://www.coches.net/volvo-xc60-20-b4-d-core-auto-5p-electrico-hibrido-2024-en-sevilla-70348318-covo.aspx
NISSAN,NISSAN QASHQAI DIGT mHEV 4x2 NConnecta,19.990 €,2021,55.315 km,Híbrido,140 cv,Madrid,2026-05-11 13:41:28,ECO,https://www.coches.net/nissan-qashqai-digt-103kw-140cv-mhev-4x2-nconnecta-5p-electrico-hibrido-2021-en-madrid-70355498-covo.aspx
FORD,FORD Mustang 5.0 TiVCT V8 Mustang GT Fastb.,48.990 €,2019,30.100 km,Gasolina,450 cv,Las Palmas,2026-05-11 13:41:28,C,https://www.coches.net/ford-mustang-50-tivct-v8-331kw-mustang-gt-fastb-2p-gasolina-2020-en-las-palmas-70372653-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Golf Life 2.0 TDI,16.450 €,2022,162.815 km,Diesel,115 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/volkswagen-golf-life-20-tdi-85kw-115cv-5p-diesel-2021-en-madrid-70381891-covo.aspx
PEUGEOT,PEUGEOT 5008 1.5 BlueHDi SS Active Pack,16.450 €,2021,189.547 km,Diesel,130 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/peugeot-5008-15-bluehdi-96kw-130cv-ss-active-pack-5p-diesel-2021-en-madrid-70381907-covo.aspx
HYUNDAI,HYUNDAI Tucson 1.6 TGDI HEV Maxx Auto,23.890 €,2021,62.659 km,Híbrido,230 cv,Málaga,2026-05-11 13:41:28,ECO,https://www.coches.net/hyundai-tucson-16-tgdi-169kw-230cv-hev-maxx-auto-5p-electrico-hibrido-2021-en-malaga-70387301-covo.aspx
OPEL,OPEL Corsa 1.2T XHL GS,11.890 €,2024,89.000 km,Gasolina,100 cv,Málaga,2026-05-11 13:41:28,C,https://www.coches.net/opel-corsa-12t-xhl-74kw-100cv-gs-5p-gasolina-2024-en-malaga-70387343-covo.aspx
VOLVO,VOLVO XC40 2.0 B3 G Plus Dark Auto,37.500 €,2025,14.851 km,Híbrido,163 cv,Barcelona,2026-05-11 13:41:28,ECO,https://www.coches.net/volvo-xc40-20-b3-g-plus-dark-auto-5p-electrico-hibrido-2025-en-barcelona-70397586-covo.aspx
LYNK,LYNK & CO 01 1.5 PHEV More,32.900 €,2025,13.635 km,Híbrido enchufable,276 cv,Barcelona,2026-05-11 13:41:28,CERO,https://www.coches.net/lynk--co-01-15-phev-more-5p-electrico-hibrido-2025-en-barcelona-70397587-covo.aspx
VOLVO,VOLVO XC40 2.0 B3 G Plus Dark Auto,38.900 €,2025,1 km,Híbrido,163 cv,Barcelona,2026-05-11 13:41:28,UNKNOWN,https://www.coches.net/km-0/volvo/xc40/barcelona/20-b3-g-plus-dark-auto-electrico-hibrido-de-demostracion-70397590-devn.aspx
VOLVO,VOLVO XC40 Recharge Single Plus Auto,32.900 €,2023,34.409 km,Eléctrico,238 cv,Barcelona,2026-05-11 13:41:28,CERO,https://www.coches.net/volvo-xc40-recharge-single-plus-auto-5p-electrico-hibrido-2024-en-barcelona-70397592-covo.aspx
FORD,FORD Fiesta 1.1 TiVCT Trend,11.490 €,2018,31.000 km,Gasolina,85 cv,Albacete,2026-05-11 13:41:28,C,https://www.coches.net/ford-fiesta-11-tivct-63kw-trend-5p-5p-gasolina-2019-en-albacete-70409366-covo.aspx
JEEP,JEEP Wrangler 2.8 CRD Sahara,24.900 €,2014,180.000 km,Diesel,200 cv,Barcelona,2026-05-11 13:41:28,B,https://www.coches.net/jeep-wrangler-28-crd-sahara-2p-diesel-2015-en-barcelona-70416949-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Taigo Life 1.0 TSI DSG,18.990 €,2023,61.500 km,Gasolina,110 cv,Málaga,2026-05-11 13:41:28,C,https://www.coches.net/volkswagen-taigo-life-10-tsi-81kw-110cv-dsg-5p-gasolina-2024-en-malaga-70424377-covo.aspx
RENAULT,RENAULT Kadjar Zen Blue dCi EDC,21.490 €,2021,35.128 km,Diesel,115 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/renault-kadjar-zen-blue-dci-85kw-115cv-edc-5p-diesel-2021-en-madrid-70425010-covo.aspx
AUDI,AUDI S3 Sportback 2.0 TFSI quattro,20.790 €,2014,198.957 km,Gasolina,300 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/audi-s3-sportback-20-tfsi-quattro-5p-gasolina-2014-en-madrid-70425101-covo.aspx
SEAT,SEAT Arona 1.0 TSI Style,15.790 €,2021,58.795 km,Gasolina,110 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/seat-arona-10-tsi-81kw-110cv-style-5p-gasolina-2022-en-madrid-70425142-covo.aspx
SUBARU,SUBARU Outback 2.5i Sport CVT Lineartronic AWD,22.990 €,2021,109.590 km,Gasolina,175 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/subaru-outback-25i-sport-cvt-lineartronic-awd-5p-gasolina-2020-en-madrid-70425199-covo.aspx
TOYOTA,TOYOTA Hilux 2.4 D4D Cabina Doble GX,37.790 €,2023,43.345 km,Diesel,150 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/toyota-hilux-24-d4d-cabina-doble-gx-4p-diesel-2023-en-madrid-70425303-covo.aspx
RENAULT,RENAULT Captur Intens TCe GLP,17.290 €,2023,34.546 km,Gas licuado (GLP),100 cv,Madrid,2026-05-11 13:41:28,ECO,https://www.coches.net/renault-captur-intens-tce-74kw-100cv-glp-5p-otros-2021-en-madrid-70425579-covo.aspx
NISSAN,NISSAN JUKE DIGT 114 CV 6MT Acenta,16.290 €,2022,29.957 km,Gasolina,114 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/nissan-juke-digt-84-kw-114-cv-6mt-acenta-5p-gasolina-2021-en-madrid-70425840-covo.aspx
NISSAN,NISSAN QASHQAI dCi 115 CV E6D ACENTA,18.790 €,2021,73.048 km,Diesel,115 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/nissan-qashqai-dci-85-kw-115-cv-e6d-acenta-5p-diesel-2020-en-madrid-70426305-covo.aspx
CITROEN,CITROEN Berlingo Talla M BlueHDi 100 SS LIVE PACK,13.790 €,2021,94.901 km,Diesel,102 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/citroen-berlingo-talla-m-bluehdi-100-ss-live-pack-4p-diesel-2021-en-madrid-70426430-covo.aspx
OPEL,OPEL Combo Life 1.5 TD SS Edition L,9.790 €,2020,169.821 km,Diesel,102 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/opel-combo-life-15-td-75kw-100cv-ss-edition-l-5p-diesel-2021-en-madrid-70431306-covo.aspx
DACIA,DACIA Dokker Essential 1.6 GLP 18,11.790 €,2019,168.211 km,Gas licuado (GLP),102 cv,Madrid,2026-05-11 13:41:28,ECO,https://www.coches.net/dacia-dokker-essential-16-75kw-100cv-glp-18-4p-otros-2018-en-madrid-70433248-covo.aspx
DACIA,DACIA Dokker Ambiance dci EU6,11.290 €,2017,137.908 km,Diesel,90 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/dacia-dokker-ambiance-dci-66kw-90cv-eu6-4p-diesel-2016-en-madrid-70433402-covo.aspx
HYUNDAI,HYUNDAI Kona EV Style Sky,29.900 €,2022,30.000 km,Eléctrico,204 cv,Girona,2026-05-11 13:41:28,CERO,https://www.coches.net/hyundai-kona-150kw-ev-style-sky-5p-electrico-hibrido-2020-en-girona-70433621-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ GLC GLC 400 4MATIC con tecnologia EQ,80.900 €,2026,1500 km,Eléctrico,489 cv,La Rioja,2026-05-11 13:41:28,CERO,https://www.coches.net/km-0/mercedes-benz/glc/la-rioja/glc-400-4matic-con-tecnologia-eq-electrico-hibrido-de-km0-70433838-kovn.aspx
DACIA,DACIA Lodgy Laureate TCE 5Pl,11.790 €,2018,85.057 km,Gasolina,115 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/dacia-lodgy-laureate-tce-85kw-115cv-5pl-5p-gasolina-2017-en-madrid-70437816-covo.aspx
MAZDA,MAZDA CX-3 1.5 SKYACTIV DE Style 2WD,13.900 €,2015,64.800 km,Diesel,105 cv,Murcia,2026-05-11 13:41:28,C,https://www.coches.net/mazda-cx-3-15-skyactiv-de-77kw-style-2wd-5p-diesel-2015-en-murcia-70554823-covo.aspx
CITROEN,CITROEN C4 Cactus BlueHDi 100 SS Feel,9.750 €,2021,218.215 km,Diesel,102 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/citroen-c4-cactus-bluehdi-100-ss-feel-5p-diesel-2020-en-madrid-70490343-covo.aspx
VOLVO,VOLVO XC60 2.0 T4 Inscription Auto,25.900 €,2019,93.000 km,Gasolina,190 cv,Valencia,2026-05-11 13:41:28,C,https://www.coches.net/volvo-xc60-20-t4-inscription-auto-5p-gasolina-2019-en-valencia-70571055-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Golf Advance 2.0 TDI BMT,15.600 €,2015,138.000 km,Diesel,150 cv,Ourense,2026-05-11 13:41:28,C,https://www.coches.net/volkswagen-golf-advance-20-tdi-150cv-bmt-5p-diesel-2015-en-orense-70595049-covo.aspx
TOYOTA,TOYOTA C-HR 2.0 200H Advance,31.990 €,2024,11.534 km,Híbrido,184 cv,Madrid,2026-05-11 13:41:28,ECO,https://www.coches.net/toyota-c-hr-20-200h-advance-5p-electrico-hibrido-2024-en-madrid-70582446-covo.aspx
VOLKSWAGEN,VOLKSWAGEN T-Roc RLine 1.5 TSI DSG,24.990 €,2022,74.000 km,Gasolina,150 cv,Barcelona,2026-05-11 13:41:28,C,https://www.coches.net/volkswagen-t-roc-rline-15-tsi-110kw-150cv-dsg-5p-gasolina-2022-en-barcelona-70583300-covo.aspx
FORD,FORD Fiesta 1.0 EcoBoost MHEV Trend,11.390 €,2021,116.553 km,Híbrido,125 cv,Madrid,2026-05-11 13:41:28,ECO,https://www.coches.net/ford-fiesta-10-ecoboost-mhev-92kw-125cv-trend-5p-5p-electrico-hibrido-2021-en-madrid-70453110-covo.aspx
VOLKSWAGEN,VOLKSWAGEN T-Cross Sport 1.0 TSI DSG,21.900 €,2022,53.800 km,Gasolina,110 cv,Barcelona,2026-05-11 13:41:28,C,https://www.coches.net/volkswagen-t-cross-sport-10-tsi-81kw-110cv-dsg-5p-gasolina-2022-en-barcelona-70565015-covo.aspx
KIA,KIA Rio 1.2 CVVT Tech,9.490 €,2016,98.000 km,Gasolina,84 cv,Barcelona,2026-05-11 13:41:28,C,https://www.coches.net/kia-rio-12-cvvt-tech-5p-gasolina-2016-en-barcelona-70583926-covo.aspx
TOYOTA,TOYOTA Aygo 70 Live,6.900 €,2014,119.000 km,Gasolina,68 cv,Barcelona,2026-05-11 13:41:28,C,https://www.coches.net/toyota-aygo-70-live-5p-gasolina-2013-en-barcelona-70587140-covo.aspx
JEEP,JEEP Grand Cherokee 3.0 V6 Diesel Laredo 190 CV E6,18.999 €,2015,161.200 km,Diesel,190 cv,Zaragoza,2026-05-11 13:41:28,C,https://www.coches.net/jeep-grand-cherokee-30-v6-diesel-laredo-190-cv-e6-5p-diesel-2015-en-zaragoza-70550754-covo.aspx
FORD,FORD Kuga STLine X 2.5 Duratec PHEV Auto,26.900 €,2023,90.000 km,Híbrido enchufable,225 cv,Málaga,2026-05-11 13:41:28,CERO,https://www.coches.net/ford-kuga-stline-x-25-duratec-phev-165kw-auto-5p-electrico-hibrido-2023-en-malaga-70533192-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase A A 200 d,34.500 €,2024,20.993 km,Diesel,150 cv,Lugo,2026-05-11 13:41:28,C,https://www.coches.net/mercedes-benz-clase-a-a-200-d-5p-diesel-2025-en-lugo-70569716-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase A A 180 d,30.900 €,2024,76.616 km,Diesel,116 cv,Lugo,2026-05-11 13:41:28,C,https://www.coches.net/mercedes-benz-clase-a-a-180-d-5p-diesel-2025-en-lugo-70569717-covo.aspx
PEUGEOT,PEUGEOT 2008 Allure 1.6 eHDi 92,5.999 €,2015,177.000 km,Diesel,92 cv,Zaragoza,2026-05-11 13:41:28,C,https://www.coches.net/peugeot-2008-allure-16-ehdi-92-5p-diesel-2014-en-zaragoza-70603047-covo.aspx
TOYOTA,TOYOTA Auris 1.8 140H Hybrid Feel Edition,15.490 €,2018,122.000 km,Híbrido,136 cv,Zaragoza,2026-05-11 13:41:28,ECO,https://www.coches.net/toyota-auris-18-140h-hybrid-feel-edition-5p-electrico-hibrido-2019-en-zaragoza-70523048-covo.aspx
FORD,FORD Puma Puma GenE 43kWh FWD,23.000 €,2025,2000 km,Eléctrico,168 cv,Madrid,2026-05-11 13:41:28,CERO,https://www.coches.net/km-0/ford/puma/madrid/puma-gene-43kwh-168cv-fwd-electrico-hibrido-de-km0-70572106-kovn.aspx
FORD,FORD Focus 1.5 TDCi E6 PowerShift STLine,14.990 €,2018,120.000 km,Diesel,120 cv,Barcelona,2026-05-11 13:41:28,C,https://www.coches.net/ford-focus-15-tdci-e6-88kw-powershift-stline-5p-diesel-2017-en-barcelona-70490291-covo.aspx
PEUGEOT,PEUGEOT 208 BlueHDi Active Pack,8.999 €,2022,185.000 km,Diesel,100 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/peugeot-208-bluehdi-73kw-100cv-active-pack-5p-diesel-2021-en-madrid-70470384-covo.aspx
TOYOTA,TOYOTA Rav4 2.5l 220H Business,27.990 €,2020,134.700 km,Híbrido,218 cv,Sevilla,2026-05-11 13:41:28,UNKNOWN,https://www.coches.net/toyota-rav4-25l-220h-business-5p-electrico-hibrido-2020-en-sevilla-70594653-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase E E 300 e con tecnologia hibrida EQ,56.500 €,2024,16.000 km,Híbrido enchufable,313 cv,Barcelona,2026-05-11 13:41:28,CERO,https://www.coches.net/mercedes-benz-clase-e-e-300-e-con-tecnologia-hibrida-eq-4p-electrico-hibrido-2024-en-barcelona-70594903-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Touran Sport 2.0 TDI,16.990 €,2017,178.805 km,Diesel,150 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/volkswagen-touran-sport-20-tdi-110kw-150cv-5p-diesel-2018-en-madrid-70509813-covo.aspx
SKODA,SKODA Karoq 2.0 TDI DSG 4X4 Ambition,26.990 €,2023,46.865 km,Diesel,150 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/skoda-karoq-20-tdi-110kw-150cv-dsg-4x4-ambition-5p-diesel-2021-en-madrid-70588976-covo.aspx
BMW,BMW X4 xDrive20i xLine,46.890 €,2023,36.534 km,Híbrido,184 cv,Barcelona,2026-05-11 13:41:28,ECO,https://www.coches.net/bmw-x4-xdrive20i-xline-5p-electrico-hibrido-2023-en-barcelona-70589558-covo.aspx
PEUGEOT,PEUGEOT Traveller Active BlueHDi 120 6 Vel MAN Standard,26.990 €,2021,98.706 km,Diesel,120 cv,Barcelona,2026-05-11 13:41:28,C,https://www.coches.net/peugeot-traveller-active-bluehdi-120-6-vel-man-standard-5p-diesel-2020-en-barcelona-70589561-covo.aspx
KIA,KIA XCeed 1.5 MHEV iMT Drive DCT,23.490 €,2025,16.500 km,Híbrido,140 cv,Málaga,2026-05-11 13:41:28,UNKNOWN,https://www.coches.net/kia-xceed-15-mhev-imt-drive-103kw-140cv-dct-5p-electrico-hibrido-2025-en-malaga-70590329-covo.aspx
AUDI,AUDI Q2 S line 30 TDI S tronic,25.790 €,2021,62.871 km,Diesel,116 cv,Barcelona,2026-05-11 13:41:28,C,https://www.coches.net/audi-q2-s-line-30-tdi-85kw-116cv-s-tronic-5p-diesel-2021-en-barcelona-70591669-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ GLB 2.0 GLB 200 D DCT,27.990 €,2021,163.882 km,Diesel,150 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/mercedes-benz-glb-20-glb-200-d-dct-110kw-150cv-5p-diesel-2022-en-madrid-70593120-covo.aspx
CHEVROLET,CHEVROLET Captiva 2.2 VCDI 16V LTZ 7 Plazas AWD Auto,7.500 €,2011,182.000 km,Diesel,184 cv,Madrid,2026-05-11 13:41:28,B,https://www.coches.net/chevrolet-captiva-22-vcdi-16v-ltz-7-plazas-awd-auto-5p-diesel-2011-en-madrid-70590448-covo.aspx
