Brand,Car_Name,Selling_Price,Year,Kms_Driven,Fuel_Type,cc,Location,Date Scraping,Etiqueta,Ref
VOLKSWAGEN,VOLKSWAGEN Touareg Prem Eleg 3.0 V6 TDI Tip 4M,44.990 €,2022,157.002 km,Diesel,286 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/volkswagen-touareg-prem-eleg-30-v6-tdi-210kw-tip-4m-5p-diesel-2022-en-madrid-70527390-covo.aspx
RENAULT,RENAULT Captur Intens Energy dCi 90 eco2,7.999 €,2016,140.000 km,Diesel,90 cv,Madrid,2026-05-11 13:41:28,B,https://www.coches.net/renault-captur-intens-energy-dci-90-eco2-5p-diesel-2015-en-madrid-70579212-covo.aspx
SEAT,SEAT Ibiza 1.0 TSI Special Edition,16.490 €,2025,15.737 km,Gasolina,115 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/seat-ibiza-10-tsi-85kw-115cv-special-edition-5p-gasolina-2025-en-madrid-70532937-covo.aspx
MAZDA,MAZDA Mazda3 2.0 eSKYACTIVG EXCLUSIVELINE,27.400 €,2023,7000 km,Híbrido,150 cv,Málaga,2026-05-11 13:41:28,ECO,https://www.coches.net/mazda-mazda3-20-eskyactivg-110kw-exclusiveline-5p-electrico-hibrido-2024-en-malaga-70542234-covo.aspx
FIAT,FIAT 500 Dolcevita 1.0 Hybrid 70 CV,11.390 €,2022,55.137 km,Híbrido,70 cv,Málaga,2026-05-11 13:41:28,ECO,https://www.coches.net/fiat-500-dolcevita-10-hybrid-51kw-70-cv-3p-electrico-hibrido-2022-en-malaga-70546283-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase A A 200 d Urban,12.999 €,2016,209.000 km,Diesel,136 cv,Alicante,2026-05-11 13:41:28,C,https://www.coches.net/mercedes-benz-clase-a-a-200-d-urban-5p-diesel-2017-en-alicante-70587998-covo.aspx
HONDA,HONDA Jazz 1.5 iMMD CROSSTAR,24.500 €,2025,9800 km,Híbrido,122 cv,Madrid,2026-05-11 13:41:28,UNKNOWN,https://www.coches.net/km-0/honda/jazz/madrid/15-immd-crosstar-electrico-hibrido-de-km0-70570682-kovn.aspx
BMW,BMW Serie 4 420i,41.800 €,2023,10.000 km,Gasolina,184 cv,Murcia,2026-05-11 13:41:28,C,https://www.coches.net/bmw-serie-4-420i-2p-gasolina-2023-en-murcia-70572828-covo.aspx
BMW,BMW X4 xDrive20d xLine,42.500 €,2022,69.973 km,Híbrido,190 cv,Toledo,2026-05-11 13:41:28,ECO,https://www.coches.net/bmw-x4-xdrive20d-xline-5p-electrico-hibrido-2022-en-toledo-70571650-covo.aspx
BMW,BMW X4 xDrive30d,35.990 €,2020,162.999 km,Híbrido,286 cv,Alicante,2026-05-11 13:41:28,ECO,https://www.coches.net/bmw-x4-xdrive30d-5p-electrico-hibrido-2021-en-alicante-70578634-covo.aspx
NISSAN,NISSAN QASHQAI DIGT mHEV 4x2 Acenta,18.000 €,2022,95.348 km,Híbrido,140 cv,Madrid,2026-05-11 13:41:28,ECO,https://www.coches.net/nissan-qashqai-digt-103kw-140cv-mhev-4x2-acenta-5p-electrico-hibrido-2021-en-madrid-70583961-covo.aspx
BMW,BMW Serie 7 750e xDrive,138.900 €,2026,4100 km,Híbrido enchufable,489 cv,Barcelona,2026-05-11 13:41:28,UNKNOWN,https://www.coches.net/km-0/bmw/serie-7/barcelona/750e-xdrive-electrico-hibrido-de-km0-70556684-kovn.aspx
FORD,FORD Focus 1.5 Ecoblue Trend SB,6.990 €,2020,247.000 km,Diesel,120 cv,Madrid,2026-05-11 13:41:28,UNKNOWN,https://www.coches.net/ford-focus-15-ecoblue-88kw-trend-sb-5p-diesel-2021-en-madrid-70562732-covo.aspx
FORD,FORD Fiesta 1.25 Trend,6.299 €,2014,221.698 km,Gasolina,60 cv,Badajoz,2026-05-11 13:41:28,C,https://www.coches.net/ford-fiesta-125-60cv-trend-5p-gasolina-2012-en-badajoz-70481430-covo.aspx
PEUGEOT,PEUGEOT 3008 1.2 PureTech SS Allure,15.990 €,2020,81.580 km,Gasolina,130 cv,Gipuzkoa,2026-05-11 13:41:28,C,https://www.coches.net/peugeot-3008-12-puretech-96kw-130cv-ss-allure-5p-gasolina-2020-en-guipuzcoa-70517675-covo.aspx
VOLVO,VOLVO XC40 1.5 T4 Twin Recharge Inscription Auto,20.999 €,2021,120.000 km,Híbrido enchufable,211 cv,Barcelona,2026-05-11 13:41:28,CERO,https://www.coches.net/volvo-xc40-15-t4-twin-recharge-inscription-auto-5p-electrico-hibrido-2022-en-barcelona-70588864-covo.aspx
HYUNDAI,HYUNDAI i30 1.4 GLS FDU Comfort,5.999 €,2011,183.000 km,Gasolina,109 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/hyundai-i30-14-gls-fdu-comfort-5p-gasolina-2011-en-madrid-70579319-covo.aspx
PEUGEOT,PEUGEOT 208 ALLURE 1.4 VTi 95,5.000 €,2012,150.000 km,Gasolina,95 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/peugeot-208-allure-14-vti-95-3p-gasolina-2012-en-madrid-70579486-covo.aspx
TOYOTA,TOYOTA Auris 1.33 VVTi Dual Active,8.475 €,2010,55.000 km,Gasolina,101 cv,Barcelona,2026-05-11 13:41:28,C,https://www.coches.net/toyota-auris-133-vvti-dual-active-5p-gasolina-2010-en-barcelona-70580893-covo.aspx
TOYOTA,TOYOTA Corolla 1.8 125H STYLE ECVT,23.990 €,2023,36.155 km,Híbrido,122 cv,Madrid,2026-05-11 13:41:28,ECO,https://www.coches.net/toyota-corolla-18-125h-style-ecvt-5p-electrico-hibrido-2022-en-madrid-70581222-covo.aspx
PEUGEOT,PEUGEOT 208 Style HYBRID 110 eDCS6,18.500 €,2025,9800 km,Híbrido,110 cv,Madrid,2026-05-11 13:41:28,ECO,https://www.coches.net/peugeot-208-style-hybrid-110-edcs6-5p-electrico-hibrido-2025-en-madrid-70581234-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Golf Cabrio 1.6 TDI Bluemotion Tech,8.990 €,2013,192.766 km,Diesel,105 cv,Madrid,2026-05-11 13:41:28,B,https://www.coches.net/volkswagen-golf-cabrio-16-tdi-105cv-bluemotion-tech-2p-diesel-2014-en-madrid-70584523-covo.aspx
AUDI,AUDI A1 Sportback 1.4 TDI ultra Adrenalin,9.499 €,2015,198.000 km,Diesel,90 cv,Murcia,2026-05-11 13:41:28,C,https://www.coches.net/audi-a1-sportback-14-tdi-90cv-ultra-adrenalin-5p-diesel-2016-en-murcia-70587273-covo.aspx
MAZDA,MAZDA Mazda3 1.6 VVT Style,7.990 €,2012,158.550 km,Gasolina,105 cv,Valencia,2026-05-11 13:41:28,C,https://www.coches.net/mazda-mazda3-16-vvt-105cv-style-5p-gasolina-2012-en-valencia-70561623-covo.aspx
FORD,FORD Fiesta 1.1 TiVCT Trend,13.490 €,2022,15.300 km,Gasolina,75 cv,Valencia,2026-05-11 13:41:28,C,https://www.coches.net/ford-fiesta-11-tivct-55kw-75cv-trend-5p-5p-gasolina-2021-en-valencia-70557346-covo.aspx
BMW,BMW Serie 1 118i,26.800 €,2022,55.000 km,Gasolina,140 cv,Las Palmas,2026-05-11 13:41:28,C,https://www.coches.net/bmw-serie-1-118i-5p-gasolina-2020-en-las-palmas-70579838-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Golf GTE 1.4 TSI DSG,25.990 €,2021,65.000 km,Híbrido enchufable,245 cv,Asturias,2026-05-11 13:41:28,ECO,https://www.coches.net/volkswagen-golf-gte-14-tsi-180kw-245cv-dsg-5p-electrico-hibrido-2022-en-asturias-70579959-covo.aspx
CITROEN,CITROEN C4 Picasso 2.0 HDi CMP Exclusive Plus,6.000 €,2009,220.000 km,Diesel,136 cv,Murcia,2026-05-11 13:41:28,B,https://www.coches.net/citroen-c4-picasso-20-hdi-cmp-exclusive-plus-5p-diesel-2010-en-murcia-70553659-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Golf 2.0 TDI,20.490 €,2022,77.994 km,Diesel,115 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/volkswagen-golf-20-tdi-85kw-115cv-5p-diesel-2023-en-madrid-70469061-covo.aspx
PEUGEOT,PEUGEOT 208 PureTech Active Pack,12.500 €,2023,17.000 km,Gasolina,75 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/peugeot-208-puretech-55kw-75cv-active-pack-5p-gasolina-2023-en-madrid-70590616-covo.aspx
MAZDA,MAZDA Mazda2 eSKYACTIV G 1.5 MT Homura,16.490 €,2022,37.206 km,Híbrido,90 cv,Madrid,2026-05-11 13:41:28,ECO,https://www.coches.net/mazda-mazda2-eskyactiv-g-15-66kw-90cv-mt-homura-5p-electrico-hibrido-2022-en-madrid-70591416-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase GLC GLC 220 d 4MATIC,38.990 €,2022,54.024 km,Diesel,194 cv,Barcelona,2026-05-11 13:41:28,C,https://www.coches.net/mercedes-benz-clase-glc-glc-220-d-4matic-5p-diesel-2022-en-barcelona-70577036-covo.aspx
AUDI,AUDI A1 Sportback Advanced 30 TFSI S tronic,19.899 €,2021,39.047 km,Gasolina,110 cv,Barcelona,2026-05-11 13:41:28,C,https://www.coches.net/audi-a1-sportback-advanced-30-tfsi-81kw-s-tronic-5p-gasolina-2021-en-barcelona-70549720-covo.aspx
TOYOTA,TOYOTA Aygo 1.0 70 xcite,10.599 €,2019,110.637 km,Gasolina,72 cv,Barcelona,2026-05-11 13:41:28,C,https://www.coches.net/toyota-aygo-10-70-xcite-5p-gasolina-2018-en-barcelona-70549734-covo.aspx
AUDI,AUDI A1 Sportback S line 30 TFSI,19.399 €,2020,42.244 km,Gasolina,116 cv,Barcelona,2026-05-11 13:41:28,C,https://www.coches.net/audi-a1-sportback-s-line-30-tfsi-85kw-116cv-5p-gasolina-2020-en-barcelona-70549910-covo.aspx
TOYOTA,TOYOTA Auris 1.8 140H Hybrid Active,15.199 €,2019,109.121 km,Híbrido,136 cv,Barcelona,2026-05-11 13:41:28,ECO,https://www.coches.net/toyota-auris-18-140h-hybrid-active-5p-electrico-hibrido-2019-en-barcelona-70550052-covo.aspx
RENAULT,RENAULT Captur Zen TCe GPF 18,11.899 €,2019,103.780 km,Gasolina,130 cv,Sevilla,2026-05-11 13:41:28,C,https://www.coches.net/renault-captur-zen-tce-gpf-96kw-130cv-18-5p-gasolina-2018-en-sevilla-70550153-covo.aspx
FIAT,FIAT Tipo 1.4 TJet Lounge,12.399 €,2019,29.333 km,Gasolina,120 cv,Sevilla,2026-05-11 13:41:28,C,https://www.coches.net/fiat-tipo-5p-14-tjet-88kw-120cv-lounge-5p-gasolina-2020-en-sevilla-70550260-covo.aspx
AUDI,AUDI A1 Sportback Adrenalin 25 TFSI,19.909 €,2022,76.582 km,Gasolina,95 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/audi-a1-sportback-adrenalin-25-tfsi-70kw-95cv-5p-gasolina-2023-en-madrid-70551340-covo.aspx
JAGUAR,JAGUAR E-Pace 2.0D RDynamic S,21.990 €,2021,77.000 km,Diesel,163 cv,Sevilla,2026-05-11 13:41:28,C,https://www.coches.net/jaguar-e-pace-20d-120kw-rdynamic-s-5p-diesel-2021-en-sevilla-70552021-covo.aspx
AUDI,AUDI Q2 Advanced 30 TDI,21.990 €,2022,57.515 km,Diesel,116 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/audi-q2-advanced-30-tdi-85kw-116cv-5p-diesel-2022-en-madrid-70554138-covo.aspx
SEAT,SEAT Tarraco 2.0 TDI SS Style,23.790 €,2021,108.903 km,Diesel,150 cv,Madrid,2026-05-11 13:41:28,UNKNOWN,https://www.coches.net/seat-tarraco-20-tdi-110kw-150cv-ss-style-5p-diesel-2021-en-madrid-70554321-covo.aspx
AUDI,AUDI Q2 Design 30 TFSI,19.990 €,2019,108.973 km,Gasolina,116 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/audi-q2-design-30-tfsi-85kw-116cv-5p-gasolina-2020-en-madrid-70560288-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase A A 200 d,21.900 €,2019,93.503 km,Diesel,150 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/mercedes-benz-clase-a-a-200-d-5p-diesel-2020-en-madrid-70572795-covo.aspx
CITROEN,CITROEN C3 Aircross PureTech SS Feel Pack,14.990 €,2023,72.503 km,Gasolina,110 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/citroen-c3-aircross-puretech-81kw-110cv-ss-feel-pack-5p-gasolina-2023-en-madrid-70527733-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Touareg R 3.0 V6 TSI Tip 4M,56.990 €,2021,94.288 km,Híbrido enchufable,462 cv,Madrid,2026-05-11 13:41:28,CERO,https://www.coches.net/volkswagen-touareg-r-30-v6-tsi-340kw-tip-4m-5p-electrico-hibrido-2021-en-madrid-70527751-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase B B 200 d,25.900 €,2022,80.566 km,Diesel,150 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/mercedes-benz-clase-b-b-200-d-5p-diesel-2022-en-madrid-70531150-covo.aspx
FIAT,FIAT 500L Cross 1.4 16v 95 CV SS,13.990 €,2021,37.877 km,Gasolina,95 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/fiat-500l-cross-14-16v-70-kw-95-cv-ss-5p-gasolina-2021-en-madrid-70531244-covo.aspx
OPEL,OPEL Crossland 1.2 GS Line,11.700 €,2022,43.321 km,Gasolina,110 cv,Barcelona,2026-05-11 13:41:28,UNKNOWN,https://www.coches.net/opel-crossland-12-81kw-110cv-gs-line-5p-gasolina-2022-en-barcelona-70531504-covo.aspx
BMW,BMW Serie 1 116d EfficientDynamics,12.900 €,2015,146.000 km,Diesel,116 cv,Zaragoza,2026-05-11 13:41:28,C,https://www.coches.net/bmw-serie-1-116d-efficientdynamics-3p-diesel-2015-en-zaragoza-70533783-covo.aspx
HYUNDAI,HYUNDAI Tucson 1.6 CRDI 48V SLE 4X2,21.800 €,2020,24.000 km,Híbrido,116 cv,Málaga,2026-05-11 13:41:28,ECO,https://www.coches.net/hyundai-tucson-16-crdi-85kw-116cv-48v-sle-4x2-5p-electrico-hibrido-2020-en-malaga-70573817-covo.aspx
VOLKSWAGEN,VOLKSWAGEN T-Roc Sport 1.5 TSI DSG,25.900 €,2022,69.000 km,Gasolina,150 cv,Málaga,2026-05-11 13:41:28,C,https://www.coches.net/volkswagen-t-roc-sport-15-tsi-110kw-150cv-dsg-5p-gasolina-2022-en-malaga-70583143-covo.aspx
OPEL,OPEL Corsa 1.4 Selective,9.900 €,2018,93.900 km,Gasolina,90 cv,Zaragoza,2026-05-11 13:41:28,C,https://www.coches.net/opel-corsa-14-66kw-90cv-selective-5p-gasolina-2018-en-zaragoza-70566342-covo.aspx
SEAT,SEAT León 1.0 TSI SS Style Go,15.990 €,2020,66.990 km,Gasolina,110 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/seat-leon-10-tsi-81kw-ss-style-go-5p-gasolina-2021-en-madrid-70462108-covo.aspx
AUDI,AUDI A6 Avant Sport 45 TDI quattro tiptro,36.900 €,2019,106.000 km,Diesel,231 cv,Gipuzkoa,2026-05-11 13:41:28,UNKNOWN,https://www.coches.net/audi-a6-avant-sport-45-tdi-170kw-quattro-tiptro-5p-diesel-2019-en-guipuzcoa-70177678-covo.aspx
PEUGEOT,PEUGEOT 308 Active Pack PureTech 110 SS,12.290 €,2021,49.980 km,Gasolina,110 cv,Valencia,2026-05-11 13:41:28,C,https://www.coches.net/peugeot-308-5p-active-pack-puretech-110-ss-5p-gasolina-2021-en-valencia-70281834-covo.aspx
SKODA,SKODA Fabia 1.0 TSI DSG Selection,18.155 €,2025,19.000 km,Gasolina,115 cv,Barcelona,2026-05-11 13:41:28,C,https://www.coches.net/skoda-fabia-10-tsi-85kw-115cv-dsg-selection-5p-gasolina-2026-en-barcelona-70595284-covo.aspx
KIA,KIA Sportage 1.6 CRDi Drive 4x2,16.500 €,2019,91.000 km,Diesel,136 cv,Sevilla,2026-05-11 13:41:28,C,https://www.coches.net/kia-sportage-16-crdi-100kw-136cv-drive-4x2-5p-diesel-2019-en-sevilla-70583519-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Golf Life 1.0 eTSI DSG Variant,16.275 €,2021,119.963 km,Híbrido,110 cv,Sevilla,2026-05-11 13:41:28,ECO,https://www.coches.net/volkswagen-golf-life-10-etsi-81kw-110cv-dsg-variant-5p-electrico-hibrido-2022-en-sevilla-70583871-covo.aspx
NISSAN,NISSAN QASHQAI dCi 115 CV E6D ACENTA,15.990 €,2019,117.637 km,Diesel,115 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/nissan-qashqai-dci-85-kw-115-cv-e6d-acenta-5p-diesel-2018-en-madrid-70469052-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase C C 200 CDI Elegance,12.990 €,2014,178.077 km,Diesel,136 cv,Madrid,2026-05-11 13:41:28,B,https://www.coches.net/mercedes-benz-clase-c-c-200-cdi-elegance-4p-diesel-2014-en-madrid-70567327-covo.aspx
CUPRA,CUPRA Formentor 1.5 eTSI 150 CV DSG,32.490 €,2025,15.947 km,Híbrido,150 cv,Barcelona,2026-05-11 13:41:28,ECO,https://www.coches.net/cupra-formentor-15-etsi-110kw-150-cv-dsg-5p-electrico-hibrido-2025-en-barcelona-70562349-covo.aspx
DS,DS DS 7 Crossback 1.6 ETense 300 PERF. LINE Auto 4WD,18.500 €,2021,138.606 km,Híbrido enchufable,300 cv,Pontevedra,2026-05-11 13:41:28,UNKNOWN,https://www.coches.net/ds-ds-7-crossback-16-etense-300-perf-line-auto-4wd-5p-electrico-hibrido-2021-en-pontevedra-70564054-covo.aspx
KIA,KIA XCeed 1.6 MHEV Emotion DCT,17.990 €,2022,138.997 km,Híbrido,136 cv,Lugo,2026-05-11 13:41:28,ECO,https://www.coches.net/kia-xceed-16-mhev-emotion-100kw-136cv-dct-5p-electrico-hibrido-2022-en-lugo-70564275-covo.aspx
JEEP,JEEP Renegade S 4xe 1.3 PHEV 177kW240CV AT,19.990 €,2022,73.000 km,Híbrido enchufable,240 cv,Las Palmas,2026-05-11 13:41:28,ECO,https://www.coches.net/jeep-renegade-s-4xe-13-phev-177kw240cv-at-5p-electrico-hibrido-2022-en-las-palmas-70566626-covo.aspx
RENAULT,RENAULT Arkana Intens ETECH Hibrido SS,19.499 €,2022,132.000 km,Híbrido,145 cv,Cádiz,2026-05-11 13:41:28,ECO,https://www.coches.net/renault-arkana-intens-etech-hibrido-105-kw-145cv-ss-5p-electrico-hibrido-2021-en-cadiz-70566636-covo.aspx
AUDI,AUDI A5 S line 2.0 TDI S tronic Cabrio,31.990 €,2019,80.000 km,Diesel,190 cv,Sevilla,2026-05-11 13:41:28,C,https://www.coches.net/audi-a5-s-line-20-tdi-s-tronic-cabrio-2p-diesel-2017-en-sevilla-70588013-covo.aspx
SEAT,SEAT León 1.4 TSI ACT StSp FR,12.695 €,2016,161.000 km,Gasolina,150 cv,Barcelona,2026-05-11 13:41:28,C,https://www.coches.net/seat-leon-14-tsi-act-110kw-150cv-stsp-fr-3p-gasolina-2017-en-barcelona-70590524-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase C C 220 d,26.990 €,2019,139.000 km,Diesel,194 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/mercedes-benz-clase-c-c-220-d-4p-diesel-2019-en-madrid-70583609-covo.aspx
LAND-ROVER,LAND-ROVER Range Rover Evoque 2.0 D180 AUTO 4WD,25.890 €,2019,126.250 km,Híbrido,180 cv,Madrid,2026-05-11 13:41:28,ECO,https://www.coches.net/land-rover-range-rover-evoque-20-d180-auto-4wd-5p-electrico-hibrido-2020-en-madrid-70591367-covo.aspx
MAZDA,MAZDA CX-5 2.2 D 2WD Evolution,20.990 €,2021,134.512 km,Diesel,150 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/mazda-cx-5-22-d-110kw-150cv-2wd-evolution-5p-diesel-2020-en-madrid-70591376-covo.aspx
LAND-ROVER,LAND-ROVER Range Rover Evoque 2.0 P300 RDynamic HSE AUTO 4WD,29.990 €,2019,81.542 km,Híbrido,300 cv,Madrid,2026-05-11 13:41:28,ECO,https://www.coches.net/land-rover-range-rover-evoque-20-p300-rdynamic-hse-auto-4wd-5p-electrico-hibrido-2020-en-madrid-70591392-covo.aspx
FORD,FORD Focus 1.0 Ecoboost MHEV Active,19.900 €,2022,66.587 km,Híbrido,125 cv,Badajoz,2026-05-11 13:41:28,ECO,https://www.coches.net/ford-focus-10-ecoboost-mhev-92kw-active-5p-electrico-hibrido-2022-en-badajoz-70481590-covo.aspx
AUDI,AUDI Q8 RS Q8 performance quattro tiptron,187.900 €,2026,10 km,Gasolina,640 cv,Barcelona,2026-05-11 13:41:28,UNKNOWN,https://www.coches.net/audi-q8-rs-q8-performance-471kw-quattro-tiptron-5p-gasolina-2026-en-barcelona-70587415-covo.aspx
AUDI,AUDI Q8 RS Q8 performance quattro tiptron,185.900 €,2026,10 km,Gasolina,640 cv,Barcelona,2026-05-11 13:41:28,UNKNOWN,https://www.coches.net/km-0/audi/q8/barcelona/rs-q8-performance-471kw-quattro-tiptron-gasolina-de-km0-70587502-kovn.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase G MercedesAMG G 63,288.900 €,2026,1800 km,Gasolina,585 cv,Barcelona,2026-05-11 13:41:28,UNKNOWN,https://www.coches.net/km-0/mercedes-benz/clase-g/barcelona/mercedesamg-g-63-gasolina-de-km0-70587886-kovn.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase G MercedesAMG G 63,298.800 €,2026,10 km,Gasolina,585 cv,Barcelona,2026-05-11 13:41:28,UNKNOWN,https://www.coches.net/km-0/mercedes-benz/clase-g/barcelona/mercedesamg-g-63-gasolina-de-km0-70587939-kovn.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase G MercedesAMG G 63,295.800 €,2026,10 km,Gasolina,585 cv,Barcelona,2026-05-11 13:41:28,UNKNOWN,https://www.coches.net/km-0/mercedes-benz/clase-g/barcelona/mercedesamg-g-63-gasolina-de-km0-70588123-kovn.aspx
PEUGEOT,PEUGEOT 407 ST Confort 2.0,4.500 €,2006,120.000 km,Gasolina,143 cv,Murcia,2026-05-11 13:41:28,B,https://www.coches.net/peugeot-407-st-confort-20-4p-gasolina-2006-en-murcia-70576714-covo.aspx
KIA,KIA Sportage 1.6 TGDi Drive 4x2,24.999 €,2022,87.708 km,Gasolina,150 cv,Alicante,2026-05-11 13:41:28,C,https://www.coches.net/kia-sportage-16-tgdi-110kw-150cv-drive-4x2-5p-gasolina-2022-en-alicante-70498655-covo.aspx
BMW,BMW Serie 7 745e,39.990 €,2022,122.000 km,Híbrido enchufable,394 cv,Madrid,2026-05-11 13:41:28,CERO,https://www.coches.net/bmw-serie-7-745e-4p-electrico-hibrido-2022-en-madrid-70573063-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Passat Advance 1.6 TDI,15.999 €,2018,113.180 km,Diesel,120 cv,Sevilla,2026-05-11 13:41:28,C,https://www.coches.net/volkswagen-passat-advance-16-tdi-88kw-120cv-4p-diesel-2018-en-sevilla-70575736-covo.aspx
TOYOTA,TOYOTA Yaris 1.5 120H Style,18.490 €,2022,58.608 km,Híbrido,116 cv,Barcelona,2026-05-11 13:41:28,UNKNOWN,https://www.coches.net/toyota-yaris-15-120h-style-5p-electrico-hibrido-2022-en-barcelona-70577401-covo.aspx
TOYOTA,TOYOTA Yaris 1.5 120H Style,18.900 €,2022,47.558 km,Híbrido,116 cv,Barcelona,2026-05-11 13:41:28,UNKNOWN,https://www.coches.net/toyota-yaris-15-120h-style-5p-electrico-hibrido-2022-en-barcelona-70577408-covo.aspx
BMW,BMW Serie 7 745Le xDrive,39.990 €,2020,104.000 km,Híbrido enchufable,394 cv,Madrid,2026-05-11 13:41:28,CERO,https://www.coches.net/bmw-serie-7-745le-xdrive-4p-electrico-hibrido-2020-en-madrid-70577508-covo.aspx
PORSCHE,PORSCHE Panamera 4 EHybrid,72.990 €,2021,132.566 km,Híbrido enchufable,462 cv,Madrid,2026-05-11 13:41:28,CERO,https://www.coches.net/porsche-panamera-4-ehybrid-5p-electrico-hibrido-2021-en-madrid-70578364-covo.aspx
FIAT,FIAT Panda Cross 1.0 Hybrid,11.995 €,2022,67.000 km,Híbrido,70 cv,Sta. C. Tenerife,2026-05-11 13:41:28,C,https://www.coches.net/fiat-panda-cross-10-hybrid-51kw-70cv-5p-electrico-hibrido-2023-en-sta-c-tenerife-70508578-covo.aspx
TOYOTA,TOYOTA Rav4 2.5l 220H Luxury,36.990 €,2022,66.248 km,Híbrido,218 cv,Madrid,2026-05-11 13:41:28,ECO,https://www.coches.net/toyota-rav4-25l-220h-luxury-5p-electrico-hibrido-2023-en-madrid-70526842-covo.aspx
PEUGEOT,PEUGEOT 2008 Active Pack BlueHDI,13.490 €,2021,94.151 km,Diesel,110 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/peugeot-2008-active-pack-bluehdi-81kw-110cv-5p-diesel-2022-en-madrid-70549588-covo.aspx
PEUGEOT,PEUGEOT 2008 Allure BlueHDI 130 SS EAT8,14.799 €,2020,94.913 km,Diesel,130 cv,Barcelona,2026-05-11 13:41:28,C,https://www.coches.net/peugeot-2008-allure-bluehdi-130-ss-eat8-5p-diesel-2020-en-barcelona-70549727-covo.aspx
SEAT,SEAT Ibiza 1.0 TSI Style XM,16.700 €,2023,40.419 km,Gasolina,110 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/seat-ibiza-10-tsi-81kw-110cv-style-xm-5p-gasolina-2023-en-madrid-70460548-covo.aspx
HYUNDAI,HYUNDAI i40 1.7 CRDI GLS Bluedrive Tecno,9.990 €,2012,139.956 km,Diesel,136 cv,Madrid,2026-05-11 13:41:28,B,https://www.coches.net/hyundai-i40-17-crdi-gls-136cv-bluedrive-tecno-4p-diesel-2011-en-madrid-70531247-covo.aspx
RENAULT,RENAULT Twingo Intens Plus Energy SCe 70,6.999 €,2016,220.000 km,Gasolina,70 cv,Málaga,2026-05-11 13:41:28,C,https://www.coches.net/renault-twingo-intens-plus-energy-sce-70-5p-gasolina-2016-en-malaga-70535320-covo.aspx
PEUGEOT,PEUGEOT 2008 Allure BlueHDI 130 SS EAT8,16.500 €,2022,110.000 km,Diesel,130 cv,Asturias,2026-05-11 13:41:28,C,https://www.coches.net/peugeot-2008-allure-bluehdi-130-ss-eat8-5p-diesel-2022-en-asturias-70355246-covo.aspx
SEAT,SEAT Ibiza 1.2 TSI Style Connect Blue,11.890 €,2017,69.000 km,Gasolina,90 cv,Salamanca,2026-05-11 13:41:28,C,https://www.coches.net/seat-ibiza-12-tsi-66kw-90cv-style-connect-blue-5p-gasolina-2017-en-salamanca-70541147-covo.aspx
KIA,KIA Sportage 1.6 TGDi Drive 4x2,27.903 €,2024,25.136 km,Gasolina,150 cv,Málaga,2026-05-11 13:41:28,ECO,https://www.coches.net/kia-sportage-16-tgdi-110kw-150cv-drive-4x2-5p-gasolina-2024-en-malaga-70516164-covo.aspx
MINI,MINI MINI COOPER CABRIO,19.900 €,2018,121.200 km,Gasolina,136 cv,Madrid,2026-05-11 13:41:28,C,https://www.coches.net/mini-mini-cooper-cabrio-2p-gasolina-2019-en-madrid-70586825-covo.aspx
