Brand,Car_Name,Selling_Price,Year,Kms_Driven,Fuel_Type,cc,Location,Date Scraping,Etiqueta,Ref
PEUGEOT,PEUGEOT 5008 1.5 BlueHDi SS Active,14.800 €,2021,113.000 km,Diesel,130 cv,Almería,2026-05-07 12:22:40,UNKNOWN,https://www.coches.net/peugeot-5008-15-bluehdi-96kw-130cv-ss-active-5p-diesel-2020-en-almeria-70561116-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase A A 180 CDI Urban,12.299 €,2014,151.500 km,Diesel,109 cv,Barcelona,2026-05-07 12:22:40,B,https://www.coches.net/mercedes-benz-clase-a-a-180-cdi-urban-5p-diesel-2015-en-barcelona-70549762-covo.aspx
MAZDA,MAZDA Mazda3 1.6 CRTD Sportive,5.490 €,2009,179.000 km,Diesel,109 cv,Madrid,2026-05-07 12:22:40,B,https://www.coches.net/mazda-mazda3-16-crtd-sportive-5p-diesel-2008-en-madrid-70566048-covo.aspx
CITROEN,CITROEN C4 Picasso 2.0 16v CAS Exclusive,5.490 €,2007,167.500 km,Gasolina,143 cv,Madrid,2026-05-07 12:22:40,C,https://www.coches.net/citroen-c4-picasso-20-16v-cas-exclusive-5p-gasolina-2006-en-madrid-70578117-covo.aspx
CITROEN,CITROEN C3 PureTech SHINE,8.390 €,2018,100.133 km,Gasolina,82 cv,Madrid,2026-05-07 12:22:40,C,https://www.coches.net/citroen-c3-puretech-60kw-82cv-shine-5p-gasolina-2018-en-madrid-70549562-covo.aspx
CITROEN,CITROEN C3 PureTech SS SHINE,9.699 €,2018,100.206 km,Gasolina,110 cv,Barcelona,2026-05-07 12:22:40,C,https://www.coches.net/citroen-c3-puretech-81kw-110cv-ss-shine-5p-gasolina-2018-en-barcelona-70549854-covo.aspx
CITROEN,CITROEN C3 PureTech FEEL,7.399 €,2018,95.464 km,Gasolina,82 cv,Barcelona,2026-05-07 12:22:40,C,https://www.coches.net/citroen-c3-puretech-60kw-82cv-feel-5p-gasolina-2018-en-barcelona-70549914-covo.aspx
CITROEN,CITROEN C3 Puretech Live Edition,7.299 €,2016,88.183 km,Gasolina,68 cv,Sevilla,2026-05-07 12:22:40,C,https://www.coches.net/citroen-c3-puretech-68cv-live-edition-5p-gasolina-2015-en-sevilla-70550339-covo.aspx
PEUGEOT,PEUGEOT 5008 Style 2.0 BlueHDi 150 FAP,8.900 €,2014,140.000 km,Diesel,150 cv,Madrid,2026-05-07 12:22:40,B,https://www.coches.net/peugeot-5008-style-20-bluehdi-150-fap-5p-diesel-2014-en-madrid-70570748-covo.aspx
KIA,KIA Sportage 1.6 CRDi MHEV Tech 4x4,15.990 €,2022,176.039 km,Híbrido,136 cv,Cádiz,2026-05-07 12:22:40,UNKNOWN,https://www.coches.net/kia-sportage-16-crdi-mhev-100kw-136cv-tech-4x4-5p-electrico-hibrido-2022-en-cadiz-70574157-covo.aspx
KIA,KIA Sportage 1.6 CRDi MHEV Tech 4x4,19.480 €,2021,139.361 km,Híbrido,136 cv,Cádiz,2026-05-07 12:22:40,UNKNOWN,https://www.coches.net/kia-sportage-16-crdi-mhev-100kw-136cv-tech-4x4-5p-electrico-hibrido-2022-en-cadiz-70574158-covo.aspx
KIA,KIA Sportage 1.6 CRDi MHEV Drive 4x2,16.890 €,2020,129.610 km,Híbrido,136 cv,Cádiz,2026-05-07 12:22:40,UNKNOWN,https://www.coches.net/kia-sportage-16-crdi-mhev-100kw-136cv-drive-4x2-5p-electrico-hibrido-2024-en-cadiz-70574159-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Passat Business 2.0 TDI,18.200 €,2021,114.294 km,Diesel,150 cv,Valladolid,2026-05-07 12:22:40,C,https://www.coches.net/volkswagen-passat-business-20-tdi-110kw-150cv-4p-diesel-2022-en-valladolid-70560628-covo.aspx
PEUGEOT,PEUGEOT 208 PureTech Style,12.480 €,2021,42.938 km,Gasolina,100 cv,Bizkaia,2026-05-07 12:22:40,UNKNOWN,https://www.coches.net/peugeot-208-puretech-74kw-100cv-style-5p-gasolina-2021-en-vizcaya-70563637-covo.aspx
AUDI,AUDI A3 Sportback S line 35 TDI S tronic,24.500 €,2022,119.000 km,Diesel,150 cv,Valencia,2026-05-07 12:22:40,C,https://www.coches.net/audi-a3-sportback-s-line-35-tdi-110kw-s-tronic-5p-diesel-2022-en-valencia-70568633-covo.aspx
KIA,KIA Rio 1.0 TGDi MHEV iMT Concept,11.890 €,2021,123.092 km,Híbrido,100 cv,Madrid,2026-05-07 12:22:40,ECO,https://www.coches.net/kia-rio-10-tgdi-74kw-100cv-mhev-imt-concept-5p-electrico-hibrido-2021-en-madrid-70566521-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Golf 2.0 TDI,16.900 €,2021,147.486 km,Diesel,115 cv,Badajoz,2026-05-07 12:22:40,UNKNOWN,https://www.coches.net/volkswagen-golf-20-tdi-85kw-115cv-5p-diesel-2022-en-badajoz-70542239-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Golf Life 1.0 TSI,22.570 €,2024,49.996 km,Gasolina,110 cv,Barcelona,2026-05-07 12:22:40,C,https://www.coches.net/volkswagen-golf-life-10-tsi-81kw-110cv-5p-gasolina-2024-en-barcelona-70554769-covo.aspx
RENAULT,RENAULT Mégane Zen Blue dCi,15.790 €,2020,55.040 km,Diesel,115 cv,Madrid,2026-05-07 12:22:40,C,https://www.coches.net/renault-megane-zen-blue-dci-85-kw-115cv-5p-diesel-2020-en-madrid-70535056-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Tiguan Life 1.4 TSI eHybrid DSG,24.990 €,2022,81.961 km,Híbrido enchufable,245 cv,Madrid,2026-05-07 12:22:40,CERO,https://www.coches.net/volkswagen-tiguan-life-14-tsi-ehybrid-180kw-245cv-dsg-5p-electrico-hibrido-2023-en-madrid-70571753-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Polo 1.2 TSI Advance,7.690 €,2012,118.000 km,Gasolina,90 cv,Barcelona,2026-05-07 12:22:40,C,https://www.coches.net/volkswagen-polo-12-tsi-90cv-advance-3p-gasolina-2012-en-barcelona-70561442-covo.aspx
CITROEN,CITROEN C4 BlueHDi 110 SS 6v Feel,11.850 €,2022,115.000 km,Diesel,110 cv,Madrid,2026-05-07 12:22:40,C,https://www.coches.net/citroen-c4-bluehdi-110-ss-6v-feel-5p-diesel-2022-en-madrid-70571206-covo.aspx
RENAULT,RENAULT Clio Limited Energy dCi,10.000 €,2017,98.000 km,Diesel,90 cv,Madrid,2026-05-07 12:22:40,C,https://www.coches.net/renault-clio-limited-energy-dci-66kw-90cv-5p-diesel-2016-en-madrid-70534735-covo.aspx
SEAT,SEAT León 1.2 TSI StSp Style,11.699 €,2018,148.156 km,Gasolina,110 cv,Barcelona,2026-05-07 12:22:40,C,https://www.coches.net/seat-leon-12-tsi-81kw-110cv-stsp-style-5p-gasolina-2018-en-barcelona-70549726-covo.aspx
NISSAN,NISSAN QASHQAI dCi 110 CV ACENTA,12.499 €,2017,81.321 km,Diesel,110 cv,Barcelona,2026-05-07 12:22:40,C,https://www.coches.net/nissan-qashqai-dci-81-kw-110-cv-acenta-5p-diesel-2017-en-barcelona-70549805-covo.aspx
SEAT,SEAT León SC 1.2 TSI StSp ITech,10.999 €,2014,105.475 km,Gasolina,110 cv,Sevilla,2026-05-07 12:22:40,C,https://www.coches.net/seat-leon-sc-12-tsi-110cv-stsp-itech-3p-gasolina-2015-en-sevilla-70550387-covo.aspx
OPEL,OPEL Insignia 2.0 CDTI 130 CV Selective Auto,7.990 €,2013,76.376 km,Diesel,130 cv,Madrid,2026-05-07 12:22:40,B,https://www.coches.net/opel-insignia-20-cdti-130-cv-selective-auto-5p-diesel-2014-en-madrid-70566480-covo.aspx
FORD,FORD Focus STLine X 1.0T EcoBoost mHEV 92kW125CV,26.900 €,2026,10 km,Híbrido,125 cv,Barcelona,2026-05-07 12:22:40,ECO,https://www.coches.net/km-0/ford/focus/barcelona/stline-x-10t-ecoboost-mhev-92kw125cv-electrico-hibrido-de-km0-70560493-kovn.aspx
NISSAN,NISSAN QASHQAI dCi 115 CV E6D NCONNECTA,13.490 €,2021,196.000 km,Diesel,115 cv,Bizkaia,2026-05-07 12:22:40,C,https://www.coches.net/nissan-qashqai-dci-85-kw-115-cv-e6d-nconnecta-5p-diesel-2020-en-vizcaya-70515115-covo.aspx
SEAT,SEAT León 1.0 TSI SS Style XS,20.290 €,2024,26.140 km,Gasolina,110 cv,Barcelona,2026-05-07 12:22:40,C,https://www.coches.net/seat-leon-10-tsi-81kw-ss-style-xs-5p-gasolina-2024-en-barcelona-70559750-covo.aspx
OPEL,OPEL Corsa 1.2T XHL GS,17.900 €,2026,1 km,Gasolina,100 cv,Salamanca,2026-05-07 12:22:40,C,https://www.coches.net/opel-corsa-12t-xhl-74kw-100cv-gs-5p-gasolina-2025-en-salamanca-70549902-covo.aspx
FORD,FORD C-Max 1.0 EcoBoost Trend,12.990 €,2019,83.939 km,Gasolina,125 cv,Valencia,2026-05-07 12:22:40,C,https://www.coches.net/ford-c-max-10-ecoboost-92kw-125cv-trend-5p-gasolina-2019-en-valencia-70563479-covo.aspx
TOYOTA,TOYOTA Auris 1.8 140H Hybrid Active,13.690 €,2016,128.361 km,Híbrido,136 cv,Valencia,2026-05-07 12:22:40,ECO,https://www.coches.net/toyota-auris-18-140h-hybrid-active-5p-electrico-hibrido-2018-en-valencia-70564440-covo.aspx
BMW,BMW Serie 3 335d Auto. xDrive Gran Turismo,23.999 €,2017,172.000 km,Diesel,313 cv,Salamanca,2026-05-07 12:22:40,C,https://www.coches.net/bmw-serie-3-335d-auto-xdrive-gran-turismo-5p-diesel-2017-en-salamanca-70577726-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase A A 200 d Urban,14.900 €,2016,198.000 km,Diesel,136 cv,A Coruña,2026-05-07 12:22:40,UNKNOWN,https://www.coches.net/mercedes-benz-clase-a-a-200-d-urban-5p-diesel-2017-en-a-coruna-70554680-covo.aspx
CITROEN,CITROEN C4 BlueHdi 110 SS Feel Pack,15.199 €,2022,42.685 km,Diesel,110 cv,Barcelona,2026-05-07 12:22:40,C,https://www.coches.net/citroen-c4-bluehdi-110-ss-feel-pack-5p-diesel-2022-en-barcelona-70549875-covo.aspx
SEAT,SEAT Ibiza 1.0 TSI Xcellence,17.990 €,2025,19.581 km,Gasolina,115 cv,Tarragona,2026-05-07 12:22:40,C,https://www.coches.net/seat-ibiza-10-tsi-85kw-xcellence-5p-gasolina-2025-en-tarragona-70568705-covo.aspx
PEUGEOT,PEUGEOT 207 ACTIVE 1.4i 75,4.990 €,2012,165.000 km,Gasolina,75 cv,Bizkaia,2026-05-07 12:22:40,C,https://www.coches.net/peugeot-207-active-14i-75-5p-gasolina-2011-en-vizcaya-70570633-covo.aspx
SEAT,SEAT Ibiza 1.5 TSI DSG FR XL,22.390 €,2024,8603 km,Gasolina,150 cv,Barcelona,2026-05-07 12:22:40,C,https://www.coches.net/seat-ibiza-15-tsi-110kw-150cv-dsg-fr-xl-5p-gasolina-2024-en-barcelona-70559762-covo.aspx
DACIA,DACIA Sandero Stepway TCE,5.500 €,2017,235.000 km,Gasolina,90 cv,Madrid,2026-05-07 12:22:40,C,https://www.coches.net/dacia-sandero-stepway-tce-66kw-90cv-5p-gasolina-2016-en-madrid-70564765-covo.aspx
SEAT,SEAT León ST 1.6 TDI StSp Style Ed,14.990 €,2020,111.220 km,Diesel,115 cv,Pontevedra,2026-05-07 12:22:40,UNKNOWN,https://www.coches.net/seat-leon-st-16-tdi-85kw-115cv-stsp-style-ed-5p-diesel-2020-en-pontevedra-70557408-covo.aspx
PEUGEOT,PEUGEOT 3008 1.5 BlueHDi SS Active,15.999 €,2022,139.000 km,Diesel,130 cv,Salamanca,2026-05-07 12:22:40,C,https://www.coches.net/peugeot-3008-15-bluehdi-96kw-130cv-ss-active-5p-diesel-2021-en-salamanca-70570644-covo.aspx
SEAT,SEAT León 1.4 TSI ACT StSp FR,16.500 €,2018,125.556 km,Gasolina,150 cv,Lugo,2026-05-07 12:22:40,C,https://www.coches.net/seat-leon-14-tsi-110kw-150cv-act-stsp-fr-5p-gasolina-2018-en-lugo-70560062-covo.aspx
RENAULT,RENAULT Mégane Zen Blue dCi,17.390 €,2021,89.000 km,Diesel,115 cv,Murcia,2026-05-07 12:22:40,UNKNOWN,https://www.coches.net/renault-megane-zen-blue-dci-85-kw-115cv-5p-diesel-2020-en-murcia-70533099-covo.aspx
MINI,MINI MINI ONE D 5 PUERTAS,12.999 €,2017,65.255 km,Diesel,95 cv,Sevilla,2026-05-07 12:22:40,C,https://www.coches.net/mini-mini-one-d-5-puertas-5p-diesel-2017-en-sevilla-70550210-covo.aspx
RENAULT,RENAULT Mégane Zen Energy TCe,8.900 €,2016,167.000 km,Gasolina,130 cv,Navarra,2026-05-07 12:22:40,C,https://www.coches.net/renault-megane-zen-energy-tce-97kw-130cv-5p-gasolina-2016-en-navarra-70538230-covo.aspx
FORD,FORD Mondeo 2.0 Hibrido STLine HEV AT,18.790 €,2020,122.693 km,Híbrido,187 cv,Madrid,2026-05-07 12:22:40,ECO,https://www.coches.net/ford-mondeo-20-hibrido-138kw-187cv-stline-hev-at-5p-electrico-hibrido-2020-en-madrid-70563401-covo.aspx
FORD,FORD Mondeo 2.0 Hibrido Trend HEV Auto SB,17.790 €,2022,130.435 km,Híbrido,187 cv,Madrid,2026-05-07 12:22:40,ECO,https://www.coches.net/ford-mondeo-20-hibrido-138kw-trend-hev-auto-sb-5p-electrico-hibrido-2022-en-madrid-70563431-covo.aspx
NISSAN,NISSAN QASHQAI 1.5 dCi ACENTA,13.490 €,2016,79.898 km,Diesel,110 cv,Madrid,2026-05-07 12:22:40,C,https://www.coches.net/nissan-qashqai-15-dci-acenta-5p-diesel-2016-en-madrid-70531255-covo.aspx
CITROEN,CITROEN C4 BlueHDi 110 SS 6v Feel,13.999 €,2021,53.000 km,Diesel,110 cv,Murcia,2026-05-07 12:22:40,C,https://www.coches.net/citroen-c4-bluehdi-110-ss-6v-feel-5p-diesel-2021-en-murcia-70577898-covo.aspx
PEUGEOT,PEUGEOT 308 W Style BlueHDi 100 SS 6 Vel. MAN,8.500 €,2020,180.000 km,Diesel,100 cv,Madrid,2026-05-07 12:22:40,C,https://www.coches.net/peugeot-308-w-style-bluehdi-100-ss-6-vel-man-5p-diesel-2019-en-madrid-70567222-covo.aspx
HYUNDAI,HYUNDAI i10 1.2 Tecno 2C,11.900 €,2022,71.486 km,Gasolina,84 cv,Barcelona,2026-05-07 12:22:40,C,https://www.coches.net/hyundai-i10-12-tecno-2c-5p-gasolina-2021-en-barcelona-70569709-covo.aspx
CITROEN,CITROEN C3 BlueHDi Plus,12.990 €,2023,35.754 km,Diesel,102 cv,Madrid,2026-05-07 12:22:40,C,https://www.coches.net/citroen-c3-bluehdi-75kw-100cv-plus-5p-diesel-2023-en-madrid-70577127-covo.aspx
CITROEN,CITROEN C3 BlueHDi SS Shine,12.990 €,2022,43.707 km,Diesel,102 cv,Madrid,2026-05-07 12:22:40,C,https://www.coches.net/citroen-c3-bluehdi-75kw-100cv-ss-shine-5p-diesel-2022-en-madrid-70577142-covo.aspx
TOYOTA,TOYOTA C-HR 1.8 125H Advance,19.990 €,2021,100.256 km,Híbrido,122 cv,Madrid,2026-05-07 12:22:40,ECO,https://www.coches.net/toyota-c-hr-18-125h-advance-5p-electrico-hibrido-2019-en-madrid-70578347-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase A A 180 d,19.990 €,2020,90.101 km,Diesel,116 cv,Girona,2026-05-07 12:22:40,C,https://www.coches.net/mercedes-benz-clase-a-a-180-d-5p-diesel-2020-en-girona-70569362-covo.aspx
HYUNDAI,HYUNDAI Tucson 1.6 CRDI 48V Tecno Sky DCT,19.490 €,2022,134.000 km,Híbrido,136 cv,A Coruña,2026-05-07 12:22:40,UNKNOWN,https://www.coches.net/hyundai-tucson-16-crdi-100kw-136cv-48v-tecno-sky-dct-5p-electrico-hibrido-2022-en-a-coruna-70572248-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Golf Mas 2.0 TDI,28.900 €,2025,20.545 km,Diesel,116 cv,Gipuzkoa,2026-05-07 12:22:40,C,https://www.coches.net/volkswagen-golf-mas-20-tdi-85kw-116cv-5p-diesel-2026-en-guipuzcoa-70554163-covo.aspx
MERCEDES-BENZ,MERCEDES-BENZ Clase CLA CLA 200 d,17.490 €,2018,136.877 km,Diesel,136 cv,Madrid,2026-05-07 12:22:40,C,https://www.coches.net/mercedes-benz-clase-cla-cla-200-d-4p-diesel-2018-en-madrid-70560224-covo.aspx
BMW,BMW Serie 1 118d,9.500 €,2010,182.000 km,Diesel,143 cv,Madrid,2026-05-07 12:22:40,B,https://www.coches.net/bmw-serie-1-118d-2p-diesel-2010-en-madrid-70572729-covo.aspx
PEUGEOT,PEUGEOT 308 Allure 1.2 PureTech 130 SS,8.290 €,2016,127.336 km,Gasolina,130 cv,Madrid,2026-05-07 12:22:40,C,https://www.coches.net/peugeot-308-5p-allure-12-puretech-130-ss-5p-gasolina-2015-en-madrid-70549584-covo.aspx
OPEL,OPEL Astra 1.2T XHT GS,20.990 €,2024,29.000 km,Gasolina,130 cv,Alicante,2026-05-07 12:22:40,C,https://www.coches.net/opel-astra-12t-xht-96kw-130cv-gs-5p-gasolina-2024-en-alicante-70552858-covo.aspx
AUDI,AUDI A5 S Line 40 TDI S tronic Sportback,32.900 €,2021,66.000 km,Híbrido,204 cv,Murcia,2026-05-07 12:22:40,ECO,https://www.coches.net/audi-a5-s-line-40-tdi-s-tronic-sportback-5p-electrico-hibrido-2022-en-murcia-70556850-covo.aspx
HYUNDAI,HYUNDAI Tucson 1.6 CRDI Klass,20.500 €,2022,76.171 km,Diesel,115 cv,Murcia,2026-05-07 12:22:40,UNKNOWN,https://www.coches.net/hyundai-tucson-16-crdi-85kw-115cv-klass-5p-diesel-2022-en-murcia-70565107-covo.aspx
BMW,BMW Serie 3 330d Gran Turismo,25.990 €,2018,134.329 km,Diesel,258 cv,Madrid,2026-05-07 12:22:40,UNKNOWN,https://www.coches.net/bmw-serie-3-330d-gran-turismo-5p-diesel-2018-en-madrid-70563396-covo.aspx
SEAT,SEAT León 1.5 TSI SS FR,19.299 €,2022,88.553 km,Gasolina,150 cv,Barcelona,2026-05-07 12:22:40,C,https://www.coches.net/seat-leon-15-tsi-110kw-ss-fr-5p-gasolina-2022-en-barcelona-70549911-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Polo 1.4 Advance,7.990 €,2011,145.000 km,Gasolina,85 cv,Málaga,2026-05-07 12:22:40,C,https://www.coches.net/volkswagen-polo-14-85cv-advance-5p-gasolina-2011-en-malaga-70557274-covo.aspx
SEAT,SEAT Ibiza 1.0 TSI Style XL,12.510 €,2021,90.657 km,Gasolina,110 cv,Madrid,2026-05-07 12:22:40,C,https://www.coches.net/seat-ibiza-10-tsi-81kw-110cv-style-xl-5p-gasolina-2023-en-madrid-70577083-covo.aspx
SEAT,SEAT Ibiza 1.0 TSI Style XL,11.910 €,2021,106.760 km,Gasolina,110 cv,Madrid,2026-05-07 12:22:40,C,https://www.coches.net/seat-ibiza-10-tsi-81kw-110cv-style-xl-5p-gasolina-2023-en-madrid-70577124-covo.aspx
SEAT,SEAT Ibiza 1.0 TSI Style Plus,11.450 €,2022,99.950 km,Gasolina,95 cv,Barcelona,2026-05-07 12:22:40,C,https://www.coches.net/seat-ibiza-10-tsi-70kw-95cv-style-plus-5p-gasolina-2020-en-barcelona-70577612-covo.aspx
SEAT,SEAT León 1.5 TSI SS FR Fast Ed,17.490 €,2020,122.582 km,Gasolina,150 cv,Girona,2026-05-07 12:22:40,C,https://www.coches.net/seat-leon-15-tsi-110kw-150cv-ss-fr-fast-ed-5p-gasolina-2020-en-girona-70563229-covo.aspx
SEAT,SEAT León 1.6 TDI Reference Copa,7.500 €,2012,155.330 km,Diesel,90 cv,Madrid,2026-05-07 12:22:40,B,https://www.coches.net/seat-leon-16-tdi-90cv-reference-copa-5p-diesel-2012-en-madrid-70569285-covo.aspx
RENAULT,RENAULT Clio Evolution TCe 90,17.500 €,2024,28.000 km,Gasolina,90 cv,Cádiz,2026-05-07 12:22:40,UNKNOWN,https://www.coches.net/renault-clio-evolution-tce-90-67kw-5p-gasolina-2024-en-cadiz-70556479-covo.aspx
FORD,FORD Mondeo 2.0 Hibrido Trend HEV Auto,13.990 €,2024,197.000 km,Híbrido,187 cv,Madrid,2026-05-07 12:22:40,ECO,https://www.coches.net/ford-mondeo-20-hibrido-138kw-187cv-trend-hev-auto-4p-electrico-hibrido-2021-en-madrid-70518912-covo.aspx
HYUNDAI,HYUNDAI Tucson 1.6 TGDI 48V Tecno DCT 2C,22.500 €,2020,39.000 km,Híbrido,150 cv,Barcelona,2026-05-07 12:22:40,ECO,https://www.coches.net/hyundai-tucson-16-tgdi-110kw-150cv-48v-tecno-dct-2c-5p-electrico-hibrido-2021-en-barcelona-70569800-covo.aspx
HYUNDAI,HYUNDAI Tucson 1.6 CRDI 48V Maxx Sky DCT 4x4,20.490 €,2021,100.183 km,Híbrido,136 cv,Madrid,2026-05-07 12:22:40,ECO,https://www.coches.net/hyundai-tucson-16-crdi-100kw-48v-maxx-sky-dct-4x4-5p-electrico-hibrido-2021-en-madrid-70574049-covo.aspx
HYUNDAI,HYUNDAI Tucson 1.6 TGDI 48V Tecno 2C,23.390 €,2021,51.944 km,Híbrido,150 cv,Barcelona,2026-05-07 12:22:40,ECO,https://www.coches.net/hyundai-tucson-16-tgdi-110kw-150cv-48v-tecno-2c-5p-electrico-hibrido-2021-en-barcelona-70576895-covo.aspx
TOYOTA,TOYOTA Yaris 1.5 120H Style,23.990 €,2025,2512 km,Híbrido,116 cv,Madrid,2026-05-07 12:22:40,ECO,https://www.coches.net/toyota-yaris-15-120h-style-5p-electrico-hibrido-2025-en-madrid-70559667-covo.aspx
SEAT,SEAT Ibiza 1.5 TSI DSG FR Plus,17.299 €,2021,86.036 km,Gasolina,150 cv,Barcelona,2026-05-07 12:22:40,C,https://www.coches.net/seat-ibiza-15-tsi-110kw-150cv-dsg-fr-plus-5p-gasolina-2022-en-barcelona-70549806-covo.aspx
AUDI,AUDI A4 Advanced 35 TDI S tronic,19.900 €,2021,150.000 km,Híbrido,163 cv,Badajoz,2026-05-07 12:22:40,C,https://www.coches.net/audi-a4-advanced-35-tdi-120kw-163cv-s-tronic-4p-electrico-hibrido-2022-en-badajoz-70542416-covo.aspx
TOYOTA,TOYOTA Aygo 1.0 70 xplay,13.900 €,2020,37.900 km,Gasolina,72 cv,Barcelona,2026-05-07 12:22:40,C,https://www.coches.net/toyota-aygo-10-70-xplay-5p-gasolina-2020-en-barcelona-70565548-covo.aspx
MINI,MINI MINI Cooper S Roadster,13.499 €,2012,97.000 km,Gasolina,184 cv,Alicante,2026-05-07 12:22:40,C,https://www.coches.net/mini-mini-cooper-s-roadster-2p-gasolina-2012-en-alicante-70574139-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Golf Life 1.0 TSI,17.500 €,2022,145.000 km,Gasolina,110 cv,Sevilla,2026-05-07 12:22:40,ECO,https://www.coches.net/volkswagen-golf-life-10-tsi-81kw-110cv-5p-gasolina-2023-en-sevilla-70530534-covo.aspx
VOLKSWAGEN,VOLKSWAGEN Golf Life 1.5 TSI,16.950 €,2021,193.244 km,Gasolina,130 cv,Madrid,2026-05-07 12:22:40,C,https://www.coches.net/volkswagen-golf-life-15-tsi-96kw-130cv-5p-gasolina-2021-en-madrid-70531882-covo.aspx
PEUGEOT,PEUGEOT 3008 1.5 BlueHDi Active Pack EAT8,20.950 €,2022,118.251 km,Diesel,130 cv,Murcia,2026-05-07 12:22:40,C,https://www.coches.net/peugeot-3008-15-bluehdi-96kw-active-pack-eat8-5p-diesel-2022-en-murcia-70571091-covo.aspx
PEUGEOT,PEUGEOT 2008 Active Puretech 100 SS BVM6,13.995 €,2021,98.772 km,Gasolina,100 cv,Bizkaia,2026-05-07 12:22:40,C,https://www.coches.net/peugeot-2008-active-puretech-100-ss-bvm6-5p-gasolina-2020-en-vizcaya-70577829-covo.aspx
RENAULT,RENAULT Mégane Intens TCe GPF SS,15.399 €,2021,68.800 km,Gasolina,140 cv,Barcelona,2026-05-07 12:22:40,C,https://www.coches.net/renault-megane-intens-tce-103-kw-140cv-gpf-ss-5p-gasolina-2020-en-barcelona-70550012-covo.aspx
AUDI,AUDI A3 Sportback Advanced 30 TFSI S tronic,24.810 €,2023,65.549 km,Híbrido,110 cv,Madrid,2026-05-07 12:22:40,ECO,https://www.coches.net/audi-a3-sportback-advanced-30-tfsi-81kw-s-tronic-5p-electrico-hibrido-2023-en-madrid-70551319-covo.aspx
AUDI,AUDI A3 Sportback 30 TFSI S tronic,21.490 €,2021,99.996 km,Híbrido,110 cv,Barcelona,2026-05-07 12:22:40,ECO,https://www.coches.net/audi-a3-sportback-30-tfsi-81kw-110cv-s-tronic-5p-electrico-hibrido-2022-en-barcelona-70554796-covo.aspx
OPEL,OPEL Corsa 1.2T XHL Edition,11.990 €,2021,65.000 km,Gasolina,100 cv,Bizkaia,2026-05-07 12:22:40,UNKNOWN,https://www.coches.net/opel-corsa-12t-xhl-74kw-100cv-edition-5p-gasolina-2020-en-vizcaya-70509118-covo.aspx
NISSAN,NISSAN QASHQAI dCi 115 CV E6D ACENTA,15.990 €,2020,113.405 km,Diesel,115 cv,Madrid,2026-05-07 12:22:40,C,https://www.coches.net/nissan-qashqai-dci-85-kw-115-cv-e6d-acenta-5p-diesel-2020-en-madrid-70528125-covo.aspx
NISSAN,NISSAN QASHQAI dCi 115 CV E6D NCONNECTA,17.490 €,2020,131.804 km,Diesel,115 cv,Valencia,2026-05-07 12:22:40,C,https://www.coches.net/nissan-qashqai-dci-85-kw-115-cv-e6d-nconnecta-5p-diesel-2020-en-valencia-70530893-covo.aspx
RENAULT,RENAULT Clio GT Energy TCe 120 EDC eco2 Euro 6,11.399 €,2015,30.741 km,Gasolina,120 cv,Barcelona,2026-05-07 12:22:40,C,https://www.coches.net/renault-clio-gt-energy-tce-120-edc-eco2-euro-6-5p-gasolina-2015-en-barcelona-70549861-covo.aspx
RENAULT,RENAULT Clio GT Energy TCe 120 EDC eco2 Euro 6,12.199 €,2016,83.473 km,Gasolina,120 cv,Sevilla,2026-05-07 12:22:40,C,https://www.coches.net/renault-clio-gt-energy-tce-120-edc-eco2-euro-6-5p-gasolina-2015-en-sevilla-70550314-covo.aspx
SEAT,SEAT Ibiza 1.0 TSI Style,14.300 €,2022,86.125 km,Gasolina,110 cv,Málaga,2026-05-07 12:22:40,C,https://www.coches.net/seat-ibiza-10-tsi-81kw-110cv-style-5p-gasolina-2022-en-malaga-70572937-covo.aspx
SEAT,SEAT León ST 2.0 TDI 4Drive DSG6 StSp Xp,16.690 €,2018,93.519 km,Diesel,150 cv,Valencia,2026-05-07 12:22:40,C,https://www.coches.net/seat-leon-st-20-tdi-110kw-4drive-dsg6-stsp-xp-5p-diesel-2018-en-valencia-70572232-covo.aspx
AUDI,AUDI A1 Sportback Adrenalin 30 TFSI S tron,19.500 €,2022,45.071 km,Gasolina,110 cv,Barcelona,2026-05-07 12:22:40,C,https://www.coches.net/audi-a1-sportback-adrenalin-30-tfsi-81kw-s-tron-5p-gasolina-2022-en-barcelona-70570456-covo.aspx
KIA,KIA Rio 1.2 CVVT Concept,13.950 €,2019,11.000 km,Gasolina,84 cv,Barcelona,2026-05-07 12:22:40,C,https://www.coches.net/kia-rio-12-cvvt-62kw-84cv-concept-5p-gasolina-2020-en-barcelona-70573074-covo.aspx
